clasificacion_temporada,clasificacion_jornada,clasificacion_posicion,clasificacion_equipo,clasificacion_puntos,clasificacion_partidos_jugados,clasificacion_ganados,clasificacion_empatados,clasificacion_perdidos,clasificacion_goles_favor,clasificacion_goles_contra
Temporada2020,Jornada 20,15,Mainz 05,18,20,6,0,14,28,47
Temporada2020,Jornada 20,16,Werder Bremen,17,20,4,5,11,25,46
Temporada2020,Jornada 20,17,Fortuna,16,20,4,4,12,19,41
Temporada2020,Jornada 20,18,Paderborn,15,20,4,3,13,25,44
Temporada2020,Jornada 21,1,Bayern München,43,21,13,4,4,58,23
Temporada2020,Jornada 21,2,RB Leipzig,42,21,12,6,3,53,25
Temporada2020,Jornada 21,3,Monchengladbach,42,21,13,3,5,40,24
Temporada2020,Jornada 21,4,B. Dortmund,39,21,11,6,4,59,32
Temporada2020,Jornada 21,5,B. Leverkusen,37,21,11,4,6,35,27
Temporada2020,Jornada 21,6,Schalke 04,35,21,9,8,4,32,27
Temporada2020,Jornada 21,7,Hoffenheim,33,21,10,3,8,31,32
Temporada2020,Jornada 21,8,SC Freiburg,32,21,9,5,7,30,30
Temporada2020,Jornada 21,9,Eintracht,28,21,8,4,9,37,31
Temporada2020,Jornada 21,10,Wolfsburg,28,21,7,7,7,25,26
Temporada2020,Jornada 21,11,Union Berlin,26,21,8,2,11,25,32
Temporada2020,Jornada 21,12,FC Augsburg,26,21,7,5,9,33,44
Temporada2020,Jornada 21,13,Köln,23,21,7,2,12,28,40
Temporada2020,Jornada 21,14,Hertha BSC,23,21,6,5,10,25,37
Temporada2020,Jornada 21,15,Mainz 05,21,21,7,0,14,31,48
Temporada2020,Jornada 21,16,Fortuna,17,21,4,5,12,20,42
Temporada2020,Jornada 21,17,Werder Bremen,17,21,4,5,12,25,48
Temporada2020,Jornada 21,18,Paderborn,16,21,4,4,13,26,45
Temporada2020,Jornada 22,1,Bayern München,46,22,14,4,4,62,24
Temporada2020,Jornada 22,2,RB Leipzig,45,22,13,6,3,56,25
Temporada2020,Jornada 22,3,B. Dortmund,42,22,12,6,4,63,32
Temporada2020,Jornada 22,4,Monchengladbach,42,21,13,3,5,42,24
Temporada2020,Jornada 22,5,B. Leverkusen,40,22,12,4,6,38,29
Temporada2020,Jornada 22,6,Schalke 04,36,22,9,9,4,32,27
Temporada2020,Jornada 22,7,SC Freiburg,33,22,9,6,7,31,31
Temporada2020,Jornada 22,8,Hoffenheim,33,22,10,3,9,33,35
Temporada2020,Jornada 22,9,Wolfsburg,31,22,8,7,7,28,28
Temporada2020,Jornada 22,10,Eintracht,28,22,8,4,10,37,35
Temporada2020,Jornada 22,11,FC Augsburg,27,22,7,6,9,34,45
Temporada2020,Jornada 22,12,Union Berlin,26,22,8,2,12,27,35
Temporada2020,Jornada 22,13,Hertha BSC,26,22,7,5,10,27,38
Temporada2020,Jornada 22,14,Köln,23,21,7,2,12,28,42
Temporada2020,Jornada 22,15,Mainz 05,22,22,7,1,14,31,48
Temporada2020,Jornada 22,16,Fortuna,17,22,4,5,13,21,46
Temporada2020,Jornada 22,17,Werder Bremen,17,22,4,5,13,25,51
Temporada2020,Jornada 22,18,Paderborn,16,22,4,4,14,27,47
Temporada2020,Jornada 23,1,Bayern München,49,23,15,4,4,65,26
Temporada2020,Jornada 23,2,RB Leipzig,48,23,14,6,3,61,25
Temporada2020,Jornada 23,3,B. Dortmund,45,23,13,6,4,65,32
Temporada2020,Jornada 23,4,Monchengladbach,43,22,13,4,5,43,25
Temporada2020,Jornada 23,5,B. Leverkusen,43,23,13,4,6,40,29
Temporada2020,Jornada 23,6,Schalke 04,36,23,9,9,5,32,32
Temporada2020,Jornada 23,7,Wolfsburg,34,23,9,7,7,32,28
Temporada2020,Jornada 23,8,Hoffenheim,34,23,10,4,9,34,36
Temporada2020,Jornada 23,9,SC Freiburg,33,23,9,6,8,31,33
Temporada2020,Jornada 23,10,Union Berlin,29,23,9,2,12,29,36
Temporada2020,Jornada 23,11,Eintracht,28,23,8,4,11,38,37
Temporada2020,Jornada 23,12,FC Augsburg,27,23,7,6,10,34,47
Temporada2020,Jornada 23,13,Köln,26,22,8,2,12,33,42
Temporada2020,Jornada 23,14,Hertha BSC,26,23,7,5,11,27,43
Temporada2020,Jornada 23,15,Mainz 05,22,23,7,1,15,31,52
Temporada2020,Jornada 23,16,Fortuna,20,23,5,5,13,23,46
Temporada2020,Jornada 23,17,Werder Bremen,17,23,4,5,14,25,53
Temporada2020,Jornada 23,18,Paderborn,16,23,4,4,15,29,50
Temporada2020,Jornada 24,1,Bayern München,52,24,16,4,4,71,26
Temporada2020,Jornada 24,2,RB Leipzig,49,24,14,7,3,62,26
Temporada2020,Jornada 24,3,Monchengladbach,49,24,15,4,5,48,28
Temporada2020,Jornada 24,4,B. Dortmund,48,24,14,6,4,66,32
Temporada2020,Jornada 24,5,B. Leverkusen,44,24,13,5,6,41,30
Temporada2020,Jornada 24,6,Schalke 04,36,24,9,9,6,32,35
Temporada2020,Jornada 24,7,Wolfsburg,35,24,9,8,7,34,30
Temporada2020,Jornada 24,8,Hoffenheim,34,24,10,4,10,34,42
Temporada2020,Jornada 24,9,SC Freiburg,33,24,9,6,9,31,34
Temporada2020,Jornada 24,10,Eintracht,31,24,9,4,11,41,37
Temporada2020,Jornada 24,11,Union Berlin,30,24,9,3,12,31,38
Temporada2020,Jornada 24,12,Köln,29,24,9,2,13,37,44
Temporada2020,Jornada 24,13,FC Augsburg,27,24,7,6,11,36,50
Temporada2020,Jornada 24,14,Hertha BSC,27,24,7,6,11,30,46
Temporada2020,Jornada 24,15,Mainz 05,25,24,8,1,15,33,52
Temporada2020,Jornada 24,16,Fortuna,21,24,5,6,13,26,49
Temporada2020,Jornada 24,17,Werder Bremen,17,24,4,5,15,25,56
Temporada2020,Jornada 24,18,Paderborn,16,24,4,4,16,29,52
Temporada2020,Jornada 25,1,Bayern München,55,25,17,4,4,73,26
Temporada2020,Jornada 25,2,B. Dortmund,51,25,15,6,4,68,33
Temporada2020,Jornada 25,3,RB Leipzig,50,25,14,8,3,62,26
Temporada2020,Jornada 25,4,Monchengladbach,49,25,15,4,6,49,30
Temporada2020,Jornada 25,5,B. Leverkusen,47,25,14,5,6,45,30
Temporada2020,Jornada 25,6,Schalke 04,37,25,9,10,6,33,36
Temporada2020,Jornada 25,7,Wolfsburg,36,25,9,9,7,34,30
Temporada2020,Jornada 25,8,SC Freiburg,36,25,10,6,9,34,35
Temporada2020,Jornada 25,9,Hoffenheim,35,25,10,5,10,35,43
Temporada2020,Jornada 25,10,Köln,32,25,10,2,13,39,45
Temporada2020,Jornada 25,11,Union Berlin,30,25,9,3,13,32,41
Temporada2020,Jornada 25,12,Eintracht,28,24,8,4,12,38,41
Temporada2020,Jornada 25,13,Hertha BSC,28,25,7,7,11,32,48
Temporada2020,Jornada 25,14,FC Augsburg,27,25,7,6,12,36,52
Temporada2020,Jornada 25,15,Mainz 05,26,25,8,2,15,34,53
Temporada2020,Jornada 25,16,Fortuna,22,25,5,7,13,27,50
Temporada2020,Jornada 25,17,Werder Bremen,18,24,4,6,14,27,55
Temporada2020,Jornada 25,18,Paderborn,16,25,4,4,17,30,54
Temporada2020,Jornada 26,1,Bayern München,58,26,18,4,4,75,26
Temporada2020,Jornada 26,2,B. Dortmund,54,26,16,6,4,72,33
Temporada2020,Jornada 26,3,Monchengladbach,52,26,16,4,6,52,31
Temporada2020,Jornada 26,4,RB Leipzig,51,26,14,9,3,63,27
Temporada2020,Jornada 26,5,B. Leverkusen,50,26,15,5,6,49,31
Temporada2020,Jornada 26,6,Wolfsburg,39,26,10,9,7,36,31
Temporada2020,Jornada 26,7,SC Freiburg,37,26,10,7,9,35,36
Temporada2020,Jornada 26,8,Schalke 04,37,26,9,10,7,33,40
Temporada2020,Jornada 26,9,Hoffenheim,35,26,10,5,11,35,46
Temporada2020,Jornada 26,10,Köln,33,26,10,3,13,41,47
Temporada2020,Jornada 26,11,Hertha BSC,31,26,8,7,11,35,48
Temporada2020,Jornada 26,12,Union Berlin,30,26,9,3,14,32,43
Temporada2020,Jornada 26,13,Eintracht,28,25,8,4,13,39,44
Temporada2020,Jornada 26,14,FC Augsburg,27,26,7,6,13,37,54
Temporada2020,Jornada 26,15,Mainz 05,27,26,8,3,15,36,55
Temporada2020,Jornada 26,16,Fortuna,23,26,5,8,13,27,50
Temporada2020,Jornada 26,17,Werder Bremen,18,25,4,6,15,28,59
Temporada2020,Jornada 26,18,Paderborn,17,26,4,5,17,30,54
Temporada2020,Jornada 27,1,Bayern München,61,27,19,4,4,80,28
Temporada2020,Jornada 27,2,B. Dortmund,57,27,17,6,4,74,33
Temporada2020,Jornada 27,3,RB Leipzig,54,27,15,9,3,68,27
Temporada2020,Jornada 27,4,B. Leverkusen,53,27,16,5,6,52,32
Temporada2020,Jornada 27,5,Monchengladbach,52,27,16,4,7,53,34
Temporada2020,Jornada 27,6,Wolfsburg,39,27,10,9,8,36,33
Temporada2020,Jornada 27,7,SC Freiburg,37,27,10,7,10,35,37
Temporada2020,Jornada 27,8,Schalke 04,37,27,9,10,8,33,43
Temporada2020,Jornada 27,9,Hoffenheim,36,27,10,6,11,36,47
Temporada2020,Jornada 27,10,Köln,34,27,10,4,13,43,49
Temporada2020,Jornada 27,11,Hertha BSC,34,27,9,7,11,39,48
Temporada2020,Jornada 27,12,FC Augsburg,30,27,8,6,13,40,54
Temporada2020,Jornada 27,13,Union Berlin,30,27,9,3,15,32,47
Temporada2020,Jornada 27,14,Eintracht,28,26,8,4,14,41,49
Temporada2020,Jornada 27,15,Mainz 05,27,27,8,3,16,36,60
Temporada2020,Jornada 27,16,Fortuna,24,27,5,9,13,29,52
Temporada2020,Jornada 27,17,Werder Bremen,21,26,5,6,15,29,59
Temporada2020,Jornada 27,18,Paderborn,18,27,4,6,17,31,55
Temporada2020,Jornada 28,1,Bayern München,64,28,20,4,4,81,28
Temporada2020,Jornada 28,2,B. Dortmund,57,28,17,6,5,74,34
Temporada2020,Jornada 28,3,RB Leipzig,55,28,15,10,3,70,29
Temporada2020,Jornada 28,4,Monchengladbach,53,28,16,5,7,53,34
Temporada2020,Jornada 28,5,B. Leverkusen,53,28,16,5,7,53,36
Temporada2020,Jornada 28,6,Wolfsburg,42,28,11,9,8,40,34
Temporada2020,Jornada 28,7,Hoffenheim,39,28,11,6,11,39,48
Temporada2020,Jornada 28,8,SC Freiburg,38,28,10,8,10,38,40
Temporada2020,Jornada 28,9,Schalke 04,37,28,9,10,9,34,45
Temporada2020,Jornada 28,10,Hertha BSC,35,28,9,8,11,41,50
Temporada2020,Jornada 28,11,Köln,34,28,10,4,14,44,52
Temporada2020,Jornada 28,12,FC Augsburg,31,28,8,7,13,40,54
Temporada2020,Jornada 28,13,Union Berlin,31,28,9,4,15,33,48
Temporada2020,Jornada 28,14,Eintracht,29,27,8,5,14,44,52
Temporada2020,Jornada 28,15,Mainz 05,28,28,8,4,16,37,61
Temporada2020,Jornada 28,16,Fortuna,27,28,6,9,13,31,53
Temporada2020,Jornada 28,17,Werder Bremen,22,27,5,7,15,29,59
Temporada2020,Jornada 28,18,Paderborn,19,28,4,7,17,31,55
Temporada2020,Jornada 29,1,Bayern München,67,29,21,4,4,86,28
Temporada2020,Jornada 29,2,B. Dortmund,60,29,18,6,5,80,35
Temporada2020,Jornada 29,3,RB Leipzig,58,29,16,10,3,74,31
Temporada2020,Jornada 29,4,Monchengladbach,56,29,17,5,7,57,35
Temporada2020,Jornada 29,5,B. Leverkusen,56,29,17,5,7,54,36
Temporada2020,Jornada 29,6,Wolfsburg,42,29,11,9,9,41,36
Temporada2020,Jornada 29,7,Hoffenheim,42,29,12,6,11,40,48
Temporada2020,Jornada 29,8,SC Freiburg,38,29,10,8,11,38,41
Temporada2020,Jornada 29,9,Hertha BSC,38,29,10,8,11,43,50
Temporada2020,Jornada 29,10,Schalke 04,37,29,9,10,10,34,46
Temporada2020,Jornada 29,11,Köln,34,29,10,4,15,46,56
Temporada2020,Jornada 29,12,Eintracht,32,28,9,5,14,46,53
Temporada2020,Jornada 29,13,FC Augsburg,31,29,8,7,14,40,56
Temporada2020,Jornada 29,14,Union Berlin,31,29,9,4,16,34,52
Temporada2020,Jornada 29,15,Mainz 05,28,29,8,4,17,37,62
Temporada2020,Jornada 29,16,Fortuna,27,29,6,9,14,31,58
Temporada2020,Jornada 29,17,Werder Bremen,25,28,6,7,15,30,59
Temporada2020,Jornada 29,18,Paderborn,19,29,4,7,18,32,61
Temporada2020,Jornada 30,1,Bayern München,70,30,22,4,4,90,30
Temporada2020,Jornada 30,2,B. Dortmund,63,30,19,6,5,81,35
Temporada2020,Jornada 30,3,RB Leipzig,59,30,16,11,3,75,32
Temporada2020,Jornada 30,4,Monchengladbach,56,30,17,5,8,57,36
Temporada2020,Jornada 30,5,B. Leverkusen,56,30,17,5,8,56,40
Temporada2020,Jornada 30,6,Wolfsburg,45,30,12,9,9,42,36
Temporada2020,Jornada 30,7,Hoffenheim,43,30,12,7,11,42,50
Temporada2020,Jornada 30,8,SC Freiburg,41,30,11,8,11,39,41
Temporada2020,Jornada 30,9,Hertha BSC,38,30,10,8,12,43,51
Temporada2020,Jornada 30,10,Schalke 04,38,30,9,11,10,35,47
Temporada2020,Jornada 30,11,Eintracht,35,30,10,5,15,49,55
Temporada2020,Jornada 30,12,Köln,35,30,10,5,15,47,57
Temporada2020,Jornada 30,13,FC Augsburg,32,30,8,8,14,41,57
Temporada2020,Jornada 30,14,Union Berlin,32,30,9,5,16,35,53
Temporada2020,Jornada 30,15,Mainz 05,31,30,9,4,17,39,62
Temporada2020,Jornada 30,16,Fortuna,28,30,6,10,14,33,60
Temporada2020,Jornada 30,17,Werder Bremen,25,30,6,7,17,30,63
Temporada2020,Jornada 30,18,Paderborn,20,30,4,8,18,33,62
Temporada2020,Jornada 31,1,Bayern München,73,31,23,4,4,92,31
Temporada2020,Jornada 31,2,B. Dortmund,66,31,20,6,5,82,35
Temporada2020,Jornada 31,3,RB Leipzig,62,31,17,11,3,77,32
Temporada2020,Jornada 31,4,B. Leverkusen,57,31,17,6,8,57,41
Temporada2020,Jornada 31,5,Monchengladbach,56,31,17,5,9,58,38
Temporada2020,Jornada 31,6,Wolfsburg,46,31,12,10,9,44,38
Temporada2020,Jornada 31,7,Hoffenheim,43,31,12,7,12,42,52
Temporada2020,Jornada 31,8,SC Freiburg,42,31,11,9,11,41,43
Temporada2020,Jornada 31,9,Schalke 04,39,31,9,12,10,36,48
Temporada2020,Jornada 31,10,Eintracht,38,31,11,5,15,53,56
Temporada2020,Jornada 31,11,Hertha BSC,38,31,10,8,13,44,55
Temporada2020,Jornada 31,12,Köln,35,31,10,5,16,48,59
Temporada2020,Jornada 31,13,FC Augsburg,35,31,9,8,14,42,57
Temporada2020,Jornada 31,14,Union Berlin,35,31,10,5,16,37,54
Temporada2020,Jornada 31,15,Mainz 05,31,31,9,4,18,39,63
Temporada2020,Jornada 31,16,Fortuna,28,31,6,10,15,33,61
Temporada2020,Jornada 31,17,Werder Bremen,28,31,7,7,17,35,64
Temporada2020,Jornada 31,18,Paderborn,20,31,4,8,19,34,67
Temporada2020,Jornada 32,1,Bayern München,76,32,24,4,4,93,31
Temporada2020,Jornada 32,2,B. Dortmund,66,32,20,6,6,82,37
Temporada2020,Jornada 32,3,RB Leipzig,63,32,17,12,3,79,34
Temporada2020,Jornada 32,4,B. Leverkusen,60,32,18,6,8,60,42
Temporada2020,Jornada 32,5,Monchengladbach,59,32,18,5,9,61,38
Temporada2020,Jornada 32,6,Wolfsburg,46,32,12,10,10,44,41
Temporada2020,Jornada 32,7,Hoffenheim,46,32,13,7,12,45,53
Temporada2020,Jornada 32,8,SC Freiburg,45,32,12,9,11,43,44
Temporada2020,Jornada 32,9,Eintracht,41,32,12,5,15,55,57
Temporada2020,Jornada 32,10,Schalke 04,39,32,9,12,11,37,50
Temporada2020,Jornada 32,11,Hertha BSC,38,32,10,8,14,45,57
Temporada2020,Jornada 32,12,Union Berlin,38,32,11,5,16,38,54
Temporada2020,Jornada 32,13,Köln,35,32,10,5,17,49,62
Temporada2020,Jornada 32,14,FC Augsburg,35,32,9,8,15,43,60
Temporada2020,Jornada 32,15,Mainz 05,34,32,10,4,18,41,63
Temporada2020,Jornada 32,16,Fortuna,29,32,6,11,15,35,63
Temporada2020,Jornada 32,17,Werder Bremen,28,32,7,7,18,35,65
Temporada2020,Jornada 32,18,Paderborn,20,32,4,8,20,34,68
Temporada2020,Jornada 33,1,Bayern München,79,33,25,4,4,96,32
Temporada2020,Jornada 33,2,B. Dortmund,69,33,21,6,6,84,37
Temporada2020,Jornada 33,3,RB Leipzig,63,33,17,12,4,79,36
Temporada2020,Jornada 33,4,Monchengladbach,62,33,19,5,9,64,39
Temporada2020,Jornada 33,5,B. Leverkusen,60,33,18,6,9,60,44
Temporada2020,Jornada 33,6,Wolfsburg,49,33,13,10,10,48,42
Temporada2020,Jornada 33,7,Hoffenheim,49,33,14,7,12,49,53
Temporada2020,Jornada 33,8,SC Freiburg,45,33,12,9,12,44,47
Temporada2020,Jornada 33,9,Eintracht,42,33,12,6,15,56,58
Temporada2020,Jornada 33,10,Hertha BSC,41,33,11,8,14,47,57
Temporada2020,Jornada 33,11,Schalke 04,39,33,9,12,12,38,54
Temporada2020,Jornada 33,12,Union Berlin,38,33,11,5,17,38,58
Temporada2020,Jornada 33,13,Mainz 05,37,33,11,4,18,44,64
Temporada2020,Jornada 33,14,Köln,36,33,10,6,17,50,63
Temporada2020,Jornada 33,15,FC Augsburg,36,33,9,9,15,44,61
Temporada2020,Jornada 33,16,Fortuna,30,33,6,12,15,36,64
Temporada2020,Jornada 33,17,Werder Bremen,28,33,7,7,19,36,68
Temporada2020,Jornada 33,18,Paderborn,20,33,4,8,21,35,71
Temporada2020,Jornada 34,1,Bayern München,82,34,26,4,4,100,32
Temporada2020,Jornada 34,2,B. Dortmund,69,34,21,6,7,84,41
Temporada2020,Jornada 34,3,RB Leipzig,66,34,18,12,4,81,37
Temporada2020,Jornada 34,4,Monchengladbach,65,34,20,5,9,66,40
Temporada2020,Jornada 34,5,B. Leverkusen,63,34,19,6,9,61,44
Temporada2020,Jornada 34,6,Hoffenheim,52,34,15,7,12,53,53
Temporada2020,Jornada 34,7,Wolfsburg,49,34,13,10,11,48,46
Temporada2020,Jornada 34,8,SC Freiburg,48,34,13,9,12,48,47
Temporada2020,Jornada 34,9,Eintracht,45,34,13,6,15,59,60
Temporada2020,Jornada 34,10,Hertha BSC,41,34,11,8,15,48,59
Temporada2020,Jornada 34,11,Union Berlin,41,34,12,5,17,41,58
Temporada2020,Jornada 34,12,Schalke 04,39,34,9,12,13,38,58
Temporada2020,Jornada 34,13,Mainz 05,37,34,11,4,19,44,65
Temporada2020,Jornada 34,14,Köln,36,34,10,6,18,51,69
Temporada2020,Jornada 34,15,FC Augsburg,36,34,9,9,16,45,63
Temporada2020,Jornada 34,16,Werder Bremen,31,34,8,7,19,42,69
Temporada2020,Jornada 34,17,Fortuna,30,34,6,12,16,36,67
Temporada2020,Jornada 34,18,Paderborn,20,34,4,8,22,37,74
Temporada2020,Jornada 35,1,Bayern München,82,34,26,4,4,100,32
Temporada2020,Jornada 35,2,B. Dortmund,69,34,21,6,7,84,41
Temporada2020,Jornada 35,3,RB Leipzig,66,34,18,12,4,81,37
Temporada2020,Jornada 35,4,Monchengladbach,65,34,20,5,9,66,40
Temporada2020,Jornada 35,5,B. Leverkusen,63,34,19,6,9,61,44
Temporada2020,Jornada 35,6,Hoffenheim,52,34,15,7,12,53,53
Temporada2020,Jornada 35,7,Wolfsburg,49,34,13,10,11,48,46
Temporada2020,Jornada 35,8,SC Freiburg,48,34,13,9,12,48,47
Temporada2020,Jornada 35,9,Eintracht,45,34,13,6,15,59,60
Temporada2020,Jornada 35,10,Hertha BSC,41,34,11,8,15,48,59
Temporada2020,Jornada 35,11,Union Berlin,41,34,12,5,17,41,58
Temporada2020,Jornada 35,12,Schalke 04,39,34,9,12,13,38,58
Temporada2020,Jornada 35,13,Mainz 05,37,34,11,4,19,44,65
Temporada2020,Jornada 35,14,Köln,36,34,10,6,18,51,69
Temporada2020,Jornada 35,15,FC Augsburg,36,34,9,9,16,45,63
Temporada2020,Jornada 35,16,Werder Bremen,31,34,8,7,19,42,69
Temporada2020,Jornada 35,17,Fortuna,30,34,6,12,16,36,67
Temporada2020,Jornada 35,18,Paderborn,20,34,4,8,22,37,74
Temporada2020,Jornada 36,1,Bayern München,82,34,26,4,4,100,32
Temporada2020,Jornada 36,2,B. Dortmund,69,34,21,6,7,84,41
Temporada2020,Jornada 36,3,RB Leipzig,66,34,18,12,4,81,37
Temporada2020,Jornada 36,4,Monchengladbach,65,34,20,5,9,66,40
Temporada2020,Jornada 36,5,B. Leverkusen,63,34,19,6,9,61,44
Temporada2020,Jornada 36,6,Hoffenheim,52,34,15,7,12,53,53
Temporada2020,Jornada 36,7,Wolfsburg,49,34,13,10,11,48,46
Temporada2020,Jornada 36,8,SC Freiburg,48,34,13,9,12,48,47
Temporada2020,Jornada 36,9,Eintracht,45,34,13,6,15,59,60
Temporada2020,Jornada 36,10,Hertha BSC,41,34,11,8,15,48,59
Temporada2020,Jornada 36,11,Union Berlin,41,34,12,5,17,41,58
Temporada2020,Jornada 36,12,Schalke 04,39,34,9,12,13,38,58
Temporada2020,Jornada 36,13,Mainz 05,37,34,11,4,19,44,65
Temporada2020,Jornada 36,14,Köln,36,34,10,6,18,51,69
Temporada2020,Jornada 36,15,FC Augsburg,36,34,9,9,16,45,63
Temporada2020,Jornada 36,16,Werder Bremen,31,34,8,7,19,42,69
Temporada2020,Jornada 36,17,Fortuna,30,34,6,12,16,36,67
Temporada2020,Jornada 36,18,Paderborn,20,34,4,8,22,37,74
Temporada2020,Jornada 37,1,Bayern München,82,34,26,4,4,100,32
Temporada2020,Jornada 37,2,B. Dortmund,69,34,21,6,7,84,41
Temporada2020,Jornada 37,3,RB Leipzig,66,34,18,12,4,81,37
Temporada2020,Jornada 37,4,Monchengladbach,65,34,20,5,9,66,40
Temporada2020,Jornada 37,5,B. Leverkusen,63,34,19,6,9,61,44
Temporada2020,Jornada 37,6,Hoffenheim,52,34,15,7,12,53,53
Temporada2020,Jornada 37,7,Wolfsburg,49,34,13,10,11,48,46
Temporada2020,Jornada 37,8,SC Freiburg,48,34,13,9,12,48,47
Temporada2020,Jornada 37,9,Eintracht,45,34,13,6,15,59,60
Temporada2020,Jornada 37,10,Hertha BSC,41,34,11,8,15,48,59
Temporada2020,Jornada 37,11,Union Berlin,41,34,12,5,17,41,58
Temporada2020,Jornada 37,12,Schalke 04,39,34,9,12,13,38,58
Temporada2020,Jornada 37,13,Mainz 05,37,34,11,4,19,44,65
Temporada2020,Jornada 37,14,Köln,36,34,10,6,18,51,69
Temporada2020,Jornada 37,15,FC Augsburg,36,34,9,9,16,45,63
Temporada2020,Jornada 37,16,Werder Bremen,31,34,8,7,19,42,69
Temporada2020,Jornada 37,17,Fortuna,30,34,6,12,16,36,67
Temporada2020,Jornada 37,18,Paderborn,20,34,4,8,22,37,74
Temporada2020,Jornada 38,1,Bayern München,82,34,26,4,4,100,32
Temporada2020,Jornada 38,2,B. Dortmund,69,34,21,6,7,84,41
Temporada2020,Jornada 38,3,RB Leipzig,66,34,18,12,4,81,37
Temporada2020,Jornada 38,4,Monchengladbach,65,34,20,5,9,66,40
Temporada2020,Jornada 38,5,B. Leverkusen,63,34,19,6,9,61,44
Temporada2020,Jornada 38,6,Hoffenheim,52,34,15,7,12,53,53
Temporada2020,Jornada 38,7,Wolfsburg,49,34,13,10,11,48,46
Temporada2020,Jornada 38,8,SC Freiburg,48,34,13,9,12,48,47
Temporada2020,Jornada 38,9,Eintracht,45,34,13,6,15,59,60
Temporada2020,Jornada 38,10,Hertha BSC,41,34,11,8,15,48,59
Temporada2020,Jornada 38,11,Union Berlin,41,34,12,5,17,41,58
Temporada2020,Jornada 38,12,Schalke 04,39,34,9,12,13,38,58
Temporada2020,Jornada 38,13,Mainz 05,37,34,11,4,19,44,65
Temporada2020,Jornada 38,14,Köln,36,34,10,6,18,51,69
Temporada2020,Jornada 38,15,FC Augsburg,36,34,9,9,16,45,63
Temporada2020,Jornada 38,16,Werder Bremen,31,34,8,7,19,42,69
Temporada2020,Jornada 38,17,Fortuna,30,34,6,12,16,36,67
Temporada2020,Jornada 38,18,Paderborn,20,34,4,8,22,37,74
Temporada2019,Jornada 1,1,B. Dortmund,3,1,1,0,0,4,1
Temporada2019,Jornada 1,2,Bayern München,3,1,1,0,0,3,1
Temporada2019,Jornada 1,3,Monchengladbach,3,1,1,0,0,2,0
Temporada2019,Jornada 1,4,Eintracht,3,1,1,0,0,2,0
Temporada2019,Jornada 1,5,FC Augsburg,3,1,1,0,0,2,1
Temporada2019,Jornada 1,6,Wolfsburg,3,1,1,0,0,2,1
Temporada2019,Jornada 1,7,Hertha BSC,3,1,1,0,0,1,0
Temporada2019,Jornada 1,8,Mainz 05,3,1,1,0,0,1,0
Temporada2019,Jornada 1,9,Hannover 96,1,1,0,1,0,1,1
Temporada2019,Jornada 1,10,Werder Bremen,1,1,0,1,0,1,1
Temporada2019,Jornada 1,11,Fortuna,0,1,0,0,1,1,2
Temporada2019,Jornada 1,12,Schalke 04,0,1,0,0,1,1,2
Temporada2019,Jornada 1,13,Nürnberg,0,1,0,0,1,0,1
Temporada2019,Jornada 1,14,Stuttgart,0,1,0,0,1,0,1
Temporada2019,Jornada 1,15,Hoffenheim,0,1,0,0,1,1,3
Temporada2019,Jornada 1,16,B. Leverkusen,0,1,0,0,1,0,2
Temporada2019,Jornada 1,17,SC Freiburg,0,1,0,0,1,0,2
Temporada2019,Jornada 1,18,RB Leipzig,0,1,0,0,1,1,4
Temporada2019,Jornada 2,1,Bayern München,6,2,2,0,0,6,1
Temporada2019,Jornada 2,2,Wolfsburg,6,2,2,0,0,5,2
Temporada2019,Jornada 2,3,Hertha BSC,6,2,2,0,0,3,0
Temporada2019,Jornada 2,4,B. Dortmund,4,2,1,1,0,4,1
Temporada2019,Jornada 2,5,Monchengladbach,4,2,1,1,0,3,1
Temporada2019,Jornada 2,6,FC Augsburg,4,2,1,1,0,3,2
Temporada2019,Jornada 2,7,Werder Bremen,4,2,1,1,0,3,2
Temporada2019,Jornada 2,8,Mainz 05,4,2,1,1,0,2,1
Temporada2019,Jornada 2,9,Eintracht,3,2,1,0,1,3,2
Temporada2019,Jornada 2,10,Hoffenheim,3,2,1,0,1,4,4
Temporada2019,Jornada 2,11,Hannover 96,2,2,0,2,0,1,1
Temporada2019,Jornada 2,12,Fortuna,1,2,0,1,1,2,3
Temporada2019,Jornada 2,13,Nürnberg,1,2,0,1,1,1,2
Temporada2019,Jornada 2,14,RB Leipzig,1,2,0,1,1,2,5
Temporada2019,Jornada 2,15,Schalke 04,0,2,0,0,2,1,4
Temporada2019,Jornada 2,16,B. Leverkusen,0,2,0,0,2,1,5
Temporada2019,Jornada 2,17,SC Freiburg,0,2,0,0,2,1,5
Temporada2019,Jornada 2,18,Stuttgart,0,2,0,0,2,0,4
Temporada2019,Jornada 3,1,Bayern München,9,3,3,0,0,9,2
Temporada2019,Jornada 3,2,B. Dortmund,7,3,2,1,0,7,2
Temporada2019,Jornada 3,3,Wolfsburg,7,3,2,1,0,7,4
Temporada2019,Jornada 3,4,Monchengladbach,7,3,2,1,0,5,2
Temporada2019,Jornada 3,5,Hertha BSC,7,3,2,1,0,5,2
Temporada2019,Jornada 3,6,Mainz 05,7,3,2,1,0,4,2
Temporada2019,Jornada 3,7,Werder Bremen,5,3,1,2,0,4,3
Temporada2019,Jornada 3,8,FC Augsburg,4,3,1,1,1,4,4
