TEMPORADA,JORNADA,REFERIDO,LOCAL,VISITANTE,RESULTADO,RIVALIDAD,ROTACION TITULARES,ROTACION SUPLENTES,ROTACION PORTEROS,ROTACION DEFENSAS,ROTACION MEDIOS,ROTACION DELANTEROS,DIAS DESCANSO
Temporada2020,Jornada 8,LOCAL,Sampdoria,Roma,EMPATADO,15,11,7,1,5,3,2,15
Temporada2020,Jornada 8,VISITANTE,Sampdoria,Roma,EMPATADO,-15,11,7,1,4,4,2,14
Temporada2020,Jornada 8,LOCAL,Sassuolo,Inter,PERDIDO,8,6,3,1,3,2,1,22
Temporada2020,Jornada 8,VISITANTE,Sassuolo,Inter,GANADO,-8,4,2,0,2,3,0,14
Temporada2020,Jornada 8,LOCAL,Udinese,Torino,GANADO,6,2,0,0,1,0,1,14
Temporada2020,Jornada 8,VISITANTE,Udinese,Torino,PERDIDO,-6,0,1,0,0,0,0,14
Temporada2020,Jornada 9,LOCAL,Roma,Milan,GANADO,-6,11,7,1,5,3,2,3
Temporada2020,Jornada 9,VISITANTE,Roma,Milan,PERDIDO,6,0,1,0,0,0,0,7
Temporada2020,Jornada 9,LOCAL,Atalanta,Udinese,GANADO,-8,5,5,0,3,2,1,5
Temporada2020,Jornada 9,VISITANTE,Atalanta,Udinese,PERDIDO,8,1,-1,0,1,0,0,7
Temporada2020,Jornada 9,LOCAL,Bologna,Sampdoria,GANADO,-6,2,1,0,2,1,1,8
Temporada2020,Jornada 9,VISITANTE,Bologna,Sampdoria,PERDIDO,6,11,7,1,3,4,2,7
Temporada2020,Jornada 9,LOCAL,Fiorentina,Lazio,PERDIDO,2,0,0,0,2,0,0,6
Temporada2020,Jornada 9,VISITANTE,Fiorentina,Lazio,GANADO,-2,3,-1,0,1,2,0,3
Temporada2020,Jornada 9,LOCAL,Genoa,Brescia,GANADO,3,5,3,0,2,1,2,6
Temporada2020,Jornada 9,VISITANTE,Genoa,Brescia,PERDIDO,-3,2,2,1,0,1,1,5
Temporada2020,Jornada 9,LOCAL,Inter,Parma,EMPATADO,-6,1,1,0,1,0,0,3
Temporada2020,Jornada 9,VISITANTE,Inter,Parma,EMPATADO,6,2,3,0,0,1,1,6
Temporada2020,Jornada 9,LOCAL,Lecce,Juventus,EMPATADO,16,2,1,0,0,1,1,6
Temporada2020,Jornada 9,VISITANTE,Lecce,Juventus,EMPATADO,-16,5,3,1,2,2,2,4
Temporada2020,Jornada 9,LOCAL,SPAL,Napoli,EMPATADO,14,3,0,0,1,2,1,7
Temporada2020,Jornada 9,VISITANTE,SPAL,Napoli,EMPATADO,-14,5,4,1,1,2,2,4
Temporada2020,Jornada 9,LOCAL,Torino,Cagliari,EMPATADO,5,4,1,0,3,2,1,7
Temporada2020,Jornada 9,VISITANTE,Torino,Cagliari,EMPATADO,-5,2,2,0,0,2,0,7
Temporada2020,Jornada 9,LOCAL,Hellas Verona,Sassuolo,PERDIDO,2,2,1,0,0,1,1,6
Temporada2020,Jornada 9,VISITANTE,Hellas Verona,Sassuolo,GANADO,-2,5,0,0,2,2,3,5
Temporada2020,Jornada 10,LOCAL,Milan,SPAL,GANADO,-6,4,2,0,1,1,1,4
Temporada2020,Jornada 10,VISITANTE,Milan,SPAL,PERDIDO,6,2,-1,0,1,0,1,4
Temporada2020,Jornada 10,LOCAL,Brescia,Inter,PERDIDO,16,4,3,1,2,1,1,3
Temporada2020,Jornada 10,VISITANTE,Brescia,Inter,GANADO,-16,2,3,0,1,1,0,3
Temporada2020,Jornada 10,LOCAL,Cagliari,Bologna,GANADO,-4,2,3,0,1,1,0,3
Temporada2020,Jornada 10,VISITANTE,Cagliari,Bologna,PERDIDO,4,4,2,0,2,1,2,3
Temporada2020,Jornada 10,LOCAL,Juventus,Genoa,GANADO,-16,6,2,1,3,2,2,4
Temporada2020,Jornada 10,VISITANTE,Juventus,Genoa,PERDIDO,16,3,1,0,0,2,2,4
Temporada2020,Jornada 10,LOCAL,Lazio,Torino,GANADO,-6,3,0,0,0,2,1,3
Temporada2020,Jornada 10,VISITANTE,Lazio,Torino,PERDIDO,6,5,2,0,3,3,1,3
Temporada2020,Jornada 10,LOCAL,Napoli,Atalanta,EMPATADO,1,5,4,1,1,2,2,3
Temporada2020,Jornada 10,VISITANTE,Napoli,Atalanta,EMPATADO,-1,3,4,0,2,1,1,3
Temporada2020,Jornada 10,LOCAL,Parma,Hellas Verona,PERDIDO,-7,3,5,0,2,2,0,3
Temporada2020,Jornada 10,VISITANTE,Parma,Hellas Verona,GANADO,7,3,3,0,0,2,2,4
Temporada2020,Jornada 10,LOCAL,Sampdoria,Lecce,EMPATADO,4,5,2,0,2,2,1,3
Temporada2020,Jornada 10,VISITANTE,Sampdoria,Lecce,EMPATADO,-4,5,4,0,1,2,2,4
Temporada2020,Jornada 10,LOCAL,Sassuolo,Fiorentina,PERDIDO,-1,1,-3,0,0,0,1,5
Temporada2020,Jornada 10,VISITANTE,Sassuolo,Fiorentina,GANADO,1,4,3,0,0,1,1,3
Temporada2020,Jornada 10,LOCAL,Udinese,Roma,PERDIDO,9,1,-1,0,1,0,0,3
Temporada2020,Jornada 10,VISITANTE,Udinese,Roma,GANADO,-9,2,3,0,1,0,1,3
Temporada2020,Jornada 11,LOCAL,Milan,Lazio,PERDIDO,5,2,0,0,1,1,0,3
Temporada2020,Jornada 11,VISITANTE,Milan,Lazio,GANADO,-5,4,1,0,1,2,1,4
Temporada2020,Jornada 11,LOCAL,Roma,Napoli,GANADO,-2,2,3,0,2,0,0,3
Temporada2020,Jornada 11,VISITANTE,Roma,Napoli,PERDIDO,2,4,2,0,2,1,1,3
Temporada2020,Jornada 11,LOCAL,Atalanta,Cagliari,PERDIDO,-4,2,4,0,1,1,1,4
Temporada2020,Jornada 11,VISITANTE,Atalanta,Cagliari,GANADO,4,4,3,0,2,3,0,4
Temporada2020,Jornada 11,LOCAL,Bologna,Inter,PERDIDO,10,4,2,0,2,2,1,3
Temporada2020,Jornada 11,VISITANTE,Bologna,Inter,GANADO,-10,3,3,0,1,2,0,4
Temporada2020,Jornada 11,LOCAL,Fiorentina,Parma,EMPATADO,-1,3,3,0,2,1,1,4
Temporada2020,Jornada 11,VISITANTE,Fiorentina,Parma,EMPATADO,1,2,4,0,2,2,0,5
Temporada2020,Jornada 11,LOCAL,Genoa,Udinese,PERDIDO,2,1,1,0,0,1,0,4
Temporada2020,Jornada 11,VISITANTE,Genoa,Udinese,GANADO,-2,5,3,0,3,1,1,4
Temporada2020,Jornada 11,LOCAL,Lecce,Sassuolo,EMPATADO,5,4,2,0,1,2,1,4
Temporada2020,Jornada 11,VISITANTE,Lecce,Sassuolo,EMPATADO,-5,5,1,0,1,3,2,4
Temporada2020,Jornada 11,LOCAL,SPAL,Sampdoria,PERDIDO,-1,3,0,0,1,1,1,4
Temporada2020,Jornada 11,VISITANTE,SPAL,Sampdoria,GANADO,1,3,0,0,0,2,1,5
Temporada2020,Jornada 11,LOCAL,Torino,Juventus,PERDIDO,13,5,2,0,3,2,1,3
Temporada2020,Jornada 11,VISITANTE,Torino,Juventus,GANADO,-13,4,2,1,2,1,0,3
Temporada2020,Jornada 11,LOCAL,Hellas Verona,Brescia,GANADO,-5,2,2,0,1,1,1,5
Temporada2020,Jornada 11,VISITANTE,Hellas Verona,Brescia,PERDIDO,5,2,2,0,1,0,0,5
Temporada2020,Jornada 12,LOCAL,Brescia,Torino,PERDIDO,4,3,3,1,2,1,1,6
Temporada2020,Jornada 12,VISITANTE,Brescia,Torino,GANADO,-4,2,1,0,1,1,0,7
Temporada2020,Jornada 12,LOCAL,Cagliari,Fiorentina,GANADO,-2,3,2,0,1,2,0,7
Temporada2020,Jornada 12,VISITANTE,Cagliari,Fiorentina,PERDIDO,2,4,3,0,4,0,1,7
Temporada2020,Jornada 12,LOCAL,Inter,Hellas Verona,GANADO,-7,1,-1,0,0,1,0,4
Temporada2020,Jornada 12,VISITANTE,Inter,Hellas Verona,PERDIDO,7,2,0,0,1,1,0,6
Temporada2020,Jornada 12,LOCAL,Juventus,Milan,GANADO,-11,2,-1,0,1,0,1,4
Temporada2020,Jornada 12,VISITANTE,Juventus,Milan,PERDIDO,11,2,1,0,1,0,1,7
Temporada2020,Jornada 12,LOCAL,Lazio,Lecce,GANADO,-12,2,-1,0,2,0,0,3
Temporada2020,Jornada 12,VISITANTE,Lazio,Lecce,PERDIDO,12,1,1,0,0,1,0,7
Temporada2020,Jornada 12,LOCAL,Napoli,Genoa,EMPATADO,-10,4,2,1,2,0,1,4
Temporada2020,Jornada 12,VISITANTE,Napoli,Genoa,EMPATADO,10,3,0,0,1,2,1,6
Temporada2020,Jornada 12,LOCAL,Parma,Roma,GANADO,7,2,2,0,2,0,1,7
Temporada2020,Jornada 12,VISITANTE,Parma,Roma,PERDIDO,-7,1,1,0,1,0,0,3
Temporada2020,Jornada 12,LOCAL,Sampdoria,Atalanta,EMPATADO,13,2,0,0,1,1,1,6
Temporada2020,Jornada 12,VISITANTE,Sampdoria,Atalanta,EMPATADO,-13,3,4,0,1,2,1,4
Temporada2020,Jornada 12,LOCAL,Sassuolo,Bologna,GANADO,-3,3,0,0,0,2,2,5
Temporada2020,Jornada 12,VISITANTE,Sassuolo,Bologna,PERDIDO,3,2,-1,0,1,1,1,6
Temporada2020,Jornada 12,LOCAL,Udinese,SPAL,EMPATADO,-7,3,0,0,2,1,0,7
Temporada2020,Jornada 12,VISITANTE,Udinese,SPAL,EMPATADO,7,6,2,0,2,2,2,6
Temporada2020,Jornada 13,LOCAL,Milan,Napoli,EMPATADO,7,4,3,0,1,2,1,13
Temporada2020,Jornada 13,VISITANTE,Milan,Napoli,EMPATADO,-7,3,3,1,0,2,1,14
Temporada2020,Jornada 13,LOCAL,Roma,Brescia,GANADO,-14,3,2,0,2,2,0,14
Temporada2020,Jornada 13,VISITANTE,Roma,Brescia,PERDIDO,14,5,3,1,2,1,2,15
Temporada2020,Jornada 13,LOCAL,Atalanta,Juventus,PERDIDO,4,3,2,0,1,1,1,13
Temporada2020,Jornada 13,VISITANTE,Atalanta,Juventus,GANADO,-4,3,0,0,1,1,1,13
Temporada2020,Jornada 13,LOCAL,Bologna,Parma,EMPATADO,7,4,2,0,3,1,1,16
Temporada2020,Jornada 13,VISITANTE,Bologna,Parma,EMPATADO,-7,3,2,0,1,1,2,14
Temporada2020,Jornada 13,LOCAL,Lecce,Cagliari,EMPATADO,12,4,3,0,1,2,1,15
