Temporada,Jornada,Equipo,Jugador,Estado,Cambio,Gol,Amarilla,Roja,Asistencia,Lesion
Temporada2020,Jornada 11,Bayern München,M. Neuer,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,D. Alaba,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,A. Davies,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,B. Pavard,Titular,,0,0,0,1,0
Temporada2020,Jornada 11,Bayern München,J. Kimmich,Titular,,0,1,0,0,0
Temporada2020,Jornada 11,Bayern München,J. Martínez,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,L. Goretzka,Titular,72,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,T. Müller,Titular,,0,0,0,2,0
Temporada2020,Jornada 11,Bayern München,S. Gnabry,Titular,70,1,0,0,0,0
Temporada2020,Jornada 11,Bayern München,K. Coman,Titular,76,0,1,0,0,0
Temporada2020,Jornada 11,Bayern München,R. Lewandowski,Titular,,2,0,0,0,0
Temporada2020,Jornada 11,Bayern München,S. Ulreich,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,L. Mai,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,Thiago,Suplente,72,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,C. Tolisso,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,M. Cuisance,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,P. Coutinho,Suplente,70,0,0,0,0,0
Temporada2020,Jornada 11,Bayern München,I. Perišić,Suplente,76,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,R. Burki,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,M. Hummels,Titular,,1,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,M. Akanji,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,N. Schulz,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,Achraf,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,J. Weigl,Titular,61,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,A. Witsel,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,J. Brandt,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,T. Hazard,Titular,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,J. Sancho,Titular,36,0,0,0,0,1
Temporada2020,Jornada 11,B. Dortmund,M. Götze,Titular,61,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,M. Hitz,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,Ł. Piszczek,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,D. Zagadou,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,R. Guerreiro,Suplente,36,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,M. Dahoud,Suplente,,0,0,0,0,0
Temporada2020,Jornada 11,B. Dortmund,T. Delaney,Suplente,,0,0,0,0,0
