Liga,Temporada,Jornada,Equipo,Posicion,Puntos,Goles a Favor,Goles en Contra,Local/Visitante,Resultado,Goles en Partido,Cambios realizados partido,Cambios realizados acumulados,Cambios realizados portero partido,Cambios realizados portero acumulados,Cambios realizados defensa partido,Cambios realizados defensa acumulados,Cambios realizados centrocampista partido,Cambios realizados centrocampista acumulados,Cambios realizados delantero partido,Cambios realizados delantero acumulados,Media minuto cambio partido,Media minuto cambio acumulado,Cambio jugador más asistencias partido,Cambio jugador más goles partido,Cambio jugador lesion partido,Cambio jugador amarilla partido,Cambio jugador roja partido,Titulares cambiados respecto jornada anterior,Cambio goleador jornada anterior,Cambio amarilla jornada anterior,Cambio roja jornada anterior,Cambio lesion jornada anterior,Lesiones en partido,Lesiones acumuladas,Amarillas partido,Amarillas acumuladas,Rojas partido,Rojas acumuladas,Posicion Local prepartido,Puntos local prepartido,Rival,Posicion rival,Puntos rival,Edad media,Peso medio,Altura media,Jornada intermedia
La Liga Santander,Temporada2020,Jornada 1,Real Sociedad,11,1,1,1,VISITANTE,1 - 1, 1,3,0,0,0,2,0,0,0,1,0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,,,Valencia,,,25,75,181,0
La Liga Santander,Temporada2020,Jornada 1,Valencia,12,1,1,1,LOCAL,1 - 1,1 ,3,0,0,0,1,0,1,0,1,0,85,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,Real Sociedad,,,29,75,181,0
La Liga Santander,Temporada2020,Jornada 1,Eibar,13,0,1,2,VISITANTE,2 - 1, 1,3,0,0,0,1,0,1,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,Real Mallorca,,,29,74,181,0
La Liga Santander,Temporada2020,Jornada 1,Real Betis,14,0,1,2,LOCAL,1 - 2,1 ,3,0,0,0,0,0,1,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,Real Valladolid,,,28,75,183,0
La Liga Santander,Temporada2020,Jornada 1,Barcelona,15,0,0,1,VISITANTE,1 - 0, 0,3,0,0,0,0,0,1,0,1,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Athletic Bilbao,,,27,73,180,0
La Liga Santander,Temporada2020,Jornada 1,Getafe,16,0,0,1,VISITANTE,1 - 0, 0,3,0,0,0,1,0,0,0,1,0,63,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,,,Atlético Madrid,,,29,75,180,0
La Liga Santander,Temporada2020,Jornada 1,Leganés,17,0,0,1,LOCAL,0 - 1,0 ,3,0,0,0,2,0,1,0,0,0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,Osasuna,,,28,73,180,0
La Liga Santander,Temporada2020,Jornada 1,Levante,18,0,0,1,VISITANTE,1 - 0, 0,3,0,0,0,0,0,2,0,1,0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,Alavés,,,27,71,179,0
La Liga Santander,Temporada2020,Jornada 1,Celta de Vigo,19,0,1,3,LOCAL,1 - 3,1 ,3,0,0,0,0,0,1,0,1,0,82,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,,,Real Madrid,,,25,73,180,0
La Liga Santander,Temporada2020,Jornada 1,Espanyol,20,0,0,2,LOCAL,0 - 2,0 ,3,0,0,0,0,0,1,0,2,0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,Sevilla,,,29,74,180,0
La Liga Santander,Temporada2020,Jornada 2,Sevilla,1,6,3,0,VISITANTE,0 - 1, 1,3,3,0,0,1,1,2,1,0,1,56,70,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,2,3,Granada,9,1,28,74,181,0
La Liga Santander,Temporada2020,Jornada 2,Atlético Madrid,2,6,2,0,VISITANTE,0 - 1, 1,3,3,0,0,1,0,2,2,0,1,73,67,0,0,0,1,0,1,1,0,0,0,0,0,5,1,0,0,7,3,Leganés,17,0,26,74,181,0
La Liga Santander,Temporada2020,Jornada 2,Real Madrid,3,4,4,2,LOCAL,1 - 1,1 ,3,3,0,0,0,0,2,0,1,3,71,75,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,1,1,3,Real Valladolid,4,3,29,76,182,0
La Liga Santander,Temporada2020,Jornada 2,Real Valladolid,4,4,3,2,VISITANTE,1 - 1, 1,3,3,0,0,2,1,1,1,0,1,74,47,0,0,1,1,0,3,1,1,0,1,1,1,2,5,0,0,4,3,Real Madrid,1,3,27,72,180,0
La Liga Santander,Temporada2020,Jornada 2,Real Sociedad,5,4,2,1,VISITANTE,0 - 1, 1,3,3,0,0,0,2,1,0,2,1,66,79,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,11,1,Real Mallorca,3,3,25,75,181,0
La Liga Santander,Temporada2020,Jornada 2,Athletic Bilbao,6,4,2,1,VISITANTE,1 - 1, 1,3,3,0,0,1,1,1,1,1,1,69,78,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,6,3,Getafe,16,0,28,75,180,0
La Liga Santander,Temporada2020,Jornada 2,Alavés,7,4,1,0,LOCAL,0 - 0,0 ,3,3,0,0,0,0,2,2,1,1,68,78,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,5,3,Espanyol,20,0,27,73,180,0
La Liga Santander,Temporada2020,Jornada 2,Osasuna,8,4,1,0,LOCAL,0 - 0,0 ,3,3,0,0,0,0,0,1,3,2,78,82,0,0,0,1,0,1,1,0,0,0,0,0,4,4,0,0,8,3,Eibar,13,0,27,73,179,0
La Liga Santander,Temporada2020,Jornada 2,Barcelona,9,3,5,3,LOCAL,5 - 2,5 ,3,3,0,0,0,0,1,1,0,1,77,53,0,0,0,0,0,3,1,0,0,1,0,1,1,1,0,0,15,0,Real Betis,14,0,28,74,181,0
La Liga Santander,Temporada2020,Jornada 2,Real Mallorca,10,3,2,2,LOCAL,0 - 1,0 ,3,3,0,0,0,1,2,1,1,1,71,75,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,Real Sociedad,11,1,27,72,179,0
La Liga Santander,Temporada2020,Jornada 2,Levante,11,3,2,2,LOCAL,2 - 1,2 ,3,3,0,0,0,0,1,2,2,1,70,70,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,18,0,Villarreal,10,1,29,71,179,0
La Liga Santander,Temporada2020,Jornada 2,Celta de Vigo,12,3,2,3,LOCAL,1 - 0,1 ,3,3,0,0,0,0,1,1,2,1,80,82,0,0,0,0,0,1,1,1,0,0,0,0,1,6,0,0,19,0,Valencia,12,1,25,74,180,0
La Liga Santander,Temporada2020,Jornada 2,Villarreal,13,1,5,6,VISITANTE,2 - 1, 1,3,3,0,0,1,0,1,2,0,1,79,77,0,0,0,1,0,3,1,0,0,0,0,0,2,3,0,0,10,1,Levante,18,0,28,73,180,0
La Liga Santander,Temporada2020,Jornada 2,Granada,14,1,4,5,LOCAL,0 - 1,0 ,3,3,0,0,0,0,2,2,1,1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,1,Sevilla,2,3,28,75,182,0
La Liga Santander,Temporada2020,Jornada 2,Getafe,15,1,1,2,LOCAL,1 - 1,1 ,3,3,0,0,0,1,2,0,0,1,61,63,0,0,1,0,0,3,1,0,1,0,1,0,1,4,0,1,16,0,Athletic Bilbao,6,3,27,73,179,0
La Liga Santander,Temporada2020,Jornada 2,Valencia,16,1,1,2,VISITANTE,1 - 0, 0,3,3,0,0,2,1,0,1,1,1,63,85,0,0,0,0,0,4,1,0,0,0,0,0,2,2,0,0,12,1,Celta de Vigo,19,0,28,76,182,0
La Liga Santander,Temporada2020,Jornada 2,Eibar,17,1,1,2,VISITANTE,0 - 0, 0,3,3,0,0,1,1,0,1,2,1,72,63,0,0,0,1,0,3,0,0,0,0,0,0,4,3,0,0,13,0,Osasuna,8,3,29,72,178,0
La Liga Santander,Temporada2020,Jornada 2,Espanyol,18,1,0,2,VISITANTE,0 - 0, 0,3,3,0,0,1,0,1,1,1,2,81,72,0,0,0,0,0,4,1,0,0,0,0,0,1,2,0,0,20,0,Alavés,5,3,27,72,180,0
La Liga Santander,Temporada2020,Jornada 2,Real Betis,19,0,3,7,VISITANTE,5 - 2, 2,3,3,0,0,0,0,2,1,1,2,65,46,0,0,0,0,0,4,1,0,1,0,0,0,1,2,0,1,14,0,Barcelona,15,0,26,71,180,0
La Liga Santander,Temporada2020,Jornada 2,Leganés,20,0,0,2,LOCAL,0 - 1,0 ,3,3,0,0,2,2,1,1,0,0,61,73,0,0,1,1,0,3,1,0,1,0,1,0,4,1,0,1,17,0,Atlético Madrid,7,3,27,74,180,0
La Liga Santander,Temporada2020,Jornada 3,Atlético Madrid,1,9,5,2,LOCAL,3 - 2,3 ,3,6,0,0,0,1,2,4,1,1,69,70,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,2,6,Eibar,17,1,25,73,180,0
La Liga Santander,Temporada2020,Jornada 3,Sevilla,2,7,4,1,LOCAL,1 - 1,1 ,3,6,0,0,0,2,1,3,1,1,68,63,0,0,0,1,0,1,1,0,0,0,0,2,3,3,0,0,1,6,Celta de Vigo,12,3,28,73,180,0
La Liga Santander,Temporada2020,Jornada 3,Athletic Bilbao,3,7,4,1,LOCAL,2 - 0,2 ,3,6,0,0,0,2,1,2,2,2,75,74,0,0,0,1,0,3,1,0,0,1,0,1,2,2,0,0,6,4,Real Sociedad,5,4,27,74,179,0
La Liga Santander,Temporada2020,Jornada 3,Levante,4,6,4,2,LOCAL,2 - 0,2 ,3,6,0,0,0,0,1,3,2,3,77,70,0,0,0,0,0,4,1,0,0,0,0,0,2,2,0,0,11,3,Real Valladolid,4,4,28,71,180,0
La Liga Santander,Temporada2020,Jornada 3,Real Madrid,5,5,6,4,VISITANTE,2 - 2, 2,3,6,0,0,0,0,1,2,2,4,74,73,0,0,0,0,0,3,1,0,0,0,0,0,2,4,0,1,3,4,Villarreal,13,1,28,75,183,0
La Liga Santander,Temporada2020,Jornada 3,Osasuna,6,5,3,2,LOCAL,2 - 2,2 ,3,6,0,0,0,0,2,1,0,5,71,80,0,0,0,1,0,4,1,0,0,0,0,0,3,8,0,0,8,4,Barcelona,9,3,28,74,179,0
La Liga Santander,Temporada2020,Jornada 3,Alavés,7,5,2,1,VISITANTE,1 - 1, 1,3,6,0,0,1,0,2,4,0,2,77,73,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,7,4,Getafe,15,1,28,72,182,0
La Liga Santander,Temporada2020,Jornada 3,Barcelona,8,4,7,5,VISITANTE,2 - 2, 2,3,6,0,0,1,0,1,2,0,1,60,65,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,9,3,Osasuna,8,4,28,74,181,0
La Liga Santander,Temporada2020,Jornada 3,Granada,9,4,7,5,VISITANTE,0 - 3, 3,3,6,0,0,0,0,1,4,2,2,66,68,0,0,0,1,0,2,1,0,0,0,0,0,3,2,0,0,14,1,Espanyol,18,1,28,75,181,0
La Liga Santander,Temporada2020,Jornada 3,Valencia,10,4,3,2,LOCAL,2 - 0,2 ,3,6,0,0,0,3,1,1,2,2,73,74,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,16,1,Real Mallorca,10,3,28,74,181,0
La Liga Santander,Temporada2020,Jornada 3,Celta de Vigo,11,4,3,4,VISITANTE,1 - 1, 1,3,6,0,0,2,0,0,2,1,3,64,81,0,0,1,1,0,0,0,0,0,0,2,0,2,7,0,0,12,3,Sevilla,1,6,25,74,180,0
La Liga Santander,Temporada2020,Jornada 3,Real Valladolid,12,4,3,4,VISITANTE,2 - 0, 0,3,6,0,0,1,3,1,2,1,1,82,61,0,0,0,1,0,1,1,0,0,1,0,2,2,7,0,0,4,4,Levante,11,3,26,73,180,0
La Liga Santander,Temporada2020,Jornada 3,Real Sociedad,13,4,2,3,VISITANTE,2 - 0, 0,3,6,0,0,0,2,1,1,2,3,56,72,0,0,1,1,0,1,0,0,0,0,1,0,2,6,0,0,5,4,Athletic Bilbao,6,4,26,75,181,0
La Liga Santander,Temporada2020,Jornada 3,Real Betis,14,3,5,8,LOCAL,2 - 1,2 ,3,6,0,0,1,0,2,3,0,3,74,56,0,0,0,1,0,3,1,0,0,0,0,0,4,3,0,1,19,0,Leganés,20,0,28,73,181,0
La Liga Santander,Temporada2020,Jornada 3,Real Mallorca,15,3,2,4,VISITANTE,2 - 0, 0,3,6,0,0,0,1,2,3,1,2,69,73,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,10,3,Valencia,16,1,27,72,179,0
La Liga Santander,Temporada2020,Jornada 3,Villarreal,16,2,7,8,LOCAL,2 - 2,2 ,3,6,0,0,0,1,1,3,1,1,63,78,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,13,1,Real Madrid,3,4,28,74,181,0
La Liga Santander,Temporada2020,Jornada 3,Getafe,17,2,2,3,LOCAL,1 - 1,1 ,3,6,0,0,0,1,2,2,1,1,62,62,0,0,0,0,0,3,1,0,0,1,0,1,2,5,0,1,15,1,Alavés,7,4,29,75,181,0
