partidos_temporada,partidos_jornada,partidos_fecha,partidos_foto_local,partidos_equipo_local,partidos_resultado,partidos_foto_visitante,partidos_equipo_visitante
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,3 - 3,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,0 - 1,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 1,24 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,3 - 4,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 1,26 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,4 - 0,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 1,24 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,0 - 1,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,0 - 3,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,2 - 3,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,2 - 1,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,1 - 0,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 1,25 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,1 - 1,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 2,31 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,1 - 0,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,2 - 3,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 2,30 Ago 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 2,31 Ago 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,4 - 3,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,1 - 1,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,0 - 1,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,4 - 1,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 2,01 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,1 - 3,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,4 - 2,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,3 - 4,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 3,14 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,0 - 0,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,1 - 2,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 3,14 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
Temporada2020,Jornada 3,14 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,2 - 0,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,1 - 3,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 3,16 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 3,15 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,0 - 1,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 4,21 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,0 - 2,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,2 - 2,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,1 - 2,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 4,20 Sep 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,3 - 1,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 4,21 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,2 - 0,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,1 - 4,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 4,22 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,3 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 4,21 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,0 - 1,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,0 - 2,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 5,24 Sep 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,2 - 1,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,0 - 0,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,1 - 0,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,0 - 1,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 5,25 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,1 - 3,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 5,26 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 5,24 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,0 - 0,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,1 - 3,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 6,28 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,2 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,4 - 0,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,0 - 1,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,2 - 1,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 6,30 Sep 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,3 - 2,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 6,28 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,1 - 3,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 6,28 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,1 - 4,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 6,29 Sep 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,1 - 0,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,1 - 1,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,3 - 1,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,2 - 2,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 7,18 Dic 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,0 - 2,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
Temporada2020,Jornada 7,05 Oct 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 7,05 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,1 - 0,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 7,06 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,0 - 0,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 7,05 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,2 - 0,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,2 - 2,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 8,21 Oct 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,0 - 0,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,2 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 8,19 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,2 - 1,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 8,19 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,3 - 3,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 8,19 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,2 - 0,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,5 - 1,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,0 - 0,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,3 - 4,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 8,20 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,7 - 1,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,2 - 1,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 9,26 Oct 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,3 - 1,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 9,26 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,2 - 2,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 9,26 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 9,27 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,1 - 1,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 9,25 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,0 - 1,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 10,31 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,1 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 10,29 Oct 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,3 - 2,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,2 - 1,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,4 - 0,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,2 - 2,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 10,29 Oct 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,0 - 1,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 10,30 Oct 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,0 - 4,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio
Temporada2020,Jornada 11,02 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,0 - 2,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 11,02 Nov 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,1 - 2,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa,1 - 3,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,2 - 2,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo
Temporada2020,Jornada 11,04 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL,0 - 1,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria
Temporada2020,Jornada 11,02 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino,0 - 1,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 11,03 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona,2 - 1,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 12,09 Nov 19,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia,0 - 4,https://thumb.resfu.com/img_data/escudos/small/2508.jpg?size=37x&5,Torino
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari,5 - 2,https://thumb.resfu.com/img_data/escudos/small/1142.jpg?size=37x&5,Fiorentina
Temporada2020,Jornada 12,09 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1381.jpg?size=37x&5,Inter,2 - 1,https://thumb.resfu.com/img_data/escudos/small/1305.jpg?size=37x&5,Hellas Verona
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus,1 - 0,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1526.jpg?size=37x&5,Lazio,4 - 2,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce
Temporada2020,Jornada 12,09 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli,0 - 0,https://thumb.resfu.com/img_data/escudos/small/4101.jpg?size=37x&5,Genoa
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma,2 - 0,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,0 - 0,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta
Temporada2020,Jornada 12,08 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2634.jpg?size=37x&5,Sassuolo,3 - 1,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna
Temporada2020,Jornada 12,10 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese,0 - 0,https://thumb.resfu.com/img_data/escudos/small/2376.jpg?size=37x&5,SPAL
Temporada2020,Jornada 13,23 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1692.jpg?size=37x&5,Milan,1 - 1,https://thumb.resfu.com/img_data/escudos/small/1777.jpg?size=37x&5,Napoli
Temporada2020,Jornada 13,24 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2176.jpg?size=37x&5,Roma,3 - 0,https://thumb.resfu.com/img_data/escudos/small/544.jpg?size=37x&5,Brescia
Temporada2020,Jornada 13,23 Nov 19,https://thumb.resfu.com/img_data/escudos/small/339.jpg?size=37x&5,Atalanta,1 - 3,https://thumb.resfu.com/img_data/escudos/small/1430.jpg?size=37x&5,Juventus
Temporada2020,Jornada 13,24 Nov 19,https://thumb.resfu.com/img_data/escudos/small/522.jpg?size=37x&5,Bologna,2 - 2,https://thumb.resfu.com/img_data/escudos/small/1927.jpg?size=37x&5,Parma
Temporada2020,Jornada 13,25 Nov 19,https://thumb.resfu.com/img_data/escudos/small/1531.jpg?size=37x&5,Lecce,2 - 2,https://thumb.resfu.com/img_data/escudos/small/609.jpg?size=37x&5,Cagliari
Temporada2020,Jornada 13,24 Nov 19,https://thumb.resfu.com/img_data/escudos/small/2215.jpg?size=37x&5,Sampdoria,2 - 1,https://thumb.resfu.com/img_data/escudos/small/2573.jpg?size=37x&5,Udinese
