clasificacion_temporada,clasificacion_jornada,clasificacion_posicion,clasificacion_equipo,clasificacion_puntos,clasificacion_partidos_jugados,clasificacion_ganados,clasificacion_empatados,clasificacion_perdidos,clasificacion_goles_favor,clasificacion_goles_contra
Temporada2020,Jornada 19,20,SPAL,12,19,3,3,13,12,29
Temporada2020,Jornada 20,1,Juventus,51,20,16,3,1,39,19
Temporada2020,Jornada 20,2,Inter,47,20,14,5,1,41,17
Temporada2020,Jornada 20,3,Lazio,46,20,14,4,2,46,18
Temporada2020,Jornada 20,4,Roma,38,20,11,5,4,37,22
Temporada2020,Jornada 20,5,Atalanta,35,20,10,5,5,50,28
Temporada2020,Jornada 20,6,Cagliari,30,20,8,6,6,35,31
Temporada2020,Jornada 20,7,Parma,28,20,8,4,8,27,27
Temporada2020,Jornada 20,8,Milan,28,20,8,4,8,21,26
Temporada2020,Jornada 20,9,Hellas Verona,27,20,7,6,7,22,22
Temporada2020,Jornada 20,10,Torino,27,20,8,3,9,26,28
Temporada2020,Jornada 20,11,Napoli,24,20,6,6,8,28,28
Temporada2020,Jornada 20,12,Bologna,24,20,6,6,8,29,32
Temporada2020,Jornada 20,13,Fiorentina,24,20,6,6,8,25,29
Temporada2020,Jornada 20,14,Udinese,24,20,7,3,10,19,31
Temporada2020,Jornada 20,15,Sassuolo,22,20,6,4,10,32,35
Temporada2020,Jornada 20,16,Sampdoria,19,20,5,4,11,20,33
Temporada2020,Jornada 20,17,Lecce,16,20,3,7,10,23,39
Temporada2020,Jornada 20,18,SPAL,15,20,4,3,13,14,30
Temporada2020,Jornada 20,19,Brescia,15,20,4,3,13,19,38
Temporada2020,Jornada 20,20,Genoa,14,20,3,5,12,21,41
Temporada2020,Jornada 21,1,Juventus,51,21,16,3,2,40,21
Temporada2020,Jornada 21,2,Inter,48,21,14,6,1,42,18
Temporada2020,Jornada 21,3,Lazio,47,21,14,5,2,47,19
Temporada2020,Jornada 21,4,Roma,39,21,11,6,4,38,23
Temporada2020,Jornada 21,5,Atalanta,38,21,11,5,5,57,28
Temporada2020,Jornada 21,6,Cagliari,31,21,8,7,6,36,32
Temporada2020,Jornada 21,7,Parma,31,21,9,4,8,29,27
Temporada2020,Jornada 21,8,Milan,31,21,9,4,8,22,26
Temporada2020,Jornada 21,9,Hellas Verona,30,21,8,6,7,25,22
Temporada2020,Jornada 21,10,Napoli,27,21,7,6,8,30,29
Temporada2020,Jornada 21,11,Bologna,27,21,7,6,8,32,33
Temporada2020,Jornada 21,12,Torino,27,21,8,3,10,26,35
Temporada2020,Jornada 21,13,Fiorentina,25,21,6,7,8,25,29
Temporada2020,Jornada 21,14,Udinese,24,21,7,3,11,19,33
Temporada2020,Jornada 21,15,Sassuolo,23,21,6,5,10,32,35
Temporada2020,Jornada 21,16,Sampdoria,20,21,5,5,11,20,33
Temporada2020,Jornada 21,17,Lecce,16,21,3,7,11,23,42
Temporada2020,Jornada 21,18,SPAL,15,21,4,3,14,15,33
Temporada2020,Jornada 21,19,Genoa,15,21,3,6,12,21,41
Temporada2020,Jornada 21,20,Brescia,15,21,4,3,14,19,39
Temporada2020,Jornada 22,1,Juventus,54,22,17,3,2,43,21
Temporada2020,Jornada 22,2,Inter,51,22,15,6,1,44,18
Temporada2020,Jornada 22,3,Lazio,50,22,15,5,2,52,20
Temporada2020,Jornada 22,4,Atalanta,39,22,11,6,5,59,30
Temporada2020,Jornada 22,5,Roma,39,22,11,6,5,40,27
Temporada2020,Jornada 22,6,Cagliari,32,22,8,8,6,38,34
Temporada2020,Jornada 22,7,Parma,32,22,9,5,8,31,29
Temporada2020,Jornada 22,8,Milan,32,22,9,5,8,23,27
Temporada2020,Jornada 22,9,Hellas Verona,31,22,8,7,7,26,23
Temporada2020,Jornada 22,10,Napoli,30,22,8,6,8,34,31
Temporada2020,Jornada 22,11,Bologna,30,22,8,6,8,34,34
Temporada2020,Jornada 22,12,Torino,27,22,8,3,11,26,39
Temporada2020,Jornada 22,13,Sassuolo,26,22,7,5,10,36,37
Temporada2020,Jornada 22,14,Fiorentina,25,22,6,7,9,25,32
Temporada2020,Jornada 22,15,Udinese,24,22,7,3,12,19,35
Temporada2020,Jornada 22,16,Sampdoria,20,22,5,5,12,22,37
Temporada2020,Jornada 22,17,Lecce,19,22,4,7,11,27,42
Temporada2020,Jornada 22,18,Genoa,16,22,3,7,12,23,43
Temporada2020,Jornada 22,19,Brescia,15,22,4,3,15,20,41
Temporada2020,Jornada 22,20,SPAL,15,22,4,3,15,16,38
Temporada2020,Jornada 23,1,Inter,54,23,16,6,1,48,20
Temporada2020,Jornada 23,2,Juventus,54,23,17,3,3,44,23
Temporada2020,Jornada 23,3,Lazio,53,23,16,5,2,53,20
Temporada2020,Jornada 23,4,Atalanta,42,23,12,6,5,61,31
Temporada2020,Jornada 23,5,Roma,39,23,11,6,6,42,30
Temporada2020,Jornada 23,6,Hellas Verona,34,23,9,7,7,28,24
Temporada2020,Jornada 23,7,Bologna,33,23,9,6,8,37,36
Temporada2020,Jornada 23,8,Cagliari,32,23,8,8,7,38,35
Temporada2020,Jornada 23,9,Parma,32,23,9,5,9,31,30
Temporada2020,Jornada 23,10,Milan,32,23,9,5,9,25,31
Temporada2020,Jornada 23,11,Napoli,30,23,8,6,9,36,34
Temporada2020,Jornada 23,12,Sassuolo,29,23,8,5,10,38,38
Temporada2020,Jornada 23,13,Torino,27,23,8,3,12,27,42
Temporada2020,Jornada 23,14,Fiorentina,25,23,6,7,10,26,34
Temporada2020,Jornada 23,15,Udinese,25,23,7,4,12,20,36
Temporada2020,Jornada 23,16,Sampdoria,23,23,6,5,12,25,38
Temporada2020,Jornada 23,17,Lecce,22,23,5,7,11,30,44
Temporada2020,Jornada 23,18,Genoa,19,23,4,7,12,24,43
Temporada2020,Jornada 23,19,Brescia,16,23,4,4,15,21,42
Temporada2020,Jornada 23,20,SPAL,15,23,4,3,16,17,40
Temporada2020,Jornada 24,1,Juventus,57,24,18,3,3,46,23
Temporada2020,Jornada 24,2,Lazio,56,24,17,5,2,55,21
Temporada2020,Jornada 24,3,Inter,54,24,16,6,2,49,22
Temporada2020,Jornada 24,4,Atalanta,45,24,13,6,5,63,32
Temporada2020,Jornada 24,5,Roma,39,24,11,6,7,43,32
Temporada2020,Jornada 24,6,Hellas Verona,35,24,9,8,7,28,24
Temporada2020,Jornada 24,7,Parma,35,24,10,5,9,32,30
Temporada2020,Jornada 24,8,Milan,35,24,10,5,9,26,31
Temporada2020,Jornada 24,9,Napoli,33,24,9,6,9,37,34
Temporada2020,Jornada 24,10,Bologna,33,24,9,6,9,37,39
Temporada2020,Jornada 24,11,Cagliari,32,24,8,8,8,38,36
Temporada2020,Jornada 24,12,Sassuolo,29,24,8,5,11,38,39
Temporada2020,Jornada 24,13,Fiorentina,28,24,7,7,10,31,35
Temporada2020,Jornada 24,14,Torino,27,24,8,3,13,27,43
Temporada2020,Jornada 24,15,Udinese,26,24,7,5,12,20,36
Temporada2020,Jornada 24,16,Lecce,25,24,6,7,11,32,45
Temporada2020,Jornada 24,17,Sampdoria,23,24,6,5,13,26,43
Temporada2020,Jornada 24,18,Genoa,22,24,5,7,12,27,43
Temporada2020,Jornada 24,19,Brescia,16,24,4,4,16,21,44
Temporada2020,Jornada 24,20,SPAL,15,24,4,3,17,18,42
Temporada2020,Jornada 25,1,Juventus,60,25,19,3,3,48,24
Temporada2020,Jornada 25,2,Lazio,59,25,18,5,2,58,23
Temporada2020,Jornada 25,3,Inter,57,25,17,6,2,51,23
Temporada2020,Jornada 25,4,Atalanta,48,25,14,6,5,67,33
Temporada2020,Jornada 25,5,Roma,42,25,12,6,7,47,32
Temporada2020,Jornada 25,6,Hellas Verona,38,25,10,8,7,30,25
Temporada2020,Jornada 25,7,Napoli,36,25,10,6,9,39,35
Temporada2020,Jornada 25,8,Parma,36,25,10,6,9,33,31
Temporada2020,Jornada 25,9,Milan,36,25,10,6,9,27,32
Temporada2020,Jornada 25,10,Bologna,34,25,9,7,9,38,40
Temporada2020,Jornada 25,11,Cagliari,32,25,8,8,9,39,38
Temporada2020,Jornada 25,12,Sassuolo,29,25,8,5,12,39,43
Temporada2020,Jornada 25,13,Fiorentina,29,25,7,8,10,32,36
Temporada2020,Jornada 25,14,Torino,28,25,8,4,13,28,44
Temporada2020,Jornada 25,15,Udinese,27,25,7,6,12,21,37
Temporada2020,Jornada 25,16,Lecce,25,25,6,7,12,32,49
Temporada2020,Jornada 25,17,Sampdoria,23,25,6,5,14,27,45
Temporada2020,Jornada 25,18,Genoa,22,25,5,7,13,29,46
Temporada2020,Jornada 25,19,Brescia,16,25,4,4,17,22,46
Temporada2020,Jornada 25,20,SPAL,15,25,4,3,18,19,44
Temporada2020,Jornada 26,1,Juventus,63,26,20,3,3,50,24
Temporada2020,Jornada 26,2,Lazio,62,26,19,5,2,60,23
Temporada2020,Jornada 26,3,Inter,57,26,17,6,3,51,25
Temporada2020,Jornada 26,4,Atalanta,51,26,15,6,5,74,35
Temporada2020,Jornada 26,5,Roma,45,26,13,6,7,51,35
Temporada2020,Jornada 26,6,Napoli,39,26,11,6,9,41,36
Temporada2020,Jornada 26,7,Hellas Verona,38,26,10,8,8,31,27
Temporada2020,Jornada 26,8,Parma,36,26,10,6,10,33,32
Temporada2020,Jornada 26,9,Milan,36,26,10,6,10,28,34
Temporada2020,Jornada 26,10,Bologna,34,26,9,7,10,38,42
Temporada2020,Jornada 26,11,Cagliari,32,26,8,8,10,42,42
Temporada2020,Jornada 26,12,Sassuolo,32,26,9,5,12,42,43
Temporada2020,Jornada 26,13,Fiorentina,30,26,7,9,10,32,36
Temporada2020,Jornada 26,14,Udinese,28,26,7,7,12,21,37
Temporada2020,Jornada 26,15,Torino,28,26,8,4,14,29,46
Temporada2020,Jornada 26,16,Sampdoria,26,26,7,5,14,29,46
Temporada2020,Jornada 26,17,Genoa,25,26,6,7,13,31,47
Temporada2020,Jornada 26,18,Lecce,25,26,6,7,13,34,56
Temporada2020,Jornada 26,19,SPAL,18,26,5,3,18,20,44
Temporada2020,Jornada 26,20,Brescia,16,26,4,4,18,22,49
Temporada2020,Jornada 27,1,Juventus,66,27,21,3,3,52,24
Temporada2020,Jornada 27,2,Lazio,62,27,19,5,3,62,26
Temporada2020,Jornada 27,3,Inter,58,27,17,7,3,54,28
Temporada2020,Jornada 27,4,Atalanta,54,27,16,6,5,77,37
Temporada2020,Jornada 27,5,Roma,48,27,14,6,7,53,36
Temporada2020,Jornada 27,6,Napoli,42,27,12,6,9,43,36
Temporada2020,Jornada 27,7,Parma,39,27,11,6,10,37,33
Temporada2020,Jornada 27,8,Milan,39,27,11,6,10,32,35
Temporada2020,Jornada 27,9,Hellas Verona,38,27,10,8,9,31,29
Temporada2020,Jornada 27,10,Cagliari,35,27,9,8,10,43,42
Temporada2020,Jornada 27,11,Bologna,34,27,9,7,11,38,44
Temporada2020,Jornada 27,12,Sassuolo,33,27,9,6,12,45,46
Temporada2020,Jornada 27,13,Fiorentina,31,27,7,10,10,33,37
Temporada2020,Jornada 27,14,Torino,31,27,9,4,14,30,46
Temporada2020,Jornada 27,15,Udinese,28,27,7,7,13,21,38
Temporada2020,Jornada 27,16,Sampdoria,26,27,7,5,15,30,48
Temporada2020,Jornada 27,17,Genoa,25,27,6,7,14,32,51
Temporada2020,Jornada 27,18,Lecce,25,27,6,7,14,35,60
Temporada2020,Jornada 27,19,SPAL,18,27,5,3,19,20,45
Temporada2020,Jornada 27,20,Brescia,17,27,4,5,18,23,50
Temporada2020,Jornada 28,1,Juventus,69,28,22,3,3,56,24
Temporada2020,Jornada 28,2,Lazio,65,28,20,5,3,64,27
Temporada2020,Jornada 28,3,Inter,61,28,18,7,3,56,29
Temporada2020,Jornada 28,4,Atalanta,57,28,17,6,5,80,39
Temporada2020,Jornada 28,5,Roma,48,28,14,6,8,53,38
Temporada2020,Jornada 28,6,Napoli,45,28,13,6,9,46,37
Temporada2020,Jornada 28,7,Milan,42,28,12,6,10,34,35
Temporada2020,Jornada 28,8,Parma,39,28,11,6,11,38,35
Temporada2020,Jornada 28,9,Hellas Verona,39,28,10,9,9,34,32
Temporada2020,Jornada 28,10,Cagliari,38,28,10,8,10,47,44
Temporada2020,Jornada 28,11,Bologna,37,28,10,7,11,40,45
Temporada2020,Jornada 28,12,Sassuolo,34,28,9,7,12,48,49
Temporada2020,Jornada 28,13,Fiorentina,31,28,7,10,11,34,39
Temporada2020,Jornada 28,14,Torino,31,28,9,4,15,32,50
Temporada2020,Jornada 28,15,Udinese,28,28,7,7,14,23,41
Temporada2020,Jornada 28,16,Genoa,26,28,6,8,14,34,53
Temporada2020,Jornada 28,17,Sampdoria,26,28,7,5,16,31,50
Temporada2020,Jornada 28,18,Lecce,25,28,6,7,15,35,64
Temporada2020,Jornada 28,19,Brescia,18,28,4,6,18,25,52
Temporada2020,Jornada 28,20,SPAL,18,28,5,3,20,21,48
Temporada2020,Jornada 29,1,Juventus,72,29,23,3,3,59,25
Temporada2020,Jornada 29,2,Lazio,68,29,21,5,3,66,28
Temporada2020,Jornada 29,3,Inter,64,29,19,7,3,62,29
Temporada2020,Jornada 29,4,Atalanta,60,29,18,6,5,82,39
Temporada2020,Jornada 29,5,Roma,48,29,14,6,9,53,40
Temporada2020,Jornada 29,6,Napoli,45,29,13,6,10,46,39
Temporada2020,Jornada 29,7,Milan,43,29,12,7,10,36,37
Temporada2020,Jornada 29,8,Hellas Verona,42,29,11,9,9,37,34
Temporada2020,Jornada 29,9,Cagliari,39,29,10,9,10,48,45
Temporada2020,Jornada 29,10,Parma,39,29,11,6,12,40,38
Temporada2020,Jornada 29,11,Bologna,38,29,10,8,11,41,46
Temporada2020,Jornada 29,12,Sassuolo,37,29,10,7,12,51,50
Temporada2020,Jornada 29,13,Fiorentina,31,29,7,10,12,35,42
Temporada2020,Jornada 29,14,Udinese,31,29,8,7,14,25,41
Temporada2020,Jornada 29,15,Torino,31,29,9,4,16,33,52
Temporada2020,Jornada 29,16,Sampdoria,29,29,8,5,16,33,51
Temporada2020,Jornada 29,17,Genoa,26,29,6,8,15,35,56
Temporada2020,Jornada 29,18,Lecce,25,29,6,7,16,36,66
Temporada2020,Jornada 29,19,SPAL,19,29,5,4,20,23,50
Temporada2020,Jornada 29,20,Brescia,18,29,4,6,19,25,58
Temporada2020,Jornada 30,1,Juventus,75,30,24,3,3,63,26
Temporada2020,Jornada 30,2,Lazio,68,30,21,5,4,66,31
Temporada2020,Jornada 30,3,Inter,64,30,19,7,4,63,31
Temporada2020,Jornada 30,4,Atalanta,63,30,19,6,5,83,39
Temporada2020,Jornada 30,5,Roma,48,30,14,6,10,54,42
Temporada2020,Jornada 30,6,Napoli,48,30,14,6,10,48,40
Temporada2020,Jornada 30,7,Milan,46,30,13,7,10,39,37
Temporada2020,Jornada 30,8,Hellas Verona,42,30,11,9,10,37,36
Temporada2020,Jornada 30,9,Bologna,41,30,11,8,11,43,47
Temporada2020,Jornada 30,10,Sassuolo,40,30,11,7,12,55,52
Temporada2020,Jornada 30,11,Cagliari,39,30,10,9,11,48,46
Temporada2020,Jornada 30,12,Parma,39,30,11,6,13,41,40
Temporada2020,Jornada 30,13,Fiorentina,34,30,8,10,12,37,43
Temporada2020,Jornada 30,14,Sampdoria,32,30,9,5,16,36,51
Temporada2020,Jornada 30,15,Udinese,32,30,8,8,14,27,43
Temporada2020,Jornada 30,16,Torino,31,30,9,4,17,34,56
Temporada2020,Jornada 30,17,Genoa,27,30,6,9,15,37,58
Temporada2020,Jornada 30,18,Lecce,25,30,6,7,17,38,70
Temporada2020,Jornada 30,19,Brescia,21,30,5,6,19,27,58
Temporada2020,Jornada 30,20,SPAL,19,30,5,4,21,23,53
Temporada2020,Jornada 31,1,Juventus,75,31,24,3,4,65,30
Temporada2020,Jornada 31,2,Lazio,68,31,21,5,5,67,33
Temporada2020,Jornada 31,3,Atalanta,66,31,20,6,5,85,39
Temporada2020,Jornada 31,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 31,5,Roma,51,31,15,6,10,56,43
Temporada2020,Jornada 31,6,Napoli,51,31,15,6,10,50,41
Temporada2020,Jornada 31,7,Milan,49,31,14,7,10,43,39
Temporada2020,Jornada 31,8,Sassuolo,43,31,12,7,12,57,53
Temporada2020,Jornada 31,9,Hellas Verona,43,31,11,10,10,39,38
Temporada2020,Jornada 31,10,Bologna,41,31,11,8,12,44,49
Temporada2020,Jornada 31,11,Cagliari,40,31,10,10,11,48,46
Temporada2020,Jornada 31,12,Parma,39,31,11,6,14,42,42
Temporada2020,Jornada 31,13,Fiorentina,35,31,8,11,12,37,43
Temporada2020,Jornada 31,14,Udinese,35,31,9,8,14,30,43
Temporada2020,Jornada 31,15,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 31,16,Sampdoria,32,31,9,5,17,36,53
Temporada2020,Jornada 31,17,Lecce,28,31,7,7,17,40,71
Temporada2020,Jornada 31,18,Genoa,27,31,6,9,16,38,60
Temporada2020,Jornada 31,19,Brescia,21,31,5,6,20,28,61
Temporada2020,Jornada 31,20,SPAL,19,31,5,4,22,23,56
Temporada2020,Jornada 32,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 32,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 32,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 32,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 32,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 32,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 32,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 32,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 32,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 32,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 32,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 32,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 32,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 32,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 32,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 32,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 32,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 32,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 32,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 32,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 33,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 33,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 33,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 33,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 33,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 33,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 33,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 33,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 33,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 33,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 33,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 33,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 33,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 33,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 33,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 33,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 33,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 33,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 33,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 33,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 34,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 34,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 34,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 34,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 34,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 34,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 34,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 34,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 34,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 34,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 34,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 34,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 34,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 34,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 34,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 34,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 34,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 34,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 34,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 34,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 35,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 35,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 35,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 35,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 35,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 35,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 35,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 35,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 35,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 35,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 35,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 35,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 35,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 35,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 35,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 35,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 35,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 35,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 35,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 35,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 36,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 36,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 36,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 36,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 36,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 36,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 36,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 36,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 36,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 36,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 36,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 36,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 36,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 36,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 36,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 36,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 36,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 36,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 36,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 36,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 37,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 37,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 37,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 37,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 37,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 37,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 37,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 37,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 37,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 37,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 37,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 37,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 37,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 37,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 37,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 37,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 37,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 37,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 37,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 37,20,SPAL,19,32,5,4,23,23,58
Temporada2020,Jornada 38,1,Juventus,76,32,24,4,4,67,32
Temporada2020,Jornada 38,2,Lazio,68,32,21,5,6,68,35
Temporada2020,Jornada 38,3,Atalanta,67,32,20,7,5,87,41
Temporada2020,Jornada 38,4,Inter,65,31,19,8,4,65,33
Temporada2020,Jornada 38,5,Roma,54,32,16,6,10,59,43
Temporada2020,Jornada 38,6,Napoli,52,32,15,7,10,52,43
Temporada2020,Jornada 38,7,Milan,50,32,14,8,10,45,41
Temporada2020,Jornada 38,8,Sassuolo,46,32,13,7,12,59,54
Temporada2020,Jornada 38,9,Hellas Verona,44,32,11,11,10,40,39
Temporada2020,Jornada 38,10,Bologna,42,32,11,9,12,46,51
Temporada2020,Jornada 38,11,Cagliari,41,32,10,11,11,48,46
Temporada2020,Jornada 38,12,Parma,40,32,11,7,14,44,44
Temporada2020,Jornada 38,13,Fiorentina,36,32,8,12,12,38,44
Temporada2020,Jornada 38,14,Sampdoria,35,32,10,5,17,39,54
Temporada2020,Jornada 38,15,Udinese,35,32,9,8,15,31,46
Temporada2020,Jornada 38,16,Torino,34,31,10,4,17,37,57
Temporada2020,Jornada 38,17,Genoa,30,32,7,9,16,40,60
Temporada2020,Jornada 38,18,Lecce,29,32,7,8,17,40,71
Temporada2020,Jornada 38,19,Brescia,21,32,5,6,21,28,64
Temporada2020,Jornada 38,20,SPAL,19,32,5,4,23,23,58
Temporada2019,Jornada 1,1,Atalanta,3,1,1,0,0,4,0
Temporada2019,Jornada 1,2,Empoli,3,1,1,0,0,2,0
Temporada2019,Jornada 1,3,Juventus,3,1,1,0,0,3,2
Temporada2019,Jornada 1,4,Milan,3,1,1,0,0,2,1
Temporada2019,Jornada 1,5,Napoli,3,1,1,0,0,2,1
Temporada2019,Jornada 1,6,Roma,3,1,1,0,0,1,0
Temporada2019,Jornada 1,7,Sassuolo,3,1,1,0,0,1,0
Temporada2019,Jornada 1,8,SPAL,3,1,1,0,0,1,0
Temporada2019,Jornada 1,9,Parma,1,1,0,1,0,2,2
Temporada2019,Jornada 1,10,Fiorentina,1,1,0,1,0,1,1
Temporada2019,Jornada 1,11,Udinese,1,1,0,1,0,2,2
Temporada2019,Jornada 1,12,Sampdoria,1,1,0,1,0,1,1
