Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_jugador_lesion,Titulares_cambiados_jornada_anterior,Puntos_y,cut1_y,cut2_y
Levante,Jornada 9,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 9,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 9,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 9,Temporada2020,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Real Mallorca,Jornada 9,Temporada2020,1,1,0,"-0,5671086","0,142138","0,8464112"
Real Sociedad,Jornada 9,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 9,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 9,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 9,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 9,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Alavés,Jornada 10,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Athletic Bilbao,Jornada 10,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Atlético Madrid,Jornada 10,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 10,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Celta de Vigo,Jornada 10,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Eibar,Jornada 10,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Espanyol,Jornada 10,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Getafe,Jornada 10,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Granada,Jornada 10,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Leganés,Jornada 10,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Levante,Jornada 10,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Osasuna,Jornada 10,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 10,Temporada2020,2,0,5,"-0,7693883","0,3444177","1,0486909"
Real Madrid,Jornada 10,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Mallorca,Jornada 10,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Sociedad,Jornada 10,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Valladolid,Jornada 10,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 10,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Valencia,Jornada 10,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Villarreal,Jornada 10,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 11,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Athletic Bilbao,Jornada 11,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 11,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 11,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Celta de Vigo,Jornada 11,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 11,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Espanyol,Jornada 11,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 11,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Granada,Jornada 11,Temporada2020,2,0,5,"-0,7693883","0,3444177","1,0486909"
Leganés,Jornada 11,Temporada2020,2,0,6,"-0,791353","0,3663824","1,0706556"
Levante,Jornada 11,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Osasuna,Jornada 11,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Betis,Jornada 11,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 11,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Mallorca,Jornada 11,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 11,Temporada2020,2,0,3,"-0,7254589","0,3004883","1,0047615"
Real Valladolid,Jornada 11,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Sevilla,Jornada 11,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Valencia,Jornada 11,Temporada2020,0,1,6,"-0,3691144","-0,0558562","0,648417"
Villarreal,Jornada 11,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 12,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Athletic Bilbao,Jornada 12,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 12,Temporada2020,2,0,4,"-0,7474236","0,322453","1,0267262"
Barcelona,Jornada 12,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Celta de Vigo,Jornada 12,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Eibar,Jornada 12,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 12,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Getafe,Jornada 12,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Granada,Jornada 12,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Leganés,Jornada 12,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Levante,Jornada 12,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Osasuna,Jornada 12,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Betis,Jornada 12,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 12,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Mallorca,Jornada 12,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 12,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 12,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 12,Temporada2020,0,1,4,"-0,325185","-0,0997856","0,6044876"
Valencia,Jornada 12,Temporada2020,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Villarreal,Jornada 12,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 13,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 13,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 13,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 13,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Celta de Vigo,Jornada 13,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 13,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 13,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Getafe,Jornada 13,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Granada,Jornada 13,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Leganés,Jornada 13,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Levante,Jornada 13,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Osasuna,Jornada 13,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Betis,Jornada 13,Temporada2020,2,0,0,"-0,6595648","0,2345942","0,9388674"
Real Madrid,Jornada 13,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Mallorca,Jornada 13,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Sociedad,Jornada 13,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Valladolid,Jornada 13,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 13,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 13,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Villarreal,Jornada 13,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Alavés,Jornada 14,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Athletic Bilbao,Jornada 14,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 14,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 14,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 14,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 14,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 14,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Getafe,Jornada 14,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 14,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 14,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Levante,Jornada 14,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Osasuna,Jornada 14,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Betis,Jornada 14,Temporada2020,2,1,2,"-0,9408204","0,5158498","1,220123"
Real Madrid,Jornada 14,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Mallorca,Jornada 14,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 14,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Valladolid,Jornada 14,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 14,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Valencia,Jornada 14,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 14,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Alavés,Jornada 15,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 15,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Atlético Madrid,Jornada 15,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 15,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Celta de Vigo,Jornada 15,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 15,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Espanyol,Jornada 15,Temporada2020,2,0,1,"-0,6815295","0,2565589","0,9608321"
Getafe,Jornada 15,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Granada,Jornada 15,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Leganés,Jornada 15,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Levante,Jornada 15,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Osasuna,Jornada 15,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Betis,Jornada 15,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 15,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Mallorca,Jornada 15,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 15,Temporada2020,1,1,0,"-0,5671086","0,142138","0,8464112"
Real Valladolid,Jornada 15,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 15,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 15,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 15,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Alavés,Jornada 16,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Athletic Bilbao,Jornada 16,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Atlético Madrid,Jornada 16,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 16,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Celta de Vigo,Jornada 16,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Eibar,Jornada 16,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Espanyol,Jornada 16,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Getafe,Jornada 16,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Granada,Jornada 16,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 16,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Levante,Jornada 16,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Osasuna,Jornada 16,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Betis,Jornada 16,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 16,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Mallorca,Jornada 16,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 16,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 16,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Sevilla,Jornada 16,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 16,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Villarreal,Jornada 16,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Alavés,Jornada 17,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Athletic Bilbao,Jornada 17,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 17,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Barcelona,Jornada 17,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Celta de Vigo,Jornada 17,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Eibar,Jornada 17,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Espanyol,Jornada 17,Temporada2020,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Getafe,Jornada 17,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Granada,Jornada 17,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Leganés,Jornada 17,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Levante,Jornada 17,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Osasuna,Jornada 17,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 17,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Madrid,Jornada 17,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Mallorca,Jornada 17,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 17,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 17,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Sevilla,Jornada 17,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 17,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Villarreal,Jornada 17,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Alavés,Jornada 18,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 18,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Atlético Madrid,Jornada 18,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 18,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 18,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Eibar,Jornada 18,Temporada2020,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Espanyol,Jornada 18,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Getafe,Jornada 18,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Granada,Jornada 18,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Leganés,Jornada 18,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Levante,Jornada 18,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Osasuna,Jornada 18,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Real Betis,Jornada 18,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Real Madrid,Jornada 18,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Mallorca,Jornada 18,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 18,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Valladolid,Jornada 18,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Sevilla,Jornada 18,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 18,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 18,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Alavés,Jornada 19,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 19,Temporada2020,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Atlético Madrid,Jornada 19,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Barcelona,Jornada 19,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 19,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 19,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 19,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Getafe,Jornada 19,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Granada,Jornada 19,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Leganés,Jornada 19,Temporada2020,2,0,0,"-0,6595648","0,2345942","0,9388674"
Levante,Jornada 19,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Osasuna,Jornada 19,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 19,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Madrid,Jornada 19,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Mallorca,Jornada 19,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Sociedad,Jornada 19,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Valladolid,Jornada 19,Temporada2020,2,0,3,"-0,7254589","0,3004883","1,0047615"
Sevilla,Jornada 19,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 19,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 19,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Alavés,Jornada 20,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Athletic Bilbao,Jornada 20,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Atlético Madrid,Jornada 20,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 20,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 20,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 20,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 20,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Getafe,Jornada 20,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Granada,Jornada 20,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 20,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Levante,Jornada 20,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Osasuna,Jornada 20,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Betis,Jornada 20,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Madrid,Jornada 20,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Mallorca,Jornada 20,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 20,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Valladolid,Jornada 20,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Sevilla,Jornada 20,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Valencia,Jornada 20,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 20,Temporada2020,2,0,3,"-0,7254589","0,3004883","1,0047615"
Alavés,Jornada 21,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Athletic Bilbao,Jornada 21,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 21,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 21,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 21,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Eibar,Jornada 21,Temporada2020,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Espanyol,Jornada 21,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 21,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Granada,Jornada 21,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Leganés,Jornada 21,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Levante,Jornada 21,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 21,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Betis,Jornada 21,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Madrid,Jornada 21,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Mallorca,Jornada 21,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 21,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Valladolid,Jornada 21,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 21,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Valencia,Jornada 21,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Villarreal,Jornada 21,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Alavés,Jornada 22,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Athletic Bilbao,Jornada 22,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Atlético Madrid,Jornada 22,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 22,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 22,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Eibar,Jornada 22,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 22,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Getafe,Jornada 22,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Granada,Jornada 22,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 22,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Levante,Jornada 22,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Osasuna,Jornada 22,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 22,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 22,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Mallorca,Jornada 22,Temporada2020,2,1,2,"-0,9408204","0,5158498","1,220123"
Real Sociedad,Jornada 22,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Valladolid,Jornada 22,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Sevilla,Jornada 22,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 22,Temporada2020,2,1,2,"-0,9408204","0,5158498","1,220123"
Villarreal,Jornada 22,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 23,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Athletic Bilbao,Jornada 23,Temporada2020,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Atlético Madrid,Jornada 23,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 23,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Celta de Vigo,Jornada 23,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 23,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 23,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 23,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Granada,Jornada 23,Temporada2020,1,0,7,"-0,4835353","0,0585647","0,7628379"
Leganés,Jornada 23,Temporada2020,2,0,2,"-0,7034942","0,2785236","0,9827968"
Levante,Jornada 23,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Osasuna,Jornada 23,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Betis,Jornada 23,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
