Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Alavés,Jornada 1,Temporada2017,1,1,0,"0,338019","1,4"
Alavés,Jornada 2,Temporada2017,0,0,4,"0,246718","1,3"
Alavés,Jornada 3,Temporada2017,1,1,1,"0,320924","1,4"
Alavés,Jornada 4,Temporada2017,0,0,1,"0,298003","1,3"
Alavés,Jornada 5,Temporada2017,0,0,4,"0,246718","1,3"
Alavés,Jornada 6,Temporada2017,0,0,3,"0,263813","1,3"
Alavés,Jornada 7,Temporada2017,1,1,1,"0,320924","1,4"
Alavés,Jornada 8,Temporada2017,0,0,4,"0,246718","1,3"
Alavés,Jornada 9,Temporada2017,1,1,2,"0,303829","1,4"
Alavés,Jornada 10,Temporada2017,0,0,4,"0,246718","1,3"
Alavés,Jornada 11,Temporada2017,1,1,3,"0,286734","1,3"
Alavés,Jornada 12,Temporada2017,1,0,3,"0,179709","1,2"
Alavés,Jornada 13,Temporada2017,1,1,4,"0,269639","1,3"
Alavés,Jornada 14,Temporada2017,0,0,2,"0,280908","1,3"
Alavés,Jornada 15,Temporada2017,0,0,5,"0,229623","1,3"
Alavés,Jornada 16,Temporada2017,0,0,2,"0,280908","1,3"
Alavés,Jornada 17,Temporada2017,0,0,2,"0,280908","1,3"
Alavés,Jornada 18,Temporada2017,0,0,3,"0,263813","1,3"
Alavés,Jornada 19,Temporada2017,0,0,2,"0,280908","1,3"
Alavés,Jornada 20,Temporada2017,0,0,3,"0,263813","1,3"
Alavés,Jornada 21,Temporada2017,0,0,9,"0,161243","1,2"
Alavés,Jornada 22,Temporada2017,1,0,3,"0,179709","1,2"
Alavés,Jornada 23,Temporada2017,0,0,7,"0,195433","1,2"
Alavés,Jornada 24,Temporada2017,0,0,1,"0,298003","1,3"
Alavés,Jornada 25,Temporada2017,1,0,7,"0,111329","1,1"
Alavés,Jornada 26,Temporada2017,0,0,6,"0,212528","1,2"
Alavés,Jornada 27,Temporada2017,1,1,1,"0,320924","1,4"
Alavés,Jornada 28,Temporada2017,0,0,3,"0,263813","1,3"
Alavés,Jornada 29,Temporada2017,0,0,3,"0,263813","1,3"
Alavés,Jornada 30,Temporada2017,1,0,9,"0,077139","1,1"
Alavés,Jornada 31,Temporada2017,2,0,7,"0,027224",1
Alavés,Jornada 32,Temporada2017,0,0,2,"0,280908","1,3"
Alavés,Jornada 33,Temporada2017,1,1,1,"0,320924","1,4"
Alavés,Jornada 34,Temporada2017,1,0,2,"0,196804","1,2"
Alavés,Jornada 35,Temporada2017,1,1,9,"0,184164","1,2"
Alavés,Jornada 36,Temporada2017,0,0,9,"0,161243","1,2"
Alavés,Jornada 37,Temporada2017,0,0,6,"0,212528","1,2"
Alavés,Jornada 38,Temporada2017,0,0,7,"0,195433","1,2"
Alavés,Jornada 1,Temporada2018,1,0,0,"0,230994","1,3"
Alavés,Jornada 2,Temporada2018,0,0,2,"0,280908","1,3"
Alavés,Jornada 3,Temporada2018,0,0,4,"0,246718","1,3"
Alavés,Jornada 4,Temporada2018,0,0,4,"0,246718","1,3"
Alavés,Jornada 5,Temporada2018,0,0,5,"0,229623","1,3"
Alavés,Jornada 6,Temporada2018,1,0,0,"0,230994","1,3"
Alavés,Jornada 7,Temporada2018,0,0,2,"0,280908","1,3"
Alavés,Jornada 8,Temporada2018,0,0,0,"0,315098","1,4"
Alavés,Jornada 9,Temporada2018,1,0,2,"0,196804","1,2"
Alavés,Jornada 10,Temporada2018,0,0,3,"0,263813","1,3"
Alavés,Jornada 11,Temporada2018,0,0,1,"0,298003","1,3"
Alavés,Jornada 12,Temporada2018,2,0,2,"0,112699","1,1"
Alavés,Jornada 13,Temporada2018,1,1,5,"0,252544","1,3"
Alavés,Jornada 14,Temporada2018,0,0,4,"0,246718","1,3"
Alavés,Jornada 15,Temporada2018,0,0,3,"0,263813","1,3"
Alavés,Jornada 16,Temporada2018,0,0,0,"0,315098","1,4"
Alavés,Jornada 17,Temporada2018,1,0,0,"0,230994","1,3"
Alavés,Jornada 18,Temporada2018,0,1,0,"0,422124","1,5"
Alavés,Jornada 19,Temporada2018,0,0,3,"0,263813","1,3"
Alavés,Jornada 20,Temporada2018,0,0,2,"0,280908","1,3"
Alavés,Jornada 21,Temporada2018,1,0,6,"0,128424","1,1"
Alavés,Jornada 22,Temporada2018,0,0,6,"0,212528","1,2"
Alavés,Jornada 23,Temporada2018,0,0,4,"0,246718","1,3"
Alavés,Jornada 24,Temporada2018,0,0,3,"0,263813","1,3"
Alavés,Jornada 25,Temporada2018,1,0,4,"0,162614","1,2"
Alavés,Jornada 26,Temporada2018,1,0,4,"0,162614","1,2"
Alavés,Jornada 27,Temporada2018,1,0,2,"0,196804","1,2"
Alavés,Jornada 28,Temporada2018,2,0,2,"0,112699","1,1"
Alavés,Jornada 29,Temporada2018,1,0,1,"0,213899","1,2"
Alavés,Jornada 30,Temporada2018,0,0,3,"0,263813","1,3"
Alavés,Jornada 31,Temporada2018,0,0,1,"0,298003","1,3"
Alavés,Jornada 32,Temporada2018,1,1,2,"0,303829","1,4"
Alavés,Jornada 33,Temporada2018,1,0,3,"0,179709","1,2"
Alavés,Jornada 34,Temporada2018,0,0,4,"0,246718","1,3"
Alavés,Jornada 35,Temporada2018,0,1,6,"0,319554","1,4"
Alavés,Jornada 36,Temporada2018,2,0,7,"0,027224",1
Alavés,Jornada 37,Temporada2018,1,1,5,"0,252544","1,3"
Alavés,Jornada 38,Temporada2018,1,1,8,"0,201259","1,2"
Alavés,Jornada 1,Temporada2019,0,1,0,"0,422124","1,5"
Alavés,Jornada 2,Temporada2019,0,0,1,"0,298003","1,3"
Alavés,Jornada 3,Temporada2019,0,0,0,"0,315098","1,4"
Alavés,Jornada 4,Temporada2019,0,0,4,"0,246718","1,3"
Alavés,Jornada 5,Temporada2019,1,0,1,"0,213899","1,2"
Alavés,Jornada 6,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 7,Temporada2019,1,1,5,"0,252544","1,3"
Alavés,Jornada 8,Temporada2019,1,1,5,"0,252544","1,3"
Alavés,Jornada 9,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 10,Temporada2019,1,1,2,"0,303829","1,4"
Alavés,Jornada 11,Temporada2019,0,1,4,"0,353744","1,4"
Alavés,Jornada 12,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 13,Temporada2019,1,0,3,"0,179709","1,2"
Alavés,Jornada 14,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 15,Temporada2019,1,0,0,"0,230994","1,3"
Alavés,Jornada 16,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 17,Temporada2019,1,1,3,"0,286734","1,3"
Alavés,Jornada 18,Temporada2019,0,0,3,"0,263813","1,3"
Alavés,Jornada 19,Temporada2019,0,0,3,"0,263813","1,3"
Alavés,Jornada 20,Temporada2019,0,0,1,"0,298003","1,3"
Alavés,Jornada 21,Temporada2019,0,0,3,"0,263813","1,3"
Alavés,Jornada 22,Temporada2019,0,0,3,"0,263813","1,3"
Alavés,Jornada 23,Temporada2019,0,0,3,"0,263813","1,3"
Alavés,Jornada 24,Temporada2019,1,0,0,"0,230994","1,3"
Alavés,Jornada 25,Temporada2019,0,0,1,"0,298003","1,3"
Alavés,Jornada 26,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 27,Temporada2019,1,1,2,"0,303829","1,4"
Alavés,Jornada 28,Temporada2019,0,0,1,"0,298003","1,3"
Alavés,Jornada 29,Temporada2019,0,0,4,"0,246718","1,3"
Alavés,Jornada 30,Temporada2019,0,0,4,"0,246718","1,3"
Alavés,Jornada 31,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 32,Temporada2019,0,0,2,"0,280908","1,3"
Alavés,Jornada 33,Temporada2019,0,1,5,"0,336649","1,4"
Alavés,Jornada 34,Temporada2019,1,1,7,"0,218354","1,2"
Alavés,Jornada 35,Temporada2019,1,0,3,"0,179709","1,2"
Alavés,Jornada 36,Temporada2019,2,0,0,"0,146889","1,2"
Alavés,Jornada 37,Temporada2019,1,0,2,"0,196804","1,2"
Alavés,Jornada 38,Temporada2019,0,0,4,"0,246718","1,3"
Alavés,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Alavés,Jornada 2,Temporada2020,0,0,2,"0,280908","1,3"
Alavés,Jornada 3,Temporada2020,1,0,3,"0,179709","1,2"
Alavés,Jornada 4,Temporada2020,0,0,3,"0,263813","1,3"
Alavés,Jornada 5,Temporada2020,1,0,3,"0,179709","1,2"
Alavés,Jornada 6,Temporada2020,0,0,11,"0,127053","1,1"
Alavés,Jornada 7,Temporada2020,0,0,0,"0,315098","1,4"
Alavés,Jornada 8,Temporada2020,2,1,3,"0,20263","1,2"
Alavés,Jornada 9,Temporada2020,0,0,5,"0,229623","1,3"
Alavés,Jornada 10,Temporada2020,1,0,0,"0,230994","1,3"
Alavés,Jornada 11,Temporada2020,0,0,0,"0,315098","1,4"
Alavés,Jornada 12,Temporada2020,0,0,1,"0,298003","1,3"
Alavés,Jornada 13,Temporada2020,0,0,3,"0,263813","1,3"
Alavés,Jornada 14,Temporada2020,0,0,4,"0,246718","1,3"
Alavés,Jornada 15,Temporada2020,0,0,3,"0,263813","1,3"
Alavés,Jornada 16,Temporada2020,0,1,3,"0,370839","1,4"
Alavés,Jornada 17,Temporada2020,1,0,4,"0,162614","1,2"
Alavés,Jornada 18,Temporada2020,0,0,2,"0,280908","1,3"
Alavés,Jornada 19,Temporada2020,1,0,3,"0,179709","1,2"
Alavés,Jornada 20,Temporada2020,0,0,1,"0,298003","1,3"
Alavés,Jornada 21,Temporada2020,1,0,1,"0,213899","1,2"
Alavés,Jornada 22,Temporada2020,1,0,4,"0,162614","1,2"
Alavés,Jornada 23,Temporada2020,0,0,1,"0,298003","1,3"
Alavés,Jornada 24,Temporada2020,1,0,1,"0,213899","1,2"
Alavés,Jornada 25,Temporada2020,1,0,3,"0,179709","1,2"
Alavés,Jornada 26,Temporada2020,1,0,2,"0,196804","1,2"
Alavés,Jornada 27,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Athletic Bilbao,Jornada 2,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 3,Temporada2017,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 4,Temporada2017,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 5,Temporada2017,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 6,Temporada2017,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 7,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 8,Temporada2017,1,1,3,"0,286734","1,3"
Athletic Bilbao,Jornada 9,Temporada2017,1,0,5,"0,145519","1,2"
Athletic Bilbao,Jornada 10,Temporada2017,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 11,Temporada2017,1,0,7,"0,111329","1,1"
Athletic Bilbao,Jornada 12,Temporada2017,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 13,Temporada2017,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 14,Temporada2017,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 15,Temporada2017,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 16,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 17,Temporada2017,0,1,5,"0,336649","1,4"
Athletic Bilbao,Jornada 18,Temporada2017,0,0,6,"0,212528","1,2"
Athletic Bilbao,Jornada 19,Temporada2017,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 20,Temporada2017,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 21,Temporada2017,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 22,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 23,Temporada2017,2,1,5,"0,16844","1,2"
Athletic Bilbao,Jornada 24,Temporada2017,1,1,5,"0,252544","1,3"
Athletic Bilbao,Jornada 25,Temporada2017,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 26,Temporada2017,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 27,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 28,Temporada2017,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 29,Temporada2017,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 30,Temporada2017,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 31,Temporada2017,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 32,Temporada2017,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 33,Temporada2017,0,0,0,"0,315098","1,4"
Athletic Bilbao,Jornada 34,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 35,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 36,Temporada2017,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 37,Temporada2017,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 38,Temporada2017,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 1,Temporada2018,2,1,0,"0,253915","1,3"
Athletic Bilbao,Jornada 2,Temporada2018,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 3,Temporada2018,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 4,Temporada2018,0,0,7,"0,195433","1,2"
Athletic Bilbao,Jornada 5,Temporada2018,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 6,Temporada2018,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 7,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 8,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 9,Temporada2018,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 10,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 11,Temporada2018,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 12,Temporada2018,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 13,Temporada2018,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 14,Temporada2018,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 15,Temporada2018,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 16,Temporada2018,2,1,2,"0,219725","1,2"
Athletic Bilbao,Jornada 17,Temporada2018,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 18,Temporada2018,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 19,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 20,Temporada2018,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 21,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 22,Temporada2018,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 23,Temporada2018,1,0,5,"0,145519","1,2"
Athletic Bilbao,Jornada 24,Temporada2018,0,0,6,"0,212528","1,2"
Athletic Bilbao,Jornada 25,Temporada2018,1,0,5,"0,145519","1,2"
Athletic Bilbao,Jornada 26,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 27,Temporada2018,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 28,Temporada2018,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 29,Temporada2018,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 30,Temporada2018,1,1,4,"0,269639","1,3"
Athletic Bilbao,Jornada 31,Temporada2018,1,0,0,"0,230994","1,3"
Athletic Bilbao,Jornada 32,Temporada2018,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 33,Temporada2018,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 34,Temporada2018,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 35,Temporada2018,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 36,Temporada2018,1,0,6,"0,128424","1,1"
Athletic Bilbao,Jornada 37,Temporada2018,1,1,1,"0,320924","1,4"
Athletic Bilbao,Jornada 38,Temporada2018,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 1,Temporada2019,1,1,0,"0,338019","1,4"
Athletic Bilbao,Jornada 2,Temporada2019,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 3,Temporada2019,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 4,Temporada2019,0,1,4,"0,353744","1,4"
Athletic Bilbao,Jornada 5,Temporada2019,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 6,Temporada2019,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 7,Temporada2019,1,1,4,"0,269639","1,3"
Athletic Bilbao,Jornada 8,Temporada2019,1,1,1,"0,320924","1,4"
Athletic Bilbao,Jornada 9,Temporada2019,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 10,Temporada2019,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 11,Temporada2019,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 12,Temporada2019,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 13,Temporada2019,1,1,1,"0,320924","1,4"
Athletic Bilbao,Jornada 14,Temporada2019,0,1,3,"0,370839","1,4"
Athletic Bilbao,Jornada 15,Temporada2019,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 16,Temporada2019,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 17,Temporada2019,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 18,Temporada2019,0,1,3,"0,370839","1,4"
Athletic Bilbao,Jornada 19,Temporada2019,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 20,Temporada2019,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 21,Temporada2019,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 22,Temporada2019,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 23,Temporada2019,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 24,Temporada2019,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 25,Temporada2019,0,1,2,"0,387934","1,5"
Athletic Bilbao,Jornada 26,Temporada2019,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 27,Temporada2019,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 28,Temporada2019,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 29,Temporada2019,0,1,4,"0,353744","1,4"
Athletic Bilbao,Jornada 30,Temporada2019,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 31,Temporada2019,0,1,2,"0,387934","1,5"
Athletic Bilbao,Jornada 32,Temporada2019,1,1,2,"0,303829","1,4"
Athletic Bilbao,Jornada 33,Temporada2019,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 34,Temporada2019,1,1,3,"0,286734","1,3"
Athletic Bilbao,Jornada 35,Temporada2019,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 36,Temporada2019,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 37,Temporada2019,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 38,Temporada2019,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 1,Temporada2020,1,0,0,"0,230994","1,3"
Athletic Bilbao,Jornada 2,Temporada2020,1,1,1,"0,320924","1,4"
Athletic Bilbao,Jornada 3,Temporada2020,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 4,Temporada2020,0,0,0,"0,315098","1,4"
Athletic Bilbao,Jornada 5,Temporada2020,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 6,Temporada2020,0,0,5,"0,229623","1,3"
Athletic Bilbao,Jornada 7,Temporada2020,1,0,5,"0,145519","1,2"
Athletic Bilbao,Jornada 8,Temporada2020,1,0,3,"0,179709","1,2"
Athletic Bilbao,Jornada 9,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 10,Temporada2020,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 11,Temporada2020,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 12,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 13,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 14,Temporada2020,0,0,1,"0,298003","1,3"
Athletic Bilbao,Jornada 15,Temporada2020,0,0,0,"0,315098","1,4"
Athletic Bilbao,Jornada 16,Temporada2020,1,0,1,"0,213899","1,2"
Athletic Bilbao,Jornada 17,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 18,Temporada2020,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 19,Temporada2020,0,1,1,"0,405029","1,5"
Athletic Bilbao,Jornada 20,Temporada2020,0,0,4,"0,246718","1,3"
Athletic Bilbao,Jornada 21,Temporada2020,0,0,3,"0,263813","1,3"
Athletic Bilbao,Jornada 22,Temporada2020,1,0,4,"0,162614","1,2"
Athletic Bilbao,Jornada 23,Temporada2020,0,0,7,"0,195433","1,2"
Athletic Bilbao,Jornada 24,Temporada2020,0,0,6,"0,212528","1,2"
Athletic Bilbao,Jornada 25,Temporada2020,1,0,2,"0,196804","1,2"
Athletic Bilbao,Jornada 26,Temporada2020,0,0,2,"0,280908","1,3"
Athletic Bilbao,Jornada 27,Temporada2020,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Atlético Madrid,Jornada 2,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 3,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 4,Temporada2017,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 5,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 6,Temporada2017,1,1,4,"0,269639","1,3"
Atlético Madrid,Jornada 7,Temporada2017,0,0,5,"0,229623","1,3"
Atlético Madrid,Jornada 8,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 9,Temporada2017,0,0,0,"0,315098","1,4"
Atlético Madrid,Jornada 10,Temporada2017,0,1,2,"0,387934","1,5"
Atlético Madrid,Jornada 11,Temporada2017,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 12,Temporada2017,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 13,Temporada2017,0,0,5,"0,229623","1,3"
Atlético Madrid,Jornada 14,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 15,Temporada2017,0,1,3,"0,370839","1,4"
Atlético Madrid,Jornada 16,Temporada2017,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 17,Temporada2017,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 18,Temporada2017,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 19,Temporada2017,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 20,Temporada2017,1,1,1,"0,320924","1,4"
Atlético Madrid,Jornada 21,Temporada2017,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 22,Temporada2017,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 23,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 24,Temporada2017,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 25,Temporada2017,0,1,3,"0,370839","1,4"
Atlético Madrid,Jornada 26,Temporada2017,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 27,Temporada2017,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 28,Temporada2017,1,1,3,"0,286734","1,3"
Atlético Madrid,Jornada 29,Temporada2017,1,0,4,"0,162614","1,2"
Atlético Madrid,Jornada 30,Temporada2017,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 31,Temporada2017,0,0,0,"0,315098","1,4"
Atlético Madrid,Jornada 32,Temporada2017,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 33,Temporada2017,0,0,5,"0,229623","1,3"
Atlético Madrid,Jornada 34,Temporada2017,0,1,2,"0,387934","1,5"
Atlético Madrid,Jornada 35,Temporada2017,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 36,Temporada2017,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 37,Temporada2017,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 38,Temporada2017,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 1,Temporada2018,1,0,0,"0,230994","1,3"
Atlético Madrid,Jornada 2,Temporada2018,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 3,Temporada2018,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 4,Temporada2018,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 5,Temporada2018,1,1,3,"0,286734","1,3"
Atlético Madrid,Jornada 6,Temporada2018,0,0,5,"0,229623","1,3"
Atlético Madrid,Jornada 7,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 8,Temporada2018,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 9,Temporada2018,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 10,Temporada2018,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 11,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 12,Temporada2018,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 13,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 14,Temporada2018,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 15,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 16,Temporada2018,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 17,Temporada2018,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 18,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 19,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 20,Temporada2018,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 21,Temporada2018,0,0,5,"0,229623","1,3"
Atlético Madrid,Jornada 22,Temporada2018,2,1,4,"0,185535","1,2"
Atlético Madrid,Jornada 23,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 24,Temporada2018,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 25,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 26,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 27,Temporada2018,2,0,2,"0,112699","1,1"
Atlético Madrid,Jornada 28,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 29,Temporada2018,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 30,Temporada2018,1,1,4,"0,269639","1,3"
Atlético Madrid,Jornada 31,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 32,Temporada2018,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 33,Temporada2018,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 34,Temporada2018,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 35,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 36,Temporada2018,1,1,4,"0,269639","1,3"
Atlético Madrid,Jornada 37,Temporada2018,0,0,6,"0,212528","1,2"
Atlético Madrid,Jornada 38,Temporada2018,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
