Temporada,Jornada,Equipo,Jugador,Estado,Cambio,Gol,Amarilla,Roja,Asistencia,Lesion
Temporada2017,Jornada 19,Liverpool,S. Mignolet,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,R. Klavan,Titular,,0,1,0,0,0
Temporada2017,Jornada 19,Liverpool,D. Lovren,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,N. Clyne,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,J. Milner,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,J. Henderson,Titular,63,0,0,0,0,1
Temporada2017,Jornada 19,Liverpool,G. Wijnaldum,Titular,,1,0,0,0,0
Temporada2017,Jornada 19,Liverpool,E. Can,Titular,,0,1,0,0,0
Temporada2017,Jornada 19,Liverpool,A. Lallana,Titular,,0,0,0,1,0
Temporada2017,Jornada 19,Liverpool,S. Mané,Titular,89,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,R. Firmino,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,L. Karius,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,Alberto Moreno,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,Alexander-Arnold,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,Lucas Leiva,Suplente,89,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,O. Ejaria,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,D. Sturridge,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Liverpool,D. Origi,Suplente,63,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,C. Bravo,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,J. Stones,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,N. Otamendi,Titular,,0,1,0,0,0
Temporada2017,Jornada 19,Man. City,A. Kolarov,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,P. Zabaleta,Titular,86,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,Y. Touré,Titular,89,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,Fernandinho,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,K. De Bruyne,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,D. Silva,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,R. Sterling,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,S. Agüero,Titular,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,W. Caballero,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,G. Clichy,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,B. Sagna,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,J. Navas,Suplente,86,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,Fernando,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,Aleix García,Suplente,,0,0,0,0,0
Temporada2017,Jornada 19,Man. City,K. Iheanacho,Suplente,89,0,0,0,0,0
Temporada2017,Jornada 4,Liverpool,S. Mignolet,Titular,,0,0,0,0,0
Temporada2017,Jornada 4,Liverpool,J. Matip,Titular,,0,0,0,0,0
Temporada2017,Jornada 4,Liverpool,N. Clyne,Titular,,0,0,0,0,0
Temporada2017,Jornada 4,Liverpool,Lucas Leiva,Titular,,0,0,0,0,0
Temporada2017,Jornada 4,Liverpool,J. Milner,Titular,,0,0,0,1,0
Temporada2017,Jornada 4,Liverpool,J. Henderson,Titular,,0,1,0,0,0
Temporada2017,Jornada 4,Liverpool,G. Wijnaldum,Titular,77,0,0,0,1,0
