plantilla_temporada,plantilla_equipo,plantilla_dorsal,plantilla_foto,plantilla_name,plantilla_posicion,plantilla_edad,plantilla_pais,plantilla_altura,plantilla_peso,plantilla_goles,plantilla_rojas,plantilla_amarillas
Temporada2018,Liverpool,34,https://thumb.resfu.com/img_data/players/medium/32856.jpg?size=60x&5,A. Bogdan,Portero,32,https://thumb.resfu.com/media/img/1px.gif,194,90,0,0,0
Temporada2018,Liverpool,52,https://thumb.resfu.com/img_data/players/medium/47787.jpg?size=60x&5,D. Ward,Portero,26,https://thumb.resfu.com/media/img/1px.gif,180,88,0,0,0
Temporada2018,Liverpool,1,https://thumb.resfu.com/img_data/players/medium/165642.jpg?size=60x&5,L. Karius,Portero,26,https://thumb.resfu.com/media/img/1px.gif,187,75,0,0,1
Temporada2018,Liverpool,22,https://thumb.resfu.com/img_data/players/medium/4462.jpg?size=60x&5,S. Mignolet,Portero,32,https://thumb.resfu.com/media/img/1px.gif,193,87,0,0,3
Temporada2018,Liverpool,26,https://thumb.resfu.com/img_data/players/medium/160714.jpg?size=60x&5,A. Robertson,Defensa,26,https://thumb.resfu.com/media/img/1px.gif,178,64,1,0,2
Temporada2018,Liverpool,18,https://thumb.resfu.com/img_data/players/medium/117235.jpg?size=60x&5,Alberto Moreno,Defensa,27,https://thumb.resfu.com/media/img/1px.gif,171,65,0,0,1
Temporada2018,Liverpool,66,https://thumb.resfu.com/img_data/players/medium/242210.jpg?size=60x&5,Alexander-Arnold,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,175,69,1,0,3
Temporada2018,Liverpool,63,https://thumb.resfu.com/img_data/players/medium/309753.jpg?size=60x&5,C. Masterson,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,189,72,0,0,0
Temporada2018,Liverpool,6,https://thumb.resfu.com/img_data/players/medium/26966.jpg?size=60x&5,D. Lovren,Defensa,30,https://thumb.resfu.com/media/img/1px.gif,188,86,2,0,4
Temporada2018,Liverpool,12,https://thumb.resfu.com/img_data/players/medium/232599.jpg?size=60x&5,J. Gomez,Defensa,22,https://thumb.resfu.com/media/img/1px.gif,188,77,0,0,3
Temporada2018,Liverpool,32,https://thumb.resfu.com/img_data/players/medium/38741.jpg?size=60x&5,J. Matip,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,195,90,1,0,3
Temporada2018,Liverpool,2,https://thumb.resfu.com/img_data/players/medium/41180.jpg?size=60x&5,N. Clyne,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,175,69,0,0,1
Temporada2018,Liverpool,17,https://thumb.resfu.com/img_data/players/medium/138188.jpg?size=60x&5,R. Klavan,Defensa,34,https://thumb.resfu.com/media/img/1px.gif,185,77,1,0,0
Temporada2018,Liverpool,4,https://thumb.resfu.com/img_data/players/medium/107732.jpg?size=60x&5,V. Van Dijk,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,193,92,0,0,1
Temporada2018,Liverpool,20,https://thumb.resfu.com/img_data/players/medium/69694.jpg?size=60x&5,A. Lallana,Centrocampista,31,https://thumb.resfu.com/media/img/1px.gif,173,73,0,0,1
Temporada2018,Liverpool,21,https://thumb.resfu.com/img_data/players/medium/69699.jpg?size=60x&5,A. Oxlade-Chamberlain,Centrocampista,26,https://thumb.resfu.com/media/img/1px.gif,180,70,3,0,3
Temporada2018,Liverpool,48,https://thumb.resfu.com/img_data/players/medium/427721.jpg?size=60x&5,C. Jones,Centrocampista,19,https://thumb.resfu.com/media/img/1px.gif,185,-,0,0,0
Temporada2018,Liverpool,23,https://thumb.resfu.com/img_data/players/medium/141779.jpg?size=60x&5,E. Can,Centrocampista,26,https://thumb.resfu.com/media/img/1px.gif,184,82,3,0,8
Temporada2018,Liverpool,5,https://thumb.resfu.com/img_data/players/medium/1652.jpg?size=60x&5,G. Wijnaldum,Centrocampista,29,https://thumb.resfu.com/media/img/1px.gif,175,69,1,0,1
Temporada2018,Liverpool,14,https://thumb.resfu.com/img_data/players/medium/35943.jpg?size=60x&5,J. Henderson,Centrocampista,29,https://thumb.resfu.com/media/img/1px.gif,184,67,1,0,1
Temporada2018,Liverpool,7,https://thumb.resfu.com/img_data/players/medium/30652.jpg?size=60x&5,J. Milner,Centrocampista,34,https://thumb.resfu.com/media/img/1px.gif,175,70,0,0,3
Temporada2018,Liverpool,58,https://thumb.resfu.com/img_data/players/medium/319493.jpg?size=60x&5,B. Woodburn,Delantero,20,https://thumb.resfu.com/media/img/1px.gif,174,72,0,0,0
