Temporada,Jornada,Equipo,Jugador,Estado,Cambio,Gol,Amarilla,Roja,Asistencia,Lesion
Temporada2019,Jornada 8,Liverpool,Alisson,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,V. Van Dijk,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,D. Lovren,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,A. Robertson,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,J. Gomez,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,J. Henderson,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,G. Wijnaldum,Titular,,0,1,0,0,0
Temporada2019,Jornada 8,Liverpool,J. Milner,Titular,29,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,S. Mané,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,R. Firmino,Titular,72,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,M. Salah,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,S. Mignolet,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,J. Matip,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,Alexander-Arnold,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,N. Keïta,Suplente,29,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,Fabinho,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,D. Sturridge,Suplente,72,0,0,0,0,0
Temporada2019,Jornada 8,Liverpool,X. Shaqiri,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,Ederson,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,A. Laporte,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,J. Stones,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,B. Mendy,Titular,,0,1,0,0,0
Temporada2019,Jornada 8,Man. City,K. Walker,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,Fernandinho,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,D. Silva,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,Bernardo Silva,Titular,,0,1,0,0,0
Temporada2019,Jornada 8,Man. City,R. Sterling,Titular,76,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,S. Agüero,Titular,66,0,1,0,0,0
Temporada2019,Jornada 8,Man. City,R. Mahrez,Titular,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,A. Muric,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,Danilo,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,V. Kompany,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,N. Otamendi,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,P. Foden,Suplente,,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,Gabriel Jesus,Suplente,66,0,0,0,0,0
Temporada2019,Jornada 8,Man. City,L. Sané,Suplente,76,0,0,0,0,0
Temporada2019,Jornada 24,Liverpool,Alisson,Titular,,0,0,0,0,0
