TEMPORADA,JORNADA,REFERIDO,LOCAL,VISITANTE,RESULTADO,RIVALIDAD,ROTACION TITULARES,ROTACION SUPLENTES,ROTACION PORTEROS,ROTACION DEFENSAS,ROTACION MEDIOS,ROTACION DELANTEROS,DIAS DESCANSO
Temporada2020,Jornada 33,VISITANTE,Man. Utd,AFC Bournemouth,13:30,13,11,7,1,0,0,0,7
Temporada2020,Jornada 33,LOCAL,Newcastle,West Ham,21:00,-3,11,7,1,0,0,0,6
Temporada2020,Jornada 33,VISITANTE,Newcastle,West Ham,21:00,3,11,7,1,0,0,0,5
Temporada2020,Jornada 33,LOCAL,Norwich City,Brighton Hove A.,16:00,5,11,7,1,0,0,0,7
Temporada2020,Jornada 33,VISITANTE,Norwich City,Brighton Hove A.,16:00,-5,11,7,1,0,0,0,7
Temporada2020,Jornada 33,LOCAL,Southampton,Man. City,16:00,12,11,7,1,0,0,0,7
Temporada2020,Jornada 33,VISITANTE,Southampton,Man. City,16:00,-12,11,7,1,0,0,0,6
Temporada2020,Jornada 33,LOCAL,Tottenham,Everton,18:30,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 33,VISITANTE,Tottenham,Everton,18:30,4,11,7,1,0,0,0,5
Temporada2020,Jornada 33,LOCAL,Wolves,Arsenal,21:00,-3,11,7,1,0,0,0,9
Temporada2020,Jornada 33,VISITANTE,Wolves,Arsenal,21:00,3,11,7,1,0,0,0,9
Temporada2020,Jornada 34,LOCAL,Arsenal,Leicester,18:30,6,11,7,1,0,0,0,5
Temporada2020,Jornada 34,VISITANTE,Arsenal,Leicester,18:30,-6,11,7,1,0,0,0,7
Temporada2020,Jornada 34,LOCAL,Aston Villa,Man. Utd,17:30,14,11,7,1,0,0,0,7
Temporada2020,Jornada 34,VISITANTE,Aston Villa,Man. Utd,17:30,-14,11,7,1,0,0,0,8
Temporada2020,Jornada 34,LOCAL,AFC Bournemouth,Tottenham,16:00,10,11,7,1,0,0,0,7
Temporada2020,Jornada 34,VISITANTE,AFC Bournemouth,Tottenham,16:00,-10,11,7,1,0,0,0,7
Temporada2020,Jornada 34,LOCAL,Brighton Hove A.,Liverpool,21:00,14,11,7,1,0,0,0,9
Temporada2020,Jornada 34,VISITANTE,Brighton Hove A.,Liverpool,21:00,-14,11,7,1,0,0,0,8
Temporada2020,Jornada 34,LOCAL,Crystal Palace,Chelsea,13:30,7,11,7,1,0,0,0,7
Temporada2020,Jornada 34,VISITANTE,Crystal Palace,Chelsea,13:30,-7,11,7,1,0,0,0,6
Temporada2020,Jornada 34,LOCAL,Everton,Southampton,16:00,-2,11,7,1,0,0,0,7
Temporada2020,Jornada 34,VISITANTE,Everton,Southampton,16:00,2,11,7,1,0,0,0,7
Temporada2020,Jornada 34,LOCAL,Man. City,Newcastle,16:00,-11,11,7,1,0,0,0,7
Temporada2020,Jornada 34,VISITANTE,Man. City,Newcastle,16:00,11,11,7,1,0,0,0,8
Temporada2020,Jornada 34,LOCAL,Sheffield United,Wolves,15:00,1,11,7,1,0,0,0,8
Temporada2020,Jornada 34,VISITANTE,Sheffield United,Wolves,15:00,-1,11,7,1,0,0,0,6
Temporada2020,Jornada 34,LOCAL,Watford,Norwich City,16:00,-3,11,7,1,0,0,0,6
Temporada2020,Jornada 34,VISITANTE,Watford,Norwich City,16:00,3,11,7,1,0,0,0,7
Temporada2020,Jornada 34,LOCAL,West Ham,Burnley,16:00,6,11,7,1,0,0,0,8
Temporada2020,Jornada 34,VISITANTE,West Ham,Burnley,16:00,-6,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Aston Villa,Crystal Palace,21:00,8,11,7,1,0,0,0,8
Temporada2020,Jornada 35,VISITANTE,Aston Villa,Crystal Palace,21:00,-8,11,7,1,0,0,0,9
Temporada2020,Jornada 35,LOCAL,AFC Bournemouth,Leicester,16:00,15,11,7,1,0,0,0,7
Temporada2020,Jornada 35,VISITANTE,AFC Bournemouth,Leicester,16:00,-15,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Brighton Hove A.,Man. City,18:30,13,11,7,1,0,0,0,5
Temporada2020,Jornada 35,VISITANTE,Brighton Hove A.,Man. City,18:30,-13,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Liverpool,Burnley,13:30,-9,11,7,1,0,0,0,5
Temporada2020,Jornada 35,VISITANTE,Liverpool,Burnley,13:30,9,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Man. Utd,Southampton,16:00,-9,11,7,1,0,0,0,6
Temporada2020,Jornada 35,VISITANTE,Man. Utd,Southampton,16:00,9,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Norwich City,West Ham,16:00,4,11,7,1,0,0,0,7
Temporada2020,Jornada 35,VISITANTE,Norwich City,West Ham,16:00,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Sheffield United,Chelsea,15:00,3,11,7,1,0,0,0,7
Temporada2020,Jornada 35,VISITANTE,Sheffield United,Chelsea,15:00,-3,11,7,1,0,0,0,8
Temporada2020,Jornada 35,LOCAL,Tottenham,Arsenal,17:30,-1,11,7,1,0,0,0,8
Temporada2020,Jornada 35,VISITANTE,Tottenham,Arsenal,17:30,1,11,7,1,0,0,0,8
Temporada2020,Jornada 35,LOCAL,Watford,Newcastle,16:00,4,11,7,1,0,0,0,7
Temporada2020,Jornada 35,VISITANTE,Watford,Newcastle,16:00,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 35,LOCAL,Wolves,Everton,16:00,-6,11,7,1,0,0,0,6
Temporada2020,Jornada 35,VISITANTE,Wolves,Everton,16:00,6,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Arsenal,Liverpool,16:00,8,11,7,1,0,0,0,6
Temporada2020,Jornada 36,VISITANTE,Arsenal,Liverpool,16:00,-8,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Burnley,Wolves,16:00,4,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Burnley,Wolves,16:00,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Chelsea,Norwich City,16:00,-16,11,7,1,0,0,0,6
Temporada2020,Jornada 36,VISITANTE,Chelsea,Norwich City,16:00,16,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Crystal Palace,Man. Utd,16:00,6,11,7,1,0,0,0,5
Temporada2020,Jornada 36,VISITANTE,Crystal Palace,Man. Utd,16:00,-6,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Everton,Aston Villa,16:00,-7,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Everton,Aston Villa,16:00,7,11,7,1,0,0,0,5
Temporada2020,Jornada 36,LOCAL,Leicester,Sheffield United,16:00,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Leicester,Sheffield United,16:00,4,11,7,1,0,0,0,6
Temporada2020,Jornada 36,LOCAL,Man. City,AFC Bournemouth,16:00,-16,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Man. City,AFC Bournemouth,16:00,16,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,Newcastle,Tottenham,16:00,5,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Newcastle,Tottenham,16:00,-5,11,7,1,0,0,0,6
Temporada2020,Jornada 36,LOCAL,Southampton,Brighton Hove A.,16:00,-1,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,Southampton,Brighton Hove A.,16:00,1,11,7,1,0,0,0,7
Temporada2020,Jornada 36,LOCAL,West Ham,Watford,16:00,-1,11,7,1,0,0,0,7
Temporada2020,Jornada 36,VISITANTE,West Ham,Watford,16:00,1,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Aston Villa,Arsenal,16:00,10,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Aston Villa,Arsenal,16:00,-10,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,AFC Bournemouth,Southampton,16:00,4,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,AFC Bournemouth,Southampton,16:00,-4,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Brighton Hove A.,Newcastle,16:00,2,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Brighton Hove A.,Newcastle,16:00,-2,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Liverpool,Chelsea,16:00,-3,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Liverpool,Chelsea,16:00,3,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Man. Utd,West Ham,16:00,-11,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Man. Utd,West Ham,16:00,11,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Norwich City,Burnley,16:00,10,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Norwich City,Burnley,16:00,-10,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Sheffield United,Everton,16:00,-5,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Sheffield United,Everton,16:00,5,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Tottenham,Leicester,16:00,5,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Tottenham,Leicester,16:00,-5,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Watford,Man. City,16:00,15,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Watford,Man. City,16:00,-15,11,7,1,0,0,0,7
Temporada2020,Jornada 37,LOCAL,Wolves,Crystal Palace,16:00,-5,11,7,1,0,0,0,7
Temporada2020,Jornada 37,VISITANTE,Wolves,Crystal Palace,16:00,5,11,7,1,0,0,0,7
Temporada2020,Jornada 38,LOCAL,Arsenal,Watford,16:00,-8,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Arsenal,Watford,16:00,8,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Burnley,Brighton Hove A.,16:00,-5,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Burnley,Brighton Hove A.,16:00,5,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Chelsea,Wolves,16:00,-2,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Chelsea,Wolves,16:00,2,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Crystal Palace,Tottenham,16:00,3,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Crystal Palace,Tottenham,16:00,-3,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Everton,AFC Bournemouth,16:00,-6,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Everton,AFC Bournemouth,16:00,6,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Leicester,Man. Utd,16:00,-2,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Leicester,Man. Utd,16:00,2,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Man. City,Norwich City,16:00,-18,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Man. City,Norwich City,16:00,18,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Newcastle,Liverpool,16:00,12,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Newcastle,Liverpool,16:00,-12,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,Southampton,Sheffield United,16:00,7,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,Southampton,Sheffield United,16:00,-7,11,7,1,0,0,0,8
Temporada2020,Jornada 38,LOCAL,West Ham,Aston Villa,16:00,-3,11,7,1,0,0,0,8
Temporada2020,Jornada 38,VISITANTE,West Ham,Aston Villa,16:00,3,11,7,1,0,0,0,8
Temporada2019,Jornada 1,LOCAL,Arsenal,Man. City,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Arsenal,Man. City,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,AFC Bournemouth,Cardiff City,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,AFC Bournemouth,Cardiff City,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Fulham,Crystal Palace,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Fulham,Crystal Palace,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Wolves,Everton,EMPATADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Wolves,Everton,EMPATADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Watford,Brighton Hove A.,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Watford,Brighton Hove A.,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Southampton,Burnley,EMPATADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Southampton,Burnley,EMPATADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Newcastle,Tottenham,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Newcastle,Tottenham,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Man. Utd,Leicester,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Man. Utd,Leicester,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Liverpool,West Ham,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Liverpool,West Ham,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,LOCAL,Huddersfiel,Chelsea,PERDIDO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 1,VISITANTE,Huddersfiel,Chelsea,GANADO,0,0,0,0,0,0,0,0
Temporada2019,Jornada 2,LOCAL,Brighton Hove A.,Man. Utd,GANADO,9,11,7,1,0,0,0,8
Temporada2019,Jornada 2,VISITANTE,Brighton Hove A.,Man. Utd,PERDIDO,-9,3,4,0,1,1,2,9
Temporada2019,Jornada 2,LOCAL,Burnley,Watford,PERDIDO,5,0,2,0,0,0,0,7
Temporada2019,Jornada 2,VISITANTE,Burnley,Watford,GANADO,-5,0,0,0,0,0,0,8
Temporada2019,Jornada 2,LOCAL,Cardiff City,Newcastle,EMPATADO,3,4,4,0,1,3,2,7
Temporada2019,Jornada 2,VISITANTE,Cardiff City,Newcastle,EMPATADO,-3,1,3,0,1,0,0,7
Temporada2019,Jornada 2,LOCAL,Chelsea,Arsenal,GANADO,-13,0,2,0,0,0,0,7
Temporada2019,Jornada 2,VISITANTE,Chelsea,Arsenal,PERDIDO,13,2,2,0,1,2,1,6
Temporada2019,Jornada 2,LOCAL,Crystal Palace,Liverpool,PERDIDO,3,0,3,0,0,0,0,9
Temporada2019,Jornada 2,VISITANTE,Crystal Palace,Liverpool,GANADO,-3,0,3,0,0,0,0,8
Temporada2019,Jornada 2,LOCAL,Everton,Southampton,GANADO,-3,11,7,1,4,3,3,7
Temporada2019,Jornada 2,VISITANTE,Everton,Southampton,PERDIDO,3,11,7,1,3,4,1,6
Temporada2019,Jornada 2,LOCAL,Leicester,Wolves,GANADO,3,4,4,0,1,2,1,8
Temporada2019,Jornada 2,VISITANTE,Leicester,Wolves,PERDIDO,-3,0,3,0,0,0,0,7
Temporada2019,Jornada 2,LOCAL,Man. City,Huddersfiel,GANADO,5,3,3,0,1,1,2,7
Temporada2019,Jornada 2,VISITANTE,Man. City,Huddersfiel,PERDIDO,-5,11,7,1,0,0,0,8
Temporada2019,Jornada 2,LOCAL,Tottenham,Fulham,GANADO,-10,11,7,1,0,0,0,7
Temporada2019,Jornada 2,VISITANTE,Tottenham,Fulham,PERDIDO,10,3,4,0,1,1,1,7
Temporada2019,Jornada 2,LOCAL,West Ham,AFC Bournemouth,PERDIDO,17,3,3,0,1,2,1,6
Temporada2019,Jornada 2,VISITANTE,West Ham,AFC Bournemouth,GANADO,-17,0,2,0,0,0,0,7
Temporada2019,Jornada 3,LOCAL,Arsenal,West Ham,GANADO,-2,1,1,0,0,1,0,7
Temporada2019,Jornada 3,VISITANTE,Arsenal,West Ham,PERDIDO,2,4,3,0,2,2,1,7
Temporada2019,Jornada 3,LOCAL,AFC Bournemouth,Everton,EMPATADO,-1,0,2,0,0,0,0,7
Temporada2019,Jornada 3,VISITANTE,AFC Bournemouth,Everton,EMPATADO,1,11,7,1,3,3,3,7
Temporada2019,Jornada 3,LOCAL,Fulham,Burnley,GANADO,3,5,6,1,1,2,2,8
Temporada2019,Jornada 3,VISITANTE,Fulham,Burnley,PERDIDO,-3,0,1,0,0,0,0,7
Temporada2019,Jornada 3,LOCAL,Huddersfiel,Cardiff City,EMPATADO,-16,11,7,1,0,0,0,6
Temporada2019,Jornada 3,VISITANTE,Huddersfiel,Cardiff City,EMPATADO,16,1,3,0,0,1,1,7
Temporada2019,Jornada 3,LOCAL,Liverpool,Brighton Hove A.,GANADO,-9,0,0,0,0,0,0,5
Temporada2019,Jornada 3,VISITANTE,Liverpool,Brighton Hove A.,PERDIDO,9,11,7,1,0,0,0,6
Temporada2019,Jornada 3,LOCAL,Man. Utd,Tottenham,PERDIDO,4,6,4,0,2,3,1,8
Temporada2019,Jornada 3,VISITANTE,Man. Utd,Tottenham,GANADO,-4,11,7,1,0,0,0,9
Temporada2019,Jornada 3,LOCAL,Newcastle,Chelsea,PERDIDO,9,6,5,0,3,2,2,8
Temporada2019,Jornada 3,VISITANTE,Newcastle,Chelsea,GANADO,-9,2,3,0,0,1,1,8
Temporada2019,Jornada 3,LOCAL,Southampton,Leicester,PERDIDO,5,11,7,1,2,3,3,7
Temporada2019,Jornada 3,VISITANTE,Southampton,Leicester,GANADO,-5,3,4,0,1,1,1,7
Temporada2019,Jornada 3,LOCAL,Watford,Crystal Palace,GANADO,-6,0,0,0,0,0,0,7
Temporada2019,Jornada 3,VISITANTE,Watford,Crystal Palace,PERDIDO,6,2,3,0,2,0,0,6
Temporada2019,Jornada 3,LOCAL,Wolves,Man. City,EMPATADO,13,0,2,0,0,0,0,7
Temporada2019,Jornada 3,VISITANTE,Wolves,Man. City,EMPATADO,-13,2,4,0,1,0,1,6
Temporada2019,Jornada 4,LOCAL,Brighton Hove A.,Fulham,EMPATADO,1,11,7,1,0,0,0,4
Temporada2019,Jornada 4,VISITANTE,Brighton Hove A.,Fulham,EMPATADO,-1,2,3,0,1,1,0,4
Temporada2019,Jornada 4,LOCAL,Burnley,Man. Utd,PERDIDO,5,3,4,0,2,1,1,7
Temporada2019,Jornada 4,VISITANTE,Burnley,Man. Utd,GANADO,-5,3,4,0,1,2,1,6
Temporada2019,Jornada 4,LOCAL,Cardiff City,Arsenal,PERDIDO,6,3,4,1,0,1,2,5
Temporada2019,Jornada 4,VISITANTE,Cardiff City,Arsenal,GANADO,-6,2,1,0,0,1,1,8
Temporada2019,Jornada 4,LOCAL,Chelsea,AFC Bournemouth,GANADO,-3,1,1,0,0,0,1,6
Temporada2019,Jornada 4,VISITANTE,Chelsea,AFC Bournemouth,PERDIDO,3,3,3,0,2,2,0,4
Temporada2019,Jornada 4,LOCAL,Crystal Palace,Southampton,PERDIDO,-7,11,7,1,4,3,3,4
Temporada2019,Jornada 4,VISITANTE,Crystal Palace,Southampton,GANADO,7,11,7,1,2,3,3,4
Temporada2019,Jornada 4,LOCAL,Everton,Huddersfiel,EMPATADO,8,4,6,0,2,1,1,3
Temporada2019,Jornada 4,VISITANTE,Everton,Huddersfiel,EMPATADO,-8,11,7,1,0,0,0,7
Temporada2019,Jornada 4,LOCAL,Leicester,Liverpool,PERDIDO,6,2,3,0,0,1,1,4
Temporada2019,Jornada 4,VISITANTE,Leicester,Liverpool,GANADO,-6,1,1,0,0,1,0,7
Temporada2019,Jornada 4,LOCAL,Man. City,Newcastle,GANADO,-11,3,4,0,1,1,2,7
Temporada2019,Jornada 4,VISITANTE,Man. City,Newcastle,PERDIDO,11,3,2,0,1,1,1,3
Temporada2019,Jornada 4,LOCAL,Watford,Tottenham,GANADO,2,0,1,0,0,0,0,4
Temporada2019,Jornada 4,VISITANTE,Watford,Tottenham,PERDIDO,-2,11,7,1,0,0,0,6
Temporada2019,Jornada 4,LOCAL,West Ham,Wolves,PERDIDO,6,1,1,0,1,0,0,4
Temporada2019,Jornada 4,VISITANTE,West Ham,Wolves,GANADO,-6,0,2,0,0,0,0,4
Temporada2019,Jornada 5,LOCAL,AFC Bournemouth,Leicester,GANADO,-2,1,2,0,1,1,0,14
Temporada2019,Jornada 5,VISITANTE,AFC Bournemouth,Leicester,PERDIDO,2,1,2,0,0,1,1,14
Temporada2019,Jornada 5,LOCAL,Chelsea,Cardiff City,GANADO,-14,2,3,0,0,0,2,14
Temporada2019,Jornada 5,VISITANTE,Chelsea,Cardiff City,PERDIDO,14,0,2,0,0,0,0,13
Temporada2019,Jornada 5,LOCAL,Everton,West Ham,PERDIDO,-13,2,4,0,1,1,0,15
Temporada2019,Jornada 5,VISITANTE,Everton,West Ham,GANADO,13,6,6,0,2,4,1,15
Temporada2019,Jornada 5,LOCAL,Huddersfiel,Crystal Palace,PERDIDO,-15,11,7,1,0,0,0,14
Temporada2019,Jornada 5,VISITANTE,Huddersfiel,Crystal Palace,GANADO,15,11,7,1,4,3,3,14
Temporada2019,Jornada 5,LOCAL,Man. City,Fulham,GANADO,-9,4,4,0,2,1,2,14
Temporada2019,Jornada 5,VISITANTE,Man. City,Fulham,PERDIDO,9,3,4,0,2,1,0,14
Temporada2019,Jornada 5,LOCAL,Newcastle,Arsenal,PERDIDO,9,4,5,0,1,2,1,14
Temporada2019,Jornada 5,VISITANTE,Newcastle,Arsenal,GANADO,-9,0,0,0,0,0,0,13
Temporada2019,Jornada 5,LOCAL,Southampton,Brighton Hove A.,EMPATADO,-2,11,7,1,2,3,3,16
Temporada2019,Jornada 5,VISITANTE,Southampton,Brighton Hove A.,EMPATADO,2,11,7,1,0,0,0,16
Temporada2019,Jornada 5,LOCAL,Tottenham,Liverpool,PERDIDO,4,11,7,1,0,0,0,13
Temporada2019,Jornada 5,VISITANTE,Tottenham,Liverpool,GANADO,-4,1,2,0,0,1,0,14
Temporada2019,Jornada 5,LOCAL,Watford,Man. Utd,PERDIDO,-7,0,0,0,0,0,0,13
Temporada2019,Jornada 5,VISITANTE,Watford,Man. Utd,GANADO,7,1,3,0,1,1,0,13
Temporada2019,Jornada 5,LOCAL,Wolves,Burnley,GANADO,-8,0,2,0,0,0,0,15
Temporada2019,Jornada 5,VISITANTE,Wolves,Burnley,PERDIDO,8,3,2,0,0,2,2,14
Temporada2019,Jornada 6,LOCAL,Arsenal,Everton,GANADO,-3,1,2,0,0,1,0,3
Temporada2019,Jornada 6,VISITANTE,Arsenal,Everton,PERDIDO,3,3,3,0,1,1,1,7
Temporada2019,Jornada 6,LOCAL,Brighton Hove A.,Tottenham,PERDIDO,8,11,7,1,0,0,0,5
Temporada2019,Jornada 6,VISITANTE,Brighton Hove A.,Tottenham,GANADO,-8,11,7,1,0,0,0,4
Temporada2019,Jornada 6,LOCAL,Burnley,AFC Bournemouth,GANADO,15,3,4,0,1,1,1,6
Temporada2019,Jornada 6,VISITANTE,Burnley,AFC Bournemouth,PERDIDO,-15,1,3,0,0,1,0,7
Temporada2019,Jornada 6,LOCAL,Cardiff City,Man. City,PERDIDO,14,2,5,0,2,0,0,7
Temporada2019,Jornada 6,VISITANTE,Cardiff City,Man. City,GANADO,-14,1,4,0,0,1,0,3
Temporada2019,Jornada 6,LOCAL,Crystal Palace,Newcastle,EMPATADO,-7,0,2,0,0,0,0,7
Temporada2019,Jornada 6,VISITANTE,Crystal Palace,Newcastle,EMPATADO,7,3,3,0,0,2,1,7
Temporada2019,Jornada 6,LOCAL,Fulham,Watford,EMPATADO,11,2,4,0,2,0,0,7
Temporada2019,Jornada 6,VISITANTE,Fulham,Watford,EMPATADO,-11,0,0,0,0,0,0,7
Temporada2019,Jornada 6,LOCAL,Leicester,Huddersfiel,GANADO,11,3,4,0,2,1,1,7
Temporada2019,Jornada 6,VISITANTE,Leicester,Huddersfiel,PERDIDO,-11,11,7,1,0,0,0,7
Temporada2019,Jornada 6,LOCAL,Liverpool,Southampton,GANADO,-11,11,7,1,4,3,3,4
Temporada2019,Jornada 6,VISITANTE,Liverpool,Southampton,PERDIDO,11,11,7,1,2,3,3,5
Temporada2019,Jornada 6,LOCAL,Man. Utd,Wolves,EMPATADO,-1,2,3,0,1,2,0,3
Temporada2019,Jornada 6,VISITANTE,Man. Utd,Wolves,EMPATADO,1,0,2,0,0,0,0,6
Temporada2019,Jornada 6,LOCAL,West Ham,Chelsea,EMPATADO,15,1,1,0,0,1,1,7
Temporada2019,Jornada 6,VISITANTE,West Ham,Chelsea,EMPATADO,-15,1,4,0,0,0,1,3
Temporada2019,Jornada 7,LOCAL,Arsenal,Watford,GANADO,2,1,2,0,1,0,0,3
Temporada2019,Jornada 7,VISITANTE,Arsenal,Watford,PERDIDO,-2,1,0,0,1,0,0,3
Temporada2019,Jornada 7,LOCAL,AFC Bournemouth,Crystal Palace,GANADO,-3,2,5,0,1,1,0,6
Temporada2019,Jornada 7,VISITANTE,AFC Bournemouth,Crystal Palace,PERDIDO,3,1,3,0,0,1,0,6
Temporada2019,Jornada 7,LOCAL,Cardiff City,Burnley,PERDIDO,3,4,6,1,1,1,2,8
Temporada2019,Jornada 7,VISITANTE,Cardiff City,Burnley,GANADO,-3,0,1,0,0,0,0,5
Temporada2019,Jornada 7,LOCAL,Chelsea,Liverpool,EMPATADO,2,0,3,0,0,0,0,3
Temporada2019,Jornada 7,VISITANTE,Chelsea,Liverpool,EMPATADO,-2,11,7,1,4,3,3,3
Temporada2019,Jornada 7,LOCAL,Everton,Fulham,GANADO,-3,0,1,0,0,0,0,6
Temporada2019,Jornada 7,VISITANTE,Everton,Fulham,PERDIDO,3,4,3,0,3,1,0,4
Temporada2019,Jornada 7,LOCAL,Huddersfiel,Tottenham,PERDIDO,-5,11,7,1,0,0,0,7
Temporada2019,Jornada 7,VISITANTE,Huddersfiel,Tottenham,GANADO,5,11,7,1,0,0,0,3
Temporada2019,Jornada 7,LOCAL,Man. City,Brighton Hove A.,GANADO,-11,2,4,0,1,2,0,4
Temporada2019,Jornada 7,VISITANTE,Man. City,Brighton Hove A.,PERDIDO,11,11,7,1,0,0,0,7
Temporada2019,Jornada 7,LOCAL,Newcastle,Leicester,PERDIDO,9,3,4,0,2,1,1,7
Temporada2019,Jornada 7,VISITANTE,Newcastle,Leicester,GANADO,-9,2,3,0,2,0,1,4
Temporada2019,Jornada 7,LOCAL,West Ham,Man. Utd,GANADO,10,1,2,0,0,1,1,3
Temporada2019,Jornada 7,VISITANTE,West Ham,Man. Utd,PERDIDO,-10,4,5,0,0,3,2,4
Temporada2019,Jornada 7,LOCAL,Wolves,Southampton,GANADO,-4,11,7,1,5,2,3,4
Temporada2019,Jornada 7,VISITANTE,Wolves,Southampton,PERDIDO,4,11,7,1,0,0,0,7
Temporada2019,Jornada 8,LOCAL,Brighton Hove A.,West Ham,GANADO,1,11,7,1,0,0,0,6
Temporada2019,Jornada 8,VISITANTE,Brighton Hove A.,West Ham,PERDIDO,-1,0,4,0,0,0,0,6
Temporada2019,Jornada 8,LOCAL,Burnley,Huddersfiel,EMPATADO,12,1,2,0,0,0,1,6
