Temporada,Jornada,Equipo,Jugador,Estado,Cambio,Gol,Amarilla,Roja,Asistencia,Lesion
Temporada2019,Jornada 26,Real Madrid,T. Courtois,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,Sergio Ramos,Titular,,0,1,0,0,0
Temporada2019,Jornada 26,Real Madrid,R. Varane,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,Reguilón,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,D. Carvajal,Titular,,0,1,0,0,0
Temporada2019,Jornada 26,Real Madrid,Casemiro,Titular,75,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,T. Kroos,Titular,55,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,L. Modrić,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,Vinicius Jr.,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,K. Benzema,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,G. Bale,Titular,61,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,K. Navas,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,Marcelo,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,D. Ceballos,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,Isco,Suplente,75,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,F. Valverde,Suplente,55,0,0,0,0,0
Temporada2019,Jornada 26,Real Madrid,M. Asensio,Suplente,61,0,1,0,0,0
Temporada2019,Jornada 26,Real Madrid,Lucas Vázquez,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,M. Ter Stegen,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,C. Lenglet,Titular,,0,1,0,0,0
Temporada2019,Jornada 26,Barcelona,G. Piqué,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,Jordi Alba,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,Sergi Roberto,Titular,,0,0,0,1,0
Temporada2019,Jornada 26,Barcelona,S. Busquets,Titular,92,0,1,0,0,0
Temporada2019,Jornada 26,Barcelona,Arthur,Titular,71,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,I. Rakitić,Titular,,1,0,0,0,0
Temporada2019,Jornada 26,Barcelona,O. Dembélé,Titular,78,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,L. Suárez,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,L. Messi,Titular,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,J. Cillessen,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,S. Umtiti,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,N. Semedo,Suplente,92,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,P. Coutinho,Suplente,78,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,C. Aleñá,Suplente,,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,A. Vidal,Suplente,71,0,0,0,0,0
Temporada2019,Jornada 26,Barcelona,Malcom,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,K. Navas,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Nacho,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Sergio Ramos,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Marcelo,Titular,,0,1,0,0,0
Temporada2019,Jornada 1,Real Madrid,D. Carvajal,Titular,,1,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,T. Kroos,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Isco,Titular,58,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,D. Ceballos,Titular,71,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,M. Asensio,Titular,,0,0,0,1,0
Temporada2019,Jornada 1,Real Madrid,K. Benzema,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,G. Bale,Titular,76,1,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,T. Courtois,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,R. Varane,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Casemiro,Suplente,58,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,L. Modrić,Suplente,71,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Vinicius Jr.,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Real Madrid,Lucas Vázquez,Suplente,76,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,David Soria,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,D. Djené,Titular,,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,Bruno,Titular,,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,L. Cabrera,Titular,,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,Damián Suárez,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,G. Shibasaki,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,M. Arambarri,Titular,,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,N. Maksimović,Titular,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,F. Portillo,Titular,64,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,Amath,Titular,58,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,Jorge Molina,Titular,71,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,L. Chichizola,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,V. Antunes,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,I. Miquel,Suplente,,0,0,0,0,0
Temporada2019,Jornada 1,Getafe,J. Mata,Suplente,58,0,1,0,0,0
Temporada2019,Jornada 1,Getafe,Ángel,Suplente,71,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,T. Courtois,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Sergio Ramos,Titular,,0,1,0,0,0
Temporada2019,Jornada 7,Real Madrid,R. Varane,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Nacho,Titular,,0,1,0,0,0
Temporada2019,Jornada 7,Real Madrid,D. Carvajal,Titular,,0,1,0,0,0
Temporada2019,Jornada 7,Real Madrid,Casemiro,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,T. Kroos,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,L. Modrić,Titular,82,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,M. Asensio,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,K. Benzema,Titular,88,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,G. Bale,Titular,46,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,K. Navas,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Reguilón,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,D. Ceballos,Suplente,46,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Marcos Llorente,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Lucas Vázquez,Suplente,82,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Vinicius Jr.,Suplente,88,0,0,0,0,0
Temporada2019,Jornada 7,Real Madrid,Mariano,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,J. Oblak,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,D. Godín,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,J. Giménez,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Filipe Luis,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Juanfran,Titular,,0,1,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Saúl,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Rodrigo,Titular,84,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Koke,Titular,,0,1,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,T. Lemar,Titular,60,0,1,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,A. Griezmann,Titular,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Diego Costa,Titular,69,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,A. Adán,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Lucas Hernández,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,S. Arias,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Thomas,Suplente,69,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Vitolo,Suplente,,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,N. Kalinić,Suplente,84,0,0,0,0,0
Temporada2019,Jornada 7,Atlético Madrid,Á. Correa,Suplente,60,0,1,0,0,0
Temporada2019,Jornada 20,Real Madrid,T. Courtois,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,R. Varane,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Sergio Ramos,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Reguilón,Titular,,0,0,0,1,0
Temporada2019,Jornada 20,Real Madrid,D. Carvajal,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Casemiro,Titular,,1,1,0,0,0
Temporada2019,Jornada 20,Real Madrid,D. Ceballos,Titular,88,0,1,0,0,0
Temporada2019,Jornada 20,Real Madrid,L. Modrić,Titular,,1,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Vinicius Jr.,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,K. Benzema,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Lucas Vázquez,Titular,77,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,L. Zidane,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Nacho,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Marcelo,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Brahim,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,F. Valverde,Suplente,88,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Isco,Suplente,77,0,0,0,0,0
Temporada2019,Jornada 20,Real Madrid,Cristo González,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,T. Vaclík,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,S. Kjaer,Titular,,0,1,0,0,0
Temporada2019,Jornada 20,Sevilla,Sergi Gómez,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,D. Carriço,Titular,,0,1,0,0,0
Temporada2019,Jornada 20,Sevilla,S. Escudero,Titular,86,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,J. Navas,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,F. Vázquez,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,É. Banega,Titular,,0,1,0,0,0
Temporada2019,Jornada 20,Sevilla,P. Sarabia,Titular,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,André Silva,Titular,75,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,W. Ben Yedder,Titular,71,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,J. Soriano,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,G. Mercado,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,I. Amadou,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,Aleix Vidal,Suplente,,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,Q. Promes,Suplente,71,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,Bryan Gil,Suplente,86,0,0,0,0,0
Temporada2019,Jornada 20,Sevilla,Munir,Suplente,75,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,T. Courtois,Titular,,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,Sergio Ramos,Titular,,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,R. Varane,Titular,,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,Marcelo,Titular,77,0,1,0,0,0
Temporada2019,Jornada 18,Real Madrid,D. Carvajal,Titular,,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,Casemiro,Titular,57,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,T. Kroos,Titular,80,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,L. Modrić,Titular,,0,1,0,0,0
Temporada2019,Jornada 18,Real Madrid,Vinicius Jr.,Titular,,0,0,0,0,0
Temporada2019,Jornada 18,Real Madrid,K. Benzema,Titular,,0,0,0,0,0
