plantilla_temporada,plantilla_equipo,plantilla_dorsal,plantilla_foto,plantilla_name,plantilla_posicion,plantilla_edad,plantilla_pais,plantilla_altura,plantilla_peso,plantilla_goles,plantilla_rojas,plantilla_amarillas
Temporada2020,Real Madrid,1,https://thumb.resfu.com/img_data/players/medium/72161.jpg?size=60x&5,A. Areola,Portero,27,https://thumb.resfu.com/media/img/1px.gif,195,92,0,0,1
Temporada2020,Real Madrid,26,https://thumb.resfu.com/img_data/players/medium/478829.jpg?size=60x&5,Altube,Portero,20,https://thumb.resfu.com/media/img/1px.gif,188,84,0,0,0
Temporada2020,Real Madrid,13,https://thumb.resfu.com/img_data/players/medium/69148.jpg?size=60x&5,T. Courtois,Portero,28,https://thumb.resfu.com/media/img/1px.gif,199,88,0,0,0
Temporada2020,Real Madrid,,https://thumb.resfu.com/img_data/players/medium/872748.jpg?size=60x&5,Toni Fuidias,Portero,19,https://thumb.resfu.com/media/img/1px.gif,195,87,0,0,0
Temporada2020,Real Madrid,2,https://thumb.resfu.com/img_data/players/medium/74892.jpg?size=60x&5,D. Carvajal,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,173,70,1,0,10
Temporada2020,Real Madrid,3,https://thumb.resfu.com/img_data/players/medium/296305.jpg?size=60x&5,Éder Militão,Defensa,22,https://thumb.resfu.com/media/img/1px.gif,186,79,0,0,3
Temporada2020,Real Madrid,23,https://thumb.resfu.com/img_data/players/medium/223247.jpg?size=60x&5,F. Mendy,Defensa,25,https://thumb.resfu.com/media/img/1px.gif,178,73,0,1,7
Temporada2020,Real Madrid,39,https://thumb.resfu.com/img_data/players/medium/341684.jpg?size=60x&5,J. Hernández,Defensa,22,https://thumb.resfu.com/media/img/1px.gif,182,74,0,0,0
Temporada2020,Real Madrid,12,https://thumb.resfu.com/img_data/players/medium/23343.jpg?size=60x&5,Marcelo,Defensa,32,https://thumb.resfu.com/media/img/1px.gif,174,73,1,0,2
Temporada2020,Real Madrid,47,https://thumb.resfu.com/img_data/players/medium/739892.jpg?size=60x&5,Miguel Gutiérrez,Defensa,18,https://thumb.resfu.com/media/img/1px.gif,180,68,0,0,0
Temporada2020,Real Madrid,6,https://thumb.resfu.com/img_data/players/medium/102322.jpg?size=60x&5,Nacho,Defensa,30,https://thumb.resfu.com/media/img/1px.gif,180,76,1,0,3
Temporada2020,Real Madrid,5,https://thumb.resfu.com/img_data/players/medium/103053.jpg?size=60x&5,R. Varane,Defensa,27,https://thumb.resfu.com/media/img/1px.gif,191,76,2,0,2
Temporada2020,Real Madrid,4,https://thumb.resfu.com/img_data/players/medium/23341.jpg?size=60x&5,Sergio Ramos,Defensa,34,https://thumb.resfu.com/media/img/1px.gif,183,73,10,0,10
Temporada2020,Real Madrid,21,https://thumb.resfu.com/img_data/players/medium/297592.jpg?size=60x&5,Brahim,Centrocampista,20,https://thumb.resfu.com/media/img/1px.gif,170,68,0,0,0
Temporada2020,Real Madrid,14,https://thumb.resfu.com/img_data/players/medium/92909.jpg?size=60x&5,Casemiro,Centrocampista,28,https://thumb.resfu.com/media/img/1px.gif,184,80,4,0,12
Temporada2020,Real Madrid,15,https://thumb.resfu.com/img_data/players/medium/281486.jpg?size=60x&5,F. Valverde,Centrocampista,21,https://thumb.resfu.com/media/img/1px.gif,181,74,2,0,1
Temporada2020,Real Madrid,22,https://thumb.resfu.com/img_data/players/medium/44027.jpg?size=60x&5,Isco,Centrocampista,28,https://thumb.resfu.com/media/img/1px.gif,175,79,1,0,1
Temporada2020,Real Madrid,16,https://thumb.resfu.com/img_data/players/medium/54466.jpg?size=60x&5,James,Centrocampista,29,https://thumb.resfu.com/media/img/1px.gif,180,77,1,0,1
Temporada2020,Real Madrid,10,https://thumb.resfu.com/img_data/players/medium/26968.jpg?size=60x&5,L. Modrić,Centrocampista,34,https://thumb.resfu.com/media/img/1px.gif,175,67,3,1,6
Temporada2020,Real Madrid,8,https://thumb.resfu.com/img_data/players/medium/2100.jpg?size=60x&5,T. Kroos,Centrocampista,30,https://thumb.resfu.com/media/img/1px.gif,182,71,4,0,2
Temporada2020,Real Madrid,7,https://thumb.resfu.com/img_data/players/medium/21292.jpg?size=60x&5,E. Hazard,Delantero,29,https://thumb.resfu.com/media/img/1px.gif,173,69,1,0,0
Temporada2020,Real Madrid,11,https://thumb.resfu.com/img_data/players/medium/72.jpg?size=60x&5,G. Bale,Delantero,30,https://thumb.resfu.com/media/img/1px.gif,183,74,2,1,4
Temporada2020,Real Madrid,9,https://thumb.resfu.com/img_data/players/medium/3318.jpg?size=60x&5,K. Benzema,Delantero,32,https://thumb.resfu.com/media/img/1px.gif,187,79,18,0,0
Temporada2020,Real Madrid,18,https://thumb.resfu.com/img_data/players/medium/222134.jpg?size=60x&5,L. Jović,Delantero,22,https://thumb.resfu.com/media/img/1px.gif,181,79,2,0,2
Temporada2020,Real Madrid,17,https://thumb.resfu.com/img_data/players/medium/94324.jpg?size=60x&5,Lucas Vázquez,Delantero,29,https://thumb.resfu.com/media/img/1px.gif,173,69,2,0,1
Temporada2020,Real Madrid,20,https://thumb.resfu.com/img_data/players/medium/190403.jpg?size=60x&5,M. Asensio,Delantero,24,https://thumb.resfu.com/media/img/1px.gif,180,70,2,0,0
Temporada2020,Real Madrid,24,https://thumb.resfu.com/img_data/players/medium/120440.jpg?size=60x&5,Mariano,Delantero,26,https://thumb.resfu.com/media/img/1px.gif,182,75,1,0,1
Temporada2020,Real Madrid,27,https://thumb.resfu.com/img_data/players/medium/365923.jpg?size=60x&5,Rodrygo,Delantero,19,https://thumb.resfu.com/media/img/1px.gif,171,62,2,0,0
Temporada2020,Real Madrid,25,https://thumb.resfu.com/img_data/players/medium/358618.jpg?size=60x&5,Vinicius Jr.,Delantero,20,https://thumb.resfu.com/media/img/1px.gif,177,67,3,0,4
Temporada2020,Barcelona,36,https://thumb.resfu.com/img_data/players/medium/468129.jpg?size=60x&5,A. Tenas,Portero,19,https://thumb.resfu.com/media/img/1px.gif,185,75,0,0,0
Temporada2020,Barcelona,26,https://thumb.resfu.com/img_data/players/medium/284543.jpg?size=60x&5,Iñaki Peña,Portero,21,https://thumb.resfu.com/media/img/1px.gif,184,78,0,0,0
Temporada2020,Barcelona,1,https://thumb.resfu.com/img_data/players/medium/67849.jpg?size=60x&5,M. Ter Stegen,Portero,28,https://thumb.resfu.com/media/img/1px.gif,188,82,0,0,1
Temporada2020,Barcelona,13,https://thumb.resfu.com/img_data/players/medium/87811.jpg?size=60x&5,Neto,Portero,30,https://thumb.resfu.com/media/img/1px.gif,190,84,0,0,0
