Temporada,Jornada,Equipo,Jugador,Estado,Cambio,Gol,Amarilla,Roja,Asistencia,Lesion
Temporada2018,Jornada 17,Real Madrid,K. Navas,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Sergio Ramos,Titular,,0,1,0,0,0
Temporada2018,Jornada 17,Real Madrid,R. Varane,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Marcelo,Titular,,0,1,0,0,0
Temporada2018,Jornada 17,Real Madrid,D. Carvajal,Titular,,0,0,1,0,0
Temporada2018,Jornada 17,Real Madrid,Casemiro,Titular,72,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,M. Kovačić,Titular,72,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,T. Kroos,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,L. Modrić,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,C. Ronaldo,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,K. Benzema,Titular,65,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,K. Casilla,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Nacho,Suplente,65,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Theo Hernández,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Isco,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,G. Bale,Suplente,72,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,M. Asensio,Suplente,72,0,0,0,0,0
Temporada2018,Jornada 17,Real Madrid,Lucas Vázquez,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,M. Ter Stegen,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,T. Vermaelen,Titular,,0,1,0,0,0
Temporada2018,Jornada 17,Barcelona,G. Piqué,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,Jordi Alba,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,Sergi Roberto,Titular,90,0,0,0,1,0
Temporada2018,Jornada 17,Barcelona,S. Busquets,Titular,,0,1,0,0,0
Temporada2018,Jornada 17,Barcelona,A. Iniesta,Titular,76,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,I. Rakitić,Titular,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,Paulinho,Titular,84,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,L. Suárez,Titular,,1,0,0,0,0
Temporada2018,Jornada 17,Barcelona,L. Messi,Titular,,1,0,0,1,0
Temporada2018,Jornada 17,Barcelona,J. Cillessen,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,N. Semedo,Suplente,76,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,L. Digne,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,Aleix Vidal,Suplente,90,1,0,0,0,0
Temporada2018,Jornada 17,Barcelona,D. Suárez,Suplente,,0,0,0,0,0
Temporada2018,Jornada 17,Barcelona,A. Gomes,Suplente,84,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,K. Navas,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Sergio Ramos,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Nacho,Titular,,0,1,0,0,0
Temporada2018,Jornada 27,Real Madrid,Theo Hernández,Titular,66,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,D. Carvajal,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Casemiro,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Marcos Llorente,Titular,79,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Isco,Titular,,0,0,0,1,0
Temporada2018,Jornada 27,Real Madrid,G. Bale,Titular,,1,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,C. Ronaldo,Titular,79,2,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,K. Benzema,Titular,,0,0,0,1,0
Temporada2018,Jornada 27,Real Madrid,K. Casilla,Suplente,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Marcelo,Suplente,66,0,0,0,1,0
Temporada2018,Jornada 27,Real Madrid,R. Varane,Suplente,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,M. Kovačić,Suplente,79,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,Lucas Vázquez,Suplente,,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,M. Asensio,Suplente,79,0,0,0,0,0
Temporada2018,Jornada 27,Real Madrid,B. Mayoral,Suplente,,0,0,0,0,0
Temporada2018,Jornada 27,Getafe,D. Martínez,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Getafe,Bruno,Titular,,0,0,0,0,0
Temporada2018,Jornada 27,Getafe,D. Djené,Titular,,0,0,0,0,0
