clasificacion_temporada,clasificacion_jornada,clasificacion_posicion,clasificacion_equipo,clasificacion_puntos,clasificacion_partidos_jugados,clasificacion_ganados,clasificacion_empatados,clasificacion_perdidos,clasificacion_goles_favor,clasificacion_goles_contra
Temporada2020,Jornada 19,5,Real Sociedad,31,19,9,4,6,33,25
Temporada2020,Jornada 19,6,Valencia,31,19,8,7,4,29,25
Temporada2020,Jornada 19,7,Getafe,30,19,8,6,5,26,20
Temporada2020,Jornada 19,8,Athletic Bilbao,29,19,7,8,4,20,13
Temporada2020,Jornada 19,9,Villarreal,28,19,8,4,7,33,26
Temporada2020,Jornada 19,10,Granada,27,19,8,3,8,25,25
Temporada2020,Jornada 19,11,Levante,26,19,8,2,9,26,29
Temporada2020,Jornada 19,12,Osasuna,24,19,5,9,5,26,25
Temporada2020,Jornada 19,13,Real Betis,24,19,6,6,7,26,32
Temporada2020,Jornada 19,14,Real Valladolid,21,19,4,9,6,17,23
Temporada2020,Jornada 19,15,Alavés,20,19,5,5,9,20,29
Temporada2020,Jornada 19,16,Eibar,19,19,5,4,10,18,29
Temporada2020,Jornada 19,17,Celta de Vigo,15,19,3,6,10,16,29
Temporada2020,Jornada 19,18,Real Mallorca,15,19,4,3,12,18,33
Temporada2020,Jornada 19,19,Leganés,14,19,3,5,11,16,30
Temporada2020,Jornada 19,20,Espanyol,11,19,2,5,12,14,36
Temporada2020,Jornada 20,1,Real Madrid,43,20,12,7,1,38,13
Temporada2020,Jornada 20,2,Barcelona,43,20,13,4,3,50,23
Temporada2020,Jornada 20,3,Atlético Madrid,35,20,9,8,3,22,14
Temporada2020,Jornada 20,4,Sevilla,35,20,10,5,5,25,20
Temporada2020,Jornada 20,5,Getafe,33,20,9,6,5,29,20
Temporada2020,Jornada 20,6,Real Sociedad,31,20,9,4,7,33,28
Temporada2020,Jornada 20,7,Valencia,31,20,8,7,5,30,29
Temporada2020,Jornada 20,8,Athletic Bilbao,30,20,7,9,4,21,14
Temporada2020,Jornada 20,9,Villarreal,28,20,8,4,8,34,28
Temporada2020,Jornada 20,10,Granada,27,20,8,3,9,25,26
Temporada2020,Jornada 20,11,Real Betis,27,20,7,6,7,29,32
Temporada2020,Jornada 20,12,Levante,26,20,8,2,10,26,30
Temporada2020,Jornada 20,13,Osasuna,25,20,5,10,5,26,25
Temporada2020,Jornada 20,14,Alavés,23,20,6,5,9,21,29
Temporada2020,Jornada 20,15,Real Valladolid,22,20,4,10,6,17,23
Temporada2020,Jornada 20,16,Eibar,22,20,6,4,10,20,29
Temporada2020,Jornada 20,17,Real Mallorca,18,20,5,3,12,22,34
Temporada2020,Jornada 20,18,Celta de Vigo,16,20,3,7,10,17,30
Temporada2020,Jornada 20,19,Leganés,14,20,3,5,12,16,33
Temporada2020,Jornada 20,20,Espanyol,14,20,3,5,12,16,37
Temporada2020,Jornada 21,1,Real Madrid,46,21,13,7,1,39,13
Temporada2020,Jornada 21,2,Barcelona,43,21,13,4,4,50,25
Temporada2020,Jornada 21,3,Sevilla,38,21,11,5,5,27,20
Temporada2020,Jornada 21,4,Getafe,36,21,10,6,5,30,20
Temporada2020,Jornada 21,5,Atlético Madrid,36,21,9,9,3,22,14
Temporada2020,Jornada 21,6,Real Sociedad,34,21,10,4,7,36,28
Temporada2020,Jornada 21,7,Valencia,34,21,9,7,5,32,29
Temporada2020,Jornada 21,8,Athletic Bilbao,31,21,7,10,4,22,15
Temporada2020,Jornada 21,9,Villarreal,31,21,9,4,8,36,29
Temporada2020,Jornada 21,10,Osasuna,28,21,6,10,5,28,25
Temporada2020,Jornada 21,11,Granada,27,21,8,3,10,25,28
Temporada2020,Jornada 21,12,Real Betis,27,21,7,6,8,29,33
Temporada2020,Jornada 21,13,Levante,26,21,8,2,11,26,32
Temporada2020,Jornada 21,14,Alavés,23,21,6,5,10,22,31
Temporada2020,Jornada 21,15,Eibar,23,21,6,5,10,20,29
Temporada2020,Jornada 21,16,Real Valladolid,22,21,4,10,7,17,24
Temporada2020,Jornada 21,17,Real Mallorca,18,21,5,3,13,22,37
Temporada2020,Jornada 21,18,Celta de Vigo,17,21,3,8,10,17,30
Temporada2020,Jornada 21,19,Leganés,15,21,3,6,12,16,33
Temporada2020,Jornada 21,20,Espanyol,15,21,3,6,12,17,38
Temporada2020,Jornada 22,1,Real Madrid,49,22,14,7,1,40,13
Temporada2020,Jornada 22,2,Barcelona,46,22,14,4,4,52,26
Temporada2020,Jornada 22,3,Sevilla,39,22,11,6,5,28,21
Temporada2020,Jornada 22,4,Getafe,39,22,11,6,5,32,20
Temporada2020,Jornada 22,5,Valencia,37,22,10,7,5,33,29
Temporada2020,Jornada 22,6,Atlético Madrid,36,22,9,9,4,22,15
Temporada2020,Jornada 22,7,Villarreal,34,22,10,4,8,39,30
Temporada2020,Jornada 22,8,Real Sociedad,34,22,10,4,8,37,30
Temporada2020,Jornada 22,9,Athletic Bilbao,31,22,7,10,5,22,17
Temporada2020,Jornada 22,10,Granada,30,22,9,3,10,27,29
Temporada2020,Jornada 22,11,Osasuna,28,22,6,10,6,29,28
Temporada2020,Jornada 22,12,Real Betis,28,22,7,7,8,30,34
Temporada2020,Jornada 22,13,Levante,26,22,8,2,12,27,34
Temporada2020,Jornada 22,14,Real Valladolid,25,22,5,10,7,18,24
Temporada2020,Jornada 22,15,Alavés,24,22,6,6,10,23,32
Temporada2020,Jornada 22,16,Eibar,24,22,6,6,10,21,30
Temporada2020,Jornada 22,17,Leganés,18,22,4,6,12,18,34
Temporada2020,Jornada 22,18,Real Mallorca,18,22,5,3,14,22,38
Temporada2020,Jornada 22,19,Celta de Vigo,17,22,3,8,11,17,31
Temporada2020,Jornada 22,20,Espanyol,15,22,3,6,13,18,40
Temporada2020,Jornada 23,1,Real Madrid,52,23,15,7,1,44,14
Temporada2020,Jornada 23,2,Barcelona,49,23,15,4,4,55,28
Temporada2020,Jornada 23,3,Getafe,42,23,12,6,5,35,20
Temporada2020,Jornada 23,4,Atlético Madrid,39,23,10,9,4,23,15
Temporada2020,Jornada 23,5,Sevilla,39,23,11,6,6,29,23
Temporada2020,Jornada 23,6,Real Sociedad,37,23,11,4,8,39,31
Temporada2020,Jornada 23,7,Valencia,37,23,10,7,6,33,32
Temporada2020,Jornada 23,8,Villarreal,35,23,10,5,8,40,31
Temporada2020,Jornada 23,9,Athletic Bilbao,31,23,7,10,6,23,19
Temporada2020,Jornada 23,10,Granada,30,23,9,3,11,27,30
Temporada2020,Jornada 23,11,Levante,29,23,9,2,12,29,34
Temporada2020,Jornada 23,12,Osasuna,28,23,6,10,7,30,32
Temporada2020,Jornada 23,13,Real Betis,28,23,7,7,9,32,37
Temporada2020,Jornada 23,14,Alavés,27,23,7,6,10,25,33
Temporada2020,Jornada 23,15,Real Valladolid,26,23,5,11,7,19,25
Temporada2020,Jornada 23,16,Eibar,24,23,6,6,11,22,32
Temporada2020,Jornada 23,17,Celta de Vigo,20,23,4,8,11,19,32
Temporada2020,Jornada 23,18,Real Mallorca,18,23,5,3,15,22,39
Temporada2020,Jornada 23,19,Leganés,18,23,4,6,13,18,36
Temporada2020,Jornada 23,20,Espanyol,18,23,4,6,13,19,40
Temporada2020,Jornada 24,1,Real Madrid,53,24,15,8,1,46,16
Temporada2020,Jornada 24,2,Barcelona,52,24,16,4,4,57,29
Temporada2020,Jornada 24,3,Getafe,42,24,12,6,6,36,22
Temporada2020,Jornada 24,4,Real Sociedad,40,24,12,4,8,41,32
Temporada2020,Jornada 24,5,Atlético Madrid,40,24,10,10,4,25,17
Temporada2020,Jornada 24,6,Sevilla,40,24,11,7,6,31,25
Temporada2020,Jornada 24,7,Villarreal,38,24,11,5,8,42,32
Temporada2020,Jornada 24,8,Valencia,38,24,10,8,6,35,34
Temporada2020,Jornada 24,9,Granada,33,24,10,3,11,29,31
Temporada2020,Jornada 24,10,Athletic Bilbao,31,24,7,10,7,23,20
Temporada2020,Jornada 24,11,Osasuna,31,24,7,10,7,31,32
Temporada2020,Jornada 24,12,Real Betis,29,24,7,8,9,32,37
Temporada2020,Jornada 24,13,Levante,29,24,9,2,13,30,36
Temporada2020,Jornada 24,14,Alavés,27,24,7,6,11,25,34
Temporada2020,Jornada 24,15,Real Valladolid,26,24,5,11,8,20,27
Temporada2020,Jornada 24,16,Eibar,24,24,6,6,12,23,34
Temporada2020,Jornada 24,17,Celta de Vigo,21,24,4,9,11,21,34
Temporada2020,Jornada 24,18,Real Mallorca,21,24,6,3,15,23,39
Temporada2020,Jornada 24,19,Leganés,19,24,4,7,13,18,36
Temporada2020,Jornada 24,20,Espanyol,19,24,4,7,13,21,42
Temporada2020,Jornada 25,1,Barcelona,55,25,17,4,4,62,29
Temporada2020,Jornada 25,2,Real Madrid,53,25,15,8,2,46,17
Temporada2020,Jornada 25,3,Real Sociedad,43,25,13,4,8,44,32
Temporada2020,Jornada 25,4,Atlético Madrid,43,25,11,10,4,28,18
Temporada2020,Jornada 25,5,Sevilla,43,25,12,7,6,34,25
Temporada2020,Jornada 25,6,Getafe,42,25,12,6,7,36,25
Temporada2020,Jornada 25,7,Villarreal,38,25,11,5,9,43,35
Temporada2020,Jornada 25,8,Valencia,38,25,10,8,7,35,37
Temporada2020,Jornada 25,9,Granada,36,25,11,3,11,32,31
Temporada2020,Jornada 25,10,Levante,32,25,10,2,13,31,36
Temporada2020,Jornada 25,11,Athletic Bilbao,31,25,7,10,8,24,22
Temporada2020,Jornada 25,12,Osasuna,31,25,7,10,8,31,35
Temporada2020,Jornada 25,13,Real Betis,30,25,7,9,9,35,40
Temporada2020,Jornada 25,14,Alavés,30,25,8,6,11,27,35
Temporada2020,Jornada 25,15,Real Valladolid,29,25,6,11,8,22,28
Temporada2020,Jornada 25,16,Eibar,24,25,6,6,13,23,39
Temporada2020,Jornada 25,17,Celta de Vigo,24,25,5,9,11,22,34
Temporada2020,Jornada 25,18,Real Mallorca,22,25,6,4,15,26,42
Temporada2020,Jornada 25,19,Leganés,19,25,4,7,14,18,37
Temporada2020,Jornada 25,20,Espanyol,19,25,4,7,14,22,44
Temporada2020,Jornada 26,1,Real Madrid,56,26,16,8,2,48,17
Temporada2020,Jornada 26,2,Barcelona,55,26,17,4,5,62,31
Temporada2020,Jornada 26,3,Real Sociedad,46,26,14,4,8,45,32
Temporada2020,Jornada 26,4,Sevilla,46,26,13,7,6,37,27
Temporada2020,Jornada 26,5,Getafe,45,26,13,6,7,37,25
Temporada2020,Jornada 26,6,Atlético Madrid,44,26,11,11,4,29,19
Temporada2020,Jornada 26,7,Valencia,41,26,11,8,7,37,38
Temporada2020,Jornada 26,8,Villarreal,38,26,11,5,10,43,36
Temporada2020,Jornada 26,9,Granada,37,26,11,4,11,32,31
Temporada2020,Jornada 26,10,Athletic Bilbao,34,26,8,10,8,25,22
Temporada2020,Jornada 26,11,Levante,32,26,10,2,14,31,39
Temporada2020,Jornada 26,12,Osasuna,31,26,7,10,9,33,38
Temporada2020,Jornada 26,13,Alavés,31,26,8,7,11,28,36
Temporada2020,Jornada 26,14,Real Betis,30,26,7,9,10,36,42
Temporada2020,Jornada 26,15,Real Valladolid,29,26,6,11,9,22,29
Temporada2020,Jornada 26,16,Eibar,27,26,7,6,13,26,39
Temporada2020,Jornada 26,17,Celta de Vigo,25,26,5,10,11,22,34
Temporada2020,Jornada 26,18,Real Mallorca,22,26,6,4,16,26,43
Temporada2020,Jornada 26,19,Leganés,20,26,4,8,14,19,38
Temporada2020,Jornada 26,20,Espanyol,20,26,4,8,14,23,45
Temporada2020,Jornada 27,1,Barcelona,58,27,18,4,5,63,31
Temporada2020,Jornada 27,2,Real Madrid,56,27,16,8,3,49,19
Temporada2020,Jornada 27,3,Sevilla,47,27,13,8,6,39,29
Temporada2020,Jornada 27,4,Real Sociedad,46,27,14,4,9,45,33
Temporada2020,Jornada 27,5,Getafe,46,27,13,7,7,37,25
Temporada2020,Jornada 27,6,Atlético Madrid,45,27,11,12,4,31,21
Temporada2020,Jornada 27,7,Valencia,42,27,11,9,7,38,39
Temporada2020,Jornada 27,8,Villarreal,38,27,11,5,11,44,38
Temporada2020,Jornada 27,9,Granada,38,27,11,5,11,33,32
Temporada2020,Jornada 27,10,Athletic Bilbao,37,27,9,10,8,29,23
Temporada2020,Jornada 27,11,Osasuna,34,27,8,10,9,34,38
Temporada2020,Jornada 27,12,Real Betis,33,27,8,9,10,38,43
Temporada2020,Jornada 27,13,Levante,33,27,10,3,14,32,40
Temporada2020,Jornada 27,14,Alavés,32,27,8,8,11,29,37
Temporada2020,Jornada 27,15,Real Valladolid,29,27,6,11,10,23,33
Temporada2020,Jornada 27,16,Eibar,27,27,7,6,14,27,41
Temporada2020,Jornada 27,17,Celta de Vigo,26,27,5,11,11,22,34
Temporada2020,Jornada 27,18,Real Mallorca,25,27,7,4,16,28,44
Temporada2020,Jornada 27,19,Leganés,23,27,5,8,14,21,39
Temporada2020,Jornada 27,20,Espanyol,20,27,4,8,15,23,46
Temporada2020,Jornada 28,1,Barcelona,61,28,19,4,5,67,31
Temporada2020,Jornada 28,2,Real Madrid,59,28,17,8,3,52,20
Temporada2020,Jornada 28,3,Sevilla,50,28,14,8,6,41,29
Temporada2020,Jornada 28,4,Real Sociedad,47,28,14,5,9,46,34
Temporada2020,Jornada 28,5,Getafe,46,28,13,7,8,38,27
Temporada2020,Jornada 28,6,Atlético Madrid,46,28,11,13,4,32,22
Temporada2020,Jornada 28,7,Valencia,43,28,11,10,7,39,40
Temporada2020,Jornada 28,8,Villarreal,41,28,12,5,11,45,38
Temporada2020,Jornada 28,9,Granada,41,28,12,5,11,35,33
Temporada2020,Jornada 28,10,Athletic Bilbao,38,28,9,11,8,30,24
Temporada2020,Jornada 28,11,Osasuna,35,28,8,11,9,35,39
Temporada2020,Jornada 28,12,Levante,34,28,10,4,14,33,41
Temporada2020,Jornada 28,13,Real Betis,33,28,8,9,11,38,45
Temporada2020,Jornada 28,14,Real Valladolid,32,28,7,11,10,25,34
Temporada2020,Jornada 28,15,Alavés,32,28,8,8,12,29,39
Temporada2020,Jornada 28,16,Eibar,27,28,7,6,15,28,44
Temporada2020,Jornada 28,17,Celta de Vigo,26,28,5,11,12,22,35
Temporada2020,Jornada 28,18,Real Mallorca,25,28,7,4,17,28,48
Temporada2020,Jornada 28,19,Leganés,23,28,5,8,15,22,41
Temporada2020,Jornada 28,20,Espanyol,23,28,5,8,15,25,46
Temporada2020,Jornada 29,1,Barcelona,64,29,20,4,5,69,31
Temporada2020,Jornada 29,2,Real Madrid,62,29,18,8,3,55,20
Temporada2020,Jornada 29,3,Sevilla,51,29,14,9,6,42,30
Temporada2020,Jornada 29,4,Atlético Madrid,49,29,12,13,4,37,22
Temporada2020,Jornada 29,5,Getafe,47,29,13,8,8,38,27
Temporada2020,Jornada 29,6,Real Sociedad,47,29,14,5,10,46,36
Temporada2020,Jornada 29,7,Villarreal,44,29,13,5,11,46,38
Temporada2020,Jornada 29,8,Valencia,43,29,11,10,8,39,43
Temporada2020,Jornada 29,9,Granada,42,29,12,6,11,37,35
Temporada2020,Jornada 29,10,Athletic Bilbao,39,29,9,12,8,32,26
Temporada2020,Jornada 29,11,Levante,35,29,10,5,14,34,42
Temporada2020,Jornada 29,12,Alavés,35,29,9,8,12,31,39
Temporada2020,Jornada 29,13,Osasuna,35,29,8,11,10,35,44
Temporada2020,Jornada 29,14,Real Betis,34,29,8,10,11,40,47
Temporada2020,Jornada 29,15,Real Valladolid,33,29,7,12,10,25,34
Temporada2020,Jornada 29,16,Eibar,28,29,7,7,15,30,46
Temporada2020,Jornada 29,17,Celta de Vigo,27,29,5,12,12,22,35
Temporada2020,Jornada 29,18,Real Mallorca,25,29,7,4,18,28,49
Temporada2020,Jornada 29,19,Espanyol,24,29,5,9,15,25,46
Temporada2020,Jornada 29,20,Leganés,23,29,5,8,16,22,43
Temporada2020,Jornada 30,1,Real Madrid,65,30,19,8,3,57,21
Temporada2020,Jornada 30,2,Barcelona,65,30,20,5,5,69,31
Temporada2020,Jornada 30,3,Atlético Madrid,52,30,13,13,4,38,22
Temporada2020,Jornada 30,4,Sevilla,52,30,14,10,6,42,30
Temporada2020,Jornada 30,5,Getafe,48,30,13,9,8,39,28
Temporada2020,Jornada 30,6,Villarreal,47,30,14,5,11,47,38
Temporada2020,Jornada 30,7,Real Sociedad,47,30,14,5,11,47,38
Temporada2020,Jornada 30,8,Valencia,46,30,12,10,8,41,43
Temporada2020,Jornada 30,9,Athletic Bilbao,42,30,10,12,8,33,26
Temporada2020,Jornada 30,10,Granada,42,30,12,6,12,37,36
Temporada2020,Jornada 30,11,Levante,38,30,11,5,14,37,43
Temporada2020,Jornada 30,12,Osasuna,35,30,8,11,11,35,46
Temporada2020,Jornada 30,13,Alavés,35,30,9,8,13,31,45
Temporada2020,Jornada 30,14,Real Betis,34,30,8,10,12,40,48
Temporada2020,Jornada 30,15,Real Valladolid,33,30,7,12,11,25,35
Temporada2020,Jornada 30,16,Celta de Vigo,30,30,6,12,12,28,35
Temporada2020,Jornada 30,17,Eibar,29,30,7,8,15,31,47
Temporada2020,Jornada 30,18,Real Mallorca,26,30,7,5,18,29,50
Temporada2020,Jornada 30,19,Leganés,24,30,5,9,16,23,44
Temporada2020,Jornada 30,20,Espanyol,24,30,5,9,16,26,49
Temporada2020,Jornada 31,1,Real Madrid,68,31,20,8,3,59,21
Temporada2020,Jornada 31,2,Barcelona,68,31,21,5,5,70,31
Temporada2020,Jornada 31,3,Atlético Madrid,55,31,14,13,4,39,22
Temporada2020,Jornada 31,4,Sevilla,53,31,14,11,6,44,32
Temporada2020,Jornada 31,5,Getafe,49,31,13,10,8,40,29
Temporada2020,Jornada 31,6,Villarreal,48,31,14,6,11,49,40
Temporada2020,Jornada 31,7,Real Sociedad,47,31,14,5,12,47,39
Temporada2020,Jornada 31,8,Valencia,46,31,12,10,9,41,44
Temporada2020,Jornada 31,9,Granada,43,31,12,7,12,37,36
Temporada2020,Jornada 31,10,Athletic Bilbao,42,31,10,12,9,33,27
Temporada2020,Jornada 31,11,Osasuna,38,31,9,11,11,36,46
Temporada2020,Jornada 31,12,Levante,38,31,11,5,15,37,44
Temporada2020,Jornada 31,13,Real Betis,37,31,9,10,12,41,48
Temporada2020,Jornada 31,14,Alavés,35,31,9,8,14,31,46
Temporada2020,Jornada 31,15,Real Valladolid,34,31,7,13,11,26,36
Temporada2020,Jornada 31,16,Celta de Vigo,33,31,7,12,12,29,35
Temporada2020,Jornada 31,17,Eibar,32,31,8,8,15,32,47
Temporada2020,Jornada 31,18,Real Mallorca,26,31,7,5,19,29,52
Temporada2020,Jornada 31,19,Leganés,25,31,5,10,16,23,44
Temporada2020,Jornada 31,20,Espanyol,24,31,5,9,17,26,50
Temporada2020,Jornada 32,1,Real Madrid,71,32,21,8,3,60,21
Temporada2020,Jornada 32,2,Barcelona,69,32,21,6,5,72,33
Temporada2020,Jornada 32,3,Atlético Madrid,58,32,15,13,4,41,23
Temporada2020,Jornada 32,4,Sevilla,54,32,14,12,6,45,33
Temporada2020,Jornada 32,5,Getafe,52,32,14,10,8,42,30
Temporada2020,Jornada 32,6,Villarreal,51,32,15,6,11,51,40
Temporada2020,Jornada 32,7,Real Sociedad,47,32,14,5,13,48,41
Temporada2020,Jornada 32,8,Valencia,46,32,12,10,10,41,46
Temporada2020,Jornada 32,9,Athletic Bilbao,45,32,11,12,9,36,28
Temporada2020,Jornada 32,10,Granada,43,32,12,7,13,38,38
Temporada2020,Jornada 32,11,Osasuna,41,32,10,11,11,38,47
Temporada2020,Jornada 32,12,Levante,41,32,12,5,15,41,46
Temporada2020,Jornada 32,13,Real Betis,37,32,9,10,13,43,52
Temporada2020,Jornada 32,14,Real Valladolid,35,32,7,14,11,27,37
Temporada2020,Jornada 32,15,Eibar,35,32,9,8,15,34,48
Temporada2020,Jornada 32,16,Alavés,35,32,9,8,15,32,48
Temporada2020,Jornada 32,17,Celta de Vigo,34,32,7,13,12,31,37
Temporada2020,Jornada 32,18,Real Mallorca,26,32,7,5,20,30,55
Temporada2020,Jornada 32,19,Leganés,25,32,5,10,17,24,46
Temporada2020,Jornada 32,20,Espanyol,24,32,5,9,18,26,51
Temporada2020,Jornada 33,1,Real Madrid,74,33,22,8,3,61,21
Temporada2020,Jornada 33,2,Barcelona,70,33,21,7,5,74,35
Temporada2020,Jornada 33,3,Atlético Madrid,59,33,15,14,4,43,25
Temporada2020,Jornada 33,4,Sevilla,57,33,15,12,6,48,33
Temporada2020,Jornada 33,5,Villarreal,54,33,16,6,11,53,40
Temporada2020,Jornada 33,6,Getafe,52,33,14,10,9,42,31
Temporada2020,Jornada 33,7,Real Sociedad,50,33,15,5,13,50,42
Temporada2020,Jornada 33,8,Athletic Bilbao,48,33,12,12,9,38,28
Temporada2020,Jornada 33,9,Granada,46,33,13,7,13,40,38
Temporada2020,Jornada 33,10,Valencia,46,33,12,10,11,41,48
Temporada2020,Jornada 33,11,Osasuna,44,33,11,11,11,40,47
Temporada2020,Jornada 33,12,Levante,42,33,12,6,15,41,46
Temporada2020,Jornada 33,13,Real Betis,37,33,9,10,14,43,54
Temporada2020,Jornada 33,14,Real Valladolid,36,33,7,15,11,27,37
Temporada2020,Jornada 33,15,Alavés,35,33,9,8,16,32,50
Temporada2020,Jornada 33,16,Eibar,35,33,9,8,16,34,50
Temporada2020,Jornada 33,17,Celta de Vigo,34,33,7,13,13,32,42
Temporada2020,Jornada 33,18,Real Mallorca,29,33,8,5,20,35,56
Temporada2020,Jornada 33,19,Leganés,25,33,5,10,18,24,49
Temporada2020,Jornada 33,20,Espanyol,24,33,5,9,19,27,53
Temporada2020,Jornada 34,1,Real Madrid,77,34,23,8,3,62,21
Temporada2020,Jornada 34,2,Barcelona,73,34,22,7,5,78,36
Temporada2020,Jornada 34,3,Atlético Madrid,62,34,16,14,4,46,25
Temporada2020,Jornada 34,4,Sevilla,60,34,16,12,6,49,33
Temporada2020,Jornada 34,5,Villarreal,54,34,16,6,12,54,44
Temporada2020,Jornada 34,6,Getafe,53,34,14,11,9,42,31
Temporada2020,Jornada 34,7,Real Sociedad,51,34,15,6,13,51,43
Temporada2020,Jornada 34,8,Athletic Bilbao,48,34,12,12,10,38,29
Temporada2020,Jornada 34,9,Valencia,47,34,12,11,11,43,50
Temporada2020,Jornada 34,10,Granada,47,34,13,8,13,42,40
Temporada2020,Jornada 34,11,Osasuna,45,34,11,12,11,40,47
Temporada2020,Jornada 34,12,Levante,43,34,12,7,15,42,47
Temporada2020,Jornada 34,13,Real Valladolid,39,34,8,15,11,28,37
Temporada2020,Jornada 34,14,Real Betis,38,34,9,11,14,44,55
Temporada2020,Jornada 34,15,Alavés,35,34,9,8,17,32,51
Temporada2020,Jornada 34,16,Eibar,35,34,9,8,17,34,51
Temporada2020,Jornada 34,17,Celta de Vigo,35,34,7,14,13,33,43
Temporada2020,Jornada 34,18,Real Mallorca,29,34,8,5,21,35,59
Temporada2020,Jornada 34,19,Leganés,28,34,6,10,18,25,49
Temporada2020,Jornada 34,20,Espanyol,24,34,5,9,20,27,54
Temporada2020,Jornada 35,1,Real Madrid,80,35,24,8,3,64,21
Temporada2020,Jornada 35,2,Barcelona,76,35,23,7,5,79,36
Temporada2020,Jornada 35,3,Atlético Madrid,63,35,16,15,4,47,26
Temporada2020,Jornada 35,4,Sevilla,63,35,17,12,6,51,34
Temporada2020,Jornada 35,5,Villarreal,57,35,17,6,12,57,45
Temporada2020,Jornada 35,6,Getafe,53,35,14,11,10,43,34
Temporada2020,Jornada 35,7,Real Sociedad,51,35,15,6,14,53,46
Temporada2020,Jornada 35,8,Valencia,50,35,13,11,11,45,51
Temporada2020,Jornada 35,9,Granada,50,35,14,8,13,45,42
Temporada2020,Jornada 35,10,Athletic Bilbao,48,35,12,12,11,39,31
Temporada2020,Jornada 35,11,Osasuna,45,35,11,12,12,40,50
Temporada2020,Jornada 35,12,Levante,43,35,12,7,16,42,49
Temporada2020,Jornada 35,13,Real Betis,41,35,10,11,14,47,55
Temporada2020,Jornada 35,14,Real Valladolid,39,35,8,15,12,29,39
Temporada2020,Jornada 35,15,Eibar,36,35,9,9,17,34,51
Temporada2020,Jornada 35,16,Celta de Vigo,36,35,7,15,13,34,44
Temporada2020,Jornada 35,17,Alavés,35,35,9,8,18,32,53
Temporada2020,Jornada 35,18,Real Mallorca,32,35,9,5,21,37,59
Temporada2020,Jornada 35,19,Leganés,29,35,6,11,18,25,49
Temporada2020,Jornada 35,20,Espanyol,24,35,5,9,21,27,55
Temporada2020,Jornada 36,1,Real Madrid,80,35,24,8,3,64,21
Temporada2020,Jornada 36,2,Barcelona,79,36,24,7,5,80,36
Temporada2020,Jornada 36,3,Atlético Madrid,66,36,17,15,4,48,26
Temporada2020,Jornada 36,4,Sevilla,66,36,18,12,6,53,34
Temporada2020,Jornada 36,5,Villarreal,57,35,17,6,12,57,45
Temporada2020,Jornada 36,6,Getafe,53,35,14,11,10,43,34
Temporada2020,Jornada 36,7,Athletic Bilbao,51,36,13,12,11,41,32
Temporada2020,Jornada 36,8,Real Sociedad,51,35,15,6,14,53,46
Temporada2020,Jornada 36,9,Valencia,50,36,13,11,12,45,52
Temporada2020,Jornada 36,10,Granada,50,35,14,8,13,45,42
Temporada2020,Jornada 36,11,Osasuna,48,36,12,12,12,42,51
Temporada2020,Jornada 36,12,Levante,43,36,12,7,17,43,51
Temporada2020,Jornada 36,13,Real Betis,41,36,10,11,15,47,56
Temporada2020,Jornada 36,14,Real Valladolid,39,36,8,15,13,29,40
Temporada2020,Jornada 36,15,Eibar,39,36,10,9,17,36,51
Temporada2020,Jornada 36,16,Celta de Vigo,36,36,7,15,14,35,46
Temporada2020,Jornada 36,17,Alavés,35,35,9,8,18,32,53
Temporada2020,Jornada 36,18,Leganés,32,36,7,11,18,26,49
Temporada2020,Jornada 36,19,Real Mallorca,32,36,9,5,22,37,61
Temporada2020,Jornada 36,20,Espanyol,24,36,5,9,22,27,57
Temporada2020,Jornada 37,1,Real Madrid,80,35,24,8,3,64,21
Temporada2020,Jornada 37,2,Barcelona,79,36,24,7,5,80,36
Temporada2020,Jornada 37,3,Atlético Madrid,66,36,17,15,4,48,26
Temporada2020,Jornada 37,4,Sevilla,66,36,18,12,6,53,34
Temporada2020,Jornada 37,5,Villarreal,57,35,17,6,12,57,45
Temporada2020,Jornada 37,6,Getafe,53,35,14,11,10,43,34
Temporada2020,Jornada 37,7,Athletic Bilbao,51,36,13,12,11,41,32
Temporada2020,Jornada 37,8,Real Sociedad,51,35,15,6,14,53,46
Temporada2020,Jornada 37,9,Valencia,50,36,13,11,12,45,52
Temporada2020,Jornada 37,10,Granada,50,35,14,8,13,45,42
Temporada2020,Jornada 37,11,Osasuna,48,36,12,12,12,42,51
Temporada2020,Jornada 37,12,Levante,43,36,12,7,17,43,51
Temporada2020,Jornada 37,13,Real Betis,41,36,10,11,15,47,56
Temporada2020,Jornada 37,14,Real Valladolid,39,36,8,15,13,29,40
Temporada2020,Jornada 37,15,Eibar,39,36,10,9,17,36,51
Temporada2020,Jornada 37,16,Celta de Vigo,36,36,7,15,14,35,46
Temporada2020,Jornada 37,17,Alavés,35,35,9,8,18,32,53
Temporada2020,Jornada 37,18,Leganés,32,36,7,11,18,26,49
Temporada2020,Jornada 37,19,Real Mallorca,32,36,9,5,22,37,61
Temporada2020,Jornada 37,20,Espanyol,24,36,5,9,22,27,57
Temporada2020,Jornada 38,1,Real Madrid,80,35,24,8,3,64,21
Temporada2020,Jornada 38,2,Barcelona,79,36,24,7,5,80,36
Temporada2020,Jornada 38,3,Atlético Madrid,66,36,17,15,4,48,26
Temporada2020,Jornada 38,4,Sevilla,66,36,18,12,6,53,34
Temporada2020,Jornada 38,5,Villarreal,57,35,17,6,12,57,45
