plantilla_temporada,plantilla_equipo,plantilla_dorsal,plantilla_foto,plantilla_name,plantilla_posicion,plantilla_edad,plantilla_pais,plantilla_altura,plantilla_peso,plantilla_goles,plantilla_rojas,plantilla_amarillas
Temporada2019,Real Madrid,40,https://thumb.resfu.com/img_data/players/medium/478829.jpg?size=60x&5,Altube,Portero,20,https://thumb.resfu.com/media/img/1px.gif,188,84,0,0,0
Temporada2019,Real Madrid,1,https://thumb.resfu.com/img_data/players/medium/67500.jpg?size=60x&5,K. Navas,Portero,33,https://thumb.resfu.com/media/img/1px.gif,185,78,0,0,1
Temporada2019,Real Madrid,30,https://thumb.resfu.com/img_data/players/medium/251357.jpg?size=60x&5,L. Zidane,Portero,21,https://thumb.resfu.com/media/img/1px.gif,183,77,0,0,0
Temporada2019,Real Madrid,35,https://thumb.resfu.com/img_data/players/medium/342280.jpg?size=60x&5,Moha,Portero,19,https://thumb.resfu.com/media/img/1px.gif,189,87,0,0,0
Temporada2019,Real Madrid,25,https://thumb.resfu.com/img_data/players/medium/69148.jpg?size=60x&5,T. Courtois,Portero,27,https://thumb.resfu.com/media/img/1px.gif,199,88,0,0,2
Temporada2019,Real Madrid,19,https://thumb.resfu.com/img_data/players/medium/190177.jpg?size=60x&5,Á. Odriozola,Defensa,24,https://thumb.resfu.com/media/img/1px.gif,178,74,0,0,2
Temporada2019,Real Madrid,2,https://thumb.resfu.com/img_data/players/medium/74892.jpg?size=60x&5,D. Carvajal,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,173,70,1,0,10
Temporada2019,Real Madrid,3,https://thumb.resfu.com/img_data/players/medium/171872.jpg?size=60x&5,J. Vallejo,Defensa,23,https://thumb.resfu.com/media/img/1px.gif,183,74,1,1,1
Temporada2019,Real Madrid,12,https://thumb.resfu.com/img_data/players/medium/23343.jpg?size=60x&5,Marcelo,Defensa,31,https://thumb.resfu.com/media/img/1px.gif,174,73,2,0,6
Temporada2019,Real Madrid,6,https://thumb.resfu.com/img_data/players/medium/102322.jpg?size=60x&5,Nacho,Defensa,30,https://thumb.resfu.com/media/img/1px.gif,180,76,0,1,8
Temporada2019,Real Madrid,5,https://thumb.resfu.com/img_data/players/medium/103053.jpg?size=60x&5,R. Varane,Defensa,26,https://thumb.resfu.com/media/img/1px.gif,191,76,2,1,0
Temporada2019,Real Madrid,23,https://thumb.resfu.com/img_data/players/medium/136588.jpg?size=60x&5,Reguilón,Defensa,23,https://thumb.resfu.com/media/img/1px.gif,178,67,0,0,3
Temporada2019,Real Madrid,4,https://thumb.resfu.com/img_data/players/medium/23341.jpg?size=60x&5,Sergio Ramos,Defensa,33,https://thumb.resfu.com/media/img/1px.gif,183,73,6,1,7
Temporada2019,Real Madrid,21,https://thumb.resfu.com/img_data/players/medium/297592.jpg?size=60x&5,Brahim,Centrocampista,20,https://thumb.resfu.com/media/img/1px.gif,170,68,1,0,0
Temporada2019,Real Madrid,14,https://thumb.resfu.com/img_data/players/medium/92909.jpg?size=60x&5,Casemiro,Centrocampista,28,https://thumb.resfu.com/media/img/1px.gif,184,80,3,1,7
Temporada2019,Real Madrid,24,https://thumb.resfu.com/img_data/players/medium/204716.jpg?size=60x&5,D. Ceballos,Centrocampista,23,https://thumb.resfu.com/media/img/1px.gif,176,75,3,0,3
Temporada2019,Real Madrid,15,https://thumb.resfu.com/img_data/players/medium/281486.jpg?size=60x&5,F. Valverde,Centrocampista,21,https://thumb.resfu.com/media/img/1px.gif,181,74,0,0,4
Temporada2019,Real Madrid,22,https://thumb.resfu.com/img_data/players/medium/44027.jpg?size=60x&5,Isco,Centrocampista,27,https://thumb.resfu.com/media/img/1px.gif,175,79,3,0,3
Temporada2019,Real Madrid,33,https://thumb.resfu.com/img_data/players/medium/245395.jpg?size=60x&5,J. Seoane,Centrocampista,23,https://thumb.resfu.com/media/img/1px.gif,177,70,0,0,0
Temporada2019,Real Madrid,10,https://thumb.resfu.com/img_data/players/medium/26968.jpg?size=60x&5,L. Modrić,Centrocampista,34,https://thumb.resfu.com/media/img/1px.gif,175,67,3,0,6
Temporada2019,Real Madrid,20,https://thumb.resfu.com/img_data/players/medium/190403.jpg?size=60x&5,M. Asensio,Centrocampista,24,https://thumb.resfu.com/media/img/1px.gif,180,70,1,0,3
Temporada2019,Real Madrid,18,https://thumb.resfu.com/img_data/players/medium/147267.jpg?size=60x&5,Marcos Llorente,Centrocampista,25,https://thumb.resfu.com/media/img/1px.gif,182,65,0,0,1
Temporada2019,Real Madrid,8,https://thumb.resfu.com/img_data/players/medium/2100.jpg?size=60x&5,T. Kroos,Centrocampista,30,https://thumb.resfu.com/media/img/1px.gif,182,71,0,0,2
Temporada2019,Real Madrid,27,https://thumb.resfu.com/img_data/players/medium/233386.jpg?size=60x&5,Cristo González,Delantero,22,https://thumb.resfu.com/media/img/1px.gif,178,74,0,0,0
Temporada2019,Real Madrid,11,https://thumb.resfu.com/img_data/players/medium/72.jpg?size=60x&5,G. Bale,Delantero,30,https://thumb.resfu.com/media/img/1px.gif,183,74,8,0,4
Temporada2019,Real Madrid,9,https://thumb.resfu.com/img_data/players/medium/3318.jpg?size=60x&5,K. Benzema,Delantero,32,https://thumb.resfu.com/media/img/1px.gif,187,79,21,0,1
Temporada2019,Real Madrid,17,https://thumb.resfu.com/img_data/players/medium/94324.jpg?size=60x&5,Lucas Vázquez,Delantero,28,https://thumb.resfu.com/media/img/1px.gif,173,69,1,1,6
Temporada2019,Real Madrid,7,https://thumb.resfu.com/img_data/players/medium/120440.jpg?size=60x&5,Mariano,Delantero,26,https://thumb.resfu.com/media/img/1px.gif,182,75,3,0,2
Temporada2019,Real Madrid,28,https://thumb.resfu.com/img_data/players/medium/358618.jpg?size=60x&5,Vinicius Jr.,Delantero,19,https://thumb.resfu.com/media/img/1px.gif,177,67,2,0,0
Temporada2019,Barcelona,30,https://thumb.resfu.com/img_data/players/medium/284543.jpg?size=60x&5,Iñaki Peña,Portero,21,https://thumb.resfu.com/media/img/1px.gif,184,78,0,0,0
Temporada2019,Barcelona,13,https://thumb.resfu.com/img_data/players/medium/69899.jpg?size=60x&5,J. Cillessen,Portero,30,https://thumb.resfu.com/media/img/1px.gif,187,82,0,0,0
Temporada2019,Barcelona,1,https://thumb.resfu.com/img_data/players/medium/67849.jpg?size=60x&5,M. Ter Stegen,Portero,27,https://thumb.resfu.com/media/img/1px.gif,188,82,0,0,0
Temporada2019,Barcelona,15,https://thumb.resfu.com/img_data/players/medium/200996.jpg?size=60x&5,C. Lenglet,Defensa,24,https://thumb.resfu.com/media/img/1px.gif,185,80,1,1,8
Temporada2019,Barcelona,36,https://thumb.resfu.com/img_data/players/medium/284538.jpg?size=60x&5,Chumi,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,186,78,0,0,0
Temporada2019,Barcelona,3,https://thumb.resfu.com/img_data/players/medium/23560.jpg?size=60x&5,G. Piqué,Defensa,33,https://thumb.resfu.com/media/img/1px.gif,192,85,4,0,6
Temporada2019,Barcelona,27,https://thumb.resfu.com/img_data/players/medium/342270.jpg?size=60x&5,J. Miranda,Defensa,20,https://thumb.resfu.com/media/img/1px.gif,185,76,0,0,0
Temporada2019,Barcelona,17,https://thumb.resfu.com/img_data/players/medium/186842.jpg?size=60x&5,J. Murillo,Defensa,27,https://thumb.resfu.com/media/img/1px.gif,182,78,0,0,0
Temporada2019,Barcelona,6,https://thumb.resfu.com/img_data/players/medium/506831.jpg?size=60x&5,J. Todibo,Defensa,20,https://thumb.resfu.com/media/img/1px.gif,189,84,0,0,2
Temporada2019,Barcelona,18,https://thumb.resfu.com/img_data/players/medium/28113.jpg?size=60x&5,Jordi Alba,Defensa,30,https://thumb.resfu.com/media/img/1px.gif,169,67,2,0,6
Temporada2019,Barcelona,40,https://thumb.resfu.com/img_data/players/medium/277093.jpg?size=60x&5,M. Wagué,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,177,72,0,0,1
Temporada2019,Barcelona,2,https://thumb.resfu.com/img_data/players/medium/198493.jpg?size=60x&5,N. Semedo,Defensa,26,https://thumb.resfu.com/media/img/1px.gif,177,67,1,0,4
Temporada2019,Barcelona,23,https://thumb.resfu.com/img_data/players/medium/127121.jpg?size=60x&5,S. Umtiti,Defensa,26,https://thumb.resfu.com/media/img/1px.gif,181,75,0,0,4
Temporada2019,Barcelona,24,https://thumb.resfu.com/img_data/players/medium/1497.jpg?size=60x&5,T. Vermaelen,Defensa,34,https://thumb.resfu.com/media/img/1px.gif,182,75,0,0,2
Temporada2019,Barcelona,22,https://thumb.resfu.com/img_data/players/medium/61471.jpg?size=60x&5,A. Vidal,Centrocampista,32,https://thumb.resfu.com/media/img/1px.gif,181,74,3,0,7
Temporada2019,Barcelona,8,https://thumb.resfu.com/img_data/players/medium/249086.jpg?size=60x&5,Arthur,Centrocampista,23,https://thumb.resfu.com/media/img/1px.gif,172,68,0,0,2
Temporada2019,Barcelona,21,https://thumb.resfu.com/img_data/players/medium/275862.jpg?size=60x&5,C. Aleñá,Centrocampista,22,https://thumb.resfu.com/media/img/1px.gif,180,70,2,0,2
Temporada2019,Barcelona,4,https://thumb.resfu.com/img_data/players/medium/2139.jpg?size=60x&5,I. Rakitić,Centrocampista,32,https://thumb.resfu.com/media/img/1px.gif,184,79,3,1,7
Temporada2019,Barcelona,7,https://thumb.resfu.com/img_data/players/medium/65113.jpg?size=60x&5,P. Coutinho,Centrocampista,27,https://thumb.resfu.com/media/img/1px.gif,171,72,5,0,2
Temporada2019,Barcelona,12,https://thumb.resfu.com/img_data/players/medium/81427.jpg?size=60x&5,Rafinha,Centrocampista,27,https://thumb.resfu.com/media/img/1px.gif,177,67,0,0,1
Temporada2019,Barcelona,28,https://thumb.resfu.com/img_data/players/medium/427161.jpg?size=60x&5,Riqui Puig,Centrocampista,20,https://thumb.resfu.com/media/img/1px.gif,169,68,0,0,0
Temporada2019,Barcelona,5,https://thumb.resfu.com/img_data/players/medium/27059.jpg?size=60x&5,S. Busquets,Centrocampista,31,https://thumb.resfu.com/media/img/1px.gif,189,73,0,0,10
Temporada2019,Barcelona,20,https://thumb.resfu.com/img_data/players/medium/81723.jpg?size=60x&5,Sergi Roberto,Centrocampista,28,https://thumb.resfu.com/media/img/1px.gif,177,70,0,0,3
Temporada2019,Barcelona,34,https://thumb.resfu.com/img_data/players/medium/302302.jpg?size=60x&5,A. Collado,Delantero,20,https://thumb.resfu.com/media/img/1px.gif,177,66,0,0,0
Temporada2019,Barcelona,29,https://thumb.resfu.com/img_data/players/medium/317325.jpg?size=60x&5,Abel Ruiz,Delantero,20,https://thumb.resfu.com/media/img/1px.gif,182,73,0,0,0
Temporada2019,Barcelona,43,https://thumb.resfu.com/img_data/players/medium/284540.jpg?size=60x&5,C. Pérez,Delantero,22,https://thumb.resfu.com/media/img/1px.gif,173,75,0,0,0
Temporada2019,Barcelona,19,https://thumb.resfu.com/img_data/players/medium/290.jpg?size=60x&5,K-P. Boateng,Delantero,33,https://thumb.resfu.com/media/img/1px.gif,185,86,0,0,1
Temporada2019,Barcelona,10,https://thumb.resfu.com/img_data/players/medium/23569.jpg?size=60x&5,L. Messi,Delantero,32,https://thumb.resfu.com/media/img/1px.gif,170,72,36,0,3
Temporada2019,Barcelona,9,https://thumb.resfu.com/img_data/players/medium/29685.jpg?size=60x&5,L. Suárez,Delantero,33,https://thumb.resfu.com/media/img/1px.gif,181,81,21,0,5
Temporada2019,Barcelona,14,https://thumb.resfu.com/img_data/players/medium/207845.jpg?size=60x&5,Malcom,Delantero,23,https://thumb.resfu.com/media/img/1px.gif,172,74,1,0,0
Temporada2019,Barcelona,11,https://thumb.resfu.com/img_data/players/medium/241919.jpg?size=60x&5,O. Dembélé,Delantero,22,https://thumb.resfu.com/media/img/1px.gif,177,61,8,0,1
Temporada2019,Getafe,13,https://thumb.resfu.com/img_data/players/medium/115128.jpg?size=60x&5,David Soria,Portero,26,https://thumb.resfu.com/media/img/1px.gif,190,83,0,0,0
Temporada2019,Getafe,1,https://thumb.resfu.com/img_data/players/medium/93251.jpg?size=60x&5,L. Chichizola,Portero,29,https://thumb.resfu.com/media/img/1px.gif,182,81,0,0,0
Temporada2019,Getafe,25,https://thumb.resfu.com/img_data/players/medium/115129.jpg?size=60x&5,Rubén Yáñez,Portero,26,https://thumb.resfu.com/media/img/1px.gif,188,80,0,0,0
Temporada2019,Getafe,4,https://thumb.resfu.com/img_data/players/medium/57814.jpg?size=60x&5,Bruno,Defensa,29,https://thumb.resfu.com/media/img/1px.gif,184,82,0,1,7
