plantilla_temporada,plantilla_equipo,plantilla_dorsal,plantilla_foto,plantilla_name,plantilla_posicion,plantilla_edad,plantilla_pais,plantilla_altura,plantilla_peso,plantilla_goles,plantilla_rojas,plantilla_amarillas
Temporada2018,Real Madrid,13,https://thumb.resfu.com/img_data/players/medium/13234.jpg?size=60x&5,K. Casilla,Portero,33,https://thumb.resfu.com/media/img/1px.gif,191,84,0,0,0
Temporada2018,Real Madrid,1,https://thumb.resfu.com/img_data/players/medium/67500.jpg?size=60x&5,K. Navas,Portero,33,https://thumb.resfu.com/media/img/1px.gif,185,78,0,0,1
Temporada2018,Real Madrid,30,https://thumb.resfu.com/img_data/players/medium/251357.jpg?size=60x&5,L. Zidane,Portero,21,https://thumb.resfu.com/media/img/1px.gif,183,77,0,0,0
Temporada2018,Real Madrid,35,https://thumb.resfu.com/img_data/players/medium/342280.jpg?size=60x&5,Moha,Portero,19,https://thumb.resfu.com/media/img/1px.gif,189,87,0,0,0
Temporada2018,Real Madrid,27,https://thumb.resfu.com/img_data/players/medium/136584.jpg?size=60x&5,Á. Tejero,Defensa,23,https://thumb.resfu.com/media/img/1px.gif,174,68,0,0,0
Temporada2018,Real Madrid,19,https://thumb.resfu.com/img_data/players/medium/283900.jpg?size=60x&5,Achraf,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,179,68,2,0,0
Temporada2018,Real Madrid,2,https://thumb.resfu.com/img_data/players/medium/74892.jpg?size=60x&5,D. Carvajal,Defensa,28,https://thumb.resfu.com/media/img/1px.gif,173,70,0,1,11
Temporada2018,Real Madrid,3,https://thumb.resfu.com/img_data/players/medium/171872.jpg?size=60x&5,J. Vallejo,Defensa,23,https://thumb.resfu.com/media/img/1px.gif,183,74,0,0,0
Temporada2018,Real Madrid,31,https://thumb.resfu.com/img_data/players/medium/136590.jpg?size=60x&5,L. Quezada,Defensa,24,https://thumb.resfu.com/media/img/1px.gif,171,66,0,0,0
Temporada2018,Real Madrid,33,https://thumb.resfu.com/img_data/players/medium/251361.jpg?size=60x&5,Manu,Defensa,21,https://thumb.resfu.com/media/img/1px.gif,181,76,0,0,0
Temporada2018,Real Madrid,12,https://thumb.resfu.com/img_data/players/medium/23343.jpg?size=60x&5,Marcelo,Defensa,31,https://thumb.resfu.com/media/img/1px.gif,174,73,2,1,3
Temporada2018,Real Madrid,6,https://thumb.resfu.com/img_data/players/medium/102322.jpg?size=60x&5,Nacho,Defensa,30,https://thumb.resfu.com/media/img/1px.gif,180,76,3,0,7
Temporada2018,Real Madrid,5,https://thumb.resfu.com/img_data/players/medium/103053.jpg?size=60x&5,R. Varane,Defensa,26,https://thumb.resfu.com/media/img/1px.gif,191,76,0,0,3
Temporada2018,Real Madrid,4,https://thumb.resfu.com/img_data/players/medium/23341.jpg?size=60x&5,Sergio Ramos,Defensa,33,https://thumb.resfu.com/media/img/1px.gif,183,73,4,2,11
Temporada2018,Real Madrid,15,https://thumb.resfu.com/img_data/players/medium/301640.jpg?size=60x&5,Theo Hernández,Defensa,22,https://thumb.resfu.com/media/img/1px.gif,185,75,0,0,1
Temporada2018,Real Madrid,14,https://thumb.resfu.com/img_data/players/medium/92909.jpg?size=60x&5,Casemiro,Centrocampista,28,https://thumb.resfu.com/media/img/1px.gif,184,80,5,0,8
Temporada2018,Real Madrid,24,https://thumb.resfu.com/img_data/players/medium/204716.jpg?size=60x&5,D. Ceballos,Centrocampista,23,https://thumb.resfu.com/media/img/1px.gif,176,75,2,0,0
Temporada2018,Real Madrid,29,https://thumb.resfu.com/img_data/players/medium/340410.jpg?size=60x&5,Franchu,Centrocampista,21,https://thumb.resfu.com/media/img/1px.gif,172,69,0,0,0
Temporada2018,Real Madrid,22,https://thumb.resfu.com/img_data/players/medium/44027.jpg?size=60x&5,Isco,Centrocampista,27,https://thumb.resfu.com/media/img/1px.gif,175,79,7,0,1
Temporada2018,Real Madrid,10,https://thumb.resfu.com/img_data/players/medium/26968.jpg?size=60x&5,L. Modrić,Centrocampista,34,https://thumb.resfu.com/media/img/1px.gif,175,67,1,0,3
