Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT 1 ,CUT 2
Bundesliga,Temporada2020,Jornada 1,B. Dortmund,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 1,RB Leipzig,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,SC Freiburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,B. Leverkusen,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 1,Wolfsburg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 1,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Bayern München,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Hertha BSC,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Schalke 04,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Paderborn,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 1,Köln,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Hoffenheim,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Werder Bremen,2,0,0,"-0,2760158","0,1659413","0,778553"
Bundesliga,Temporada2020,Jornada 1,Mainz 05,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 1,FC Augsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 1,Union Berlin,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,B. Dortmund,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 2,RB Leipzig,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 2,SC Freiburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,Wolfsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,B. Leverkusen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 2,Bayern München,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 2,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,Hoffenheim,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 2,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 2,Schalke 04,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 2,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 2,Union Berlin,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 2,Werder Bremen,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2020,Jornada 2,Paderborn,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 2,Köln,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 2,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 3,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 3,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 3,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 3,B. Leverkusen,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 3,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 3,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 3,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 3,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 3,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 3,Hoffenheim,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 3,Union Berlin,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 3,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 3,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 3,Köln,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 3,Paderborn,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 3,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 3,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 3,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 4,RB Leipzig,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 4,B. Dortmund,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 4,SC Freiburg,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2020,Jornada 4,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 4,Wolfsburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 4,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 4,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 4,B. Leverkusen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 4,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 4,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 4,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 4,Union Berlin,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 4,Hoffenheim,2,0,0,"-0,2760158","0,1659413","0,778553"
Bundesliga,Temporada2020,Jornada 4,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 4,Köln,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 4,Mainz 05,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2020,Jornada 4,Paderborn,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 4,Hertha BSC,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2020,Jornada 5,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 5,Bayern München,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 5,B. Dortmund,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 5,SC Freiburg,0,1,0,"-0,2209567","0,1108822","0,7234939"
Bundesliga,Temporada2020,Jornada 5,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 5,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 5,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 5,Wolfsburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 5,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 5,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 5,Hoffenheim,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 5,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 5,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 5,Union Berlin,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 5,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 5,Köln,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 5,Mainz 05,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 5,Paderborn,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 6,Bayern München,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 6,RB Leipzig,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2020,Jornada 6,SC Freiburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 6,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 6,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 6,B. Leverkusen,2,0,2,"-0,2059008","0,0958263","0,708438"
Bundesliga,Temporada2020,Jornada 6,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 6,B. Dortmund,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 6,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 6,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 6,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 6,Hoffenheim,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 6,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 6,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 6,Union Berlin,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 6,Mainz 05,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 6,Köln,0,1,3,"-0,1157842","0,00570969999999998","0,6183214"
Bundesliga,Temporada2020,Jornada 6,Paderborn,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 7,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 7,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 7,Bayern München,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 7,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 7,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 7,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 7,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 7,B. Dortmund,1,1,3,"-0,2537921","0,1437176","0,7563293"
Bundesliga,Temporada2020,Jornada 7,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 7,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 7,Werder Bremen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 7,Hoffenheim,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 7,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 7,FC Augsburg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 7,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 7,Union Berlin,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 7,Köln,1,0,6,"0,0723371","-0,1824116","0,4302001"
Bundesliga,Temporada2020,Jornada 7,Paderborn,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 8,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 8,Wolfsburg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 8,Bayern München,1,1,2,"-0,2888496","0,1787751","0,7913868"
Bundesliga,Temporada2020,Jornada 8,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 8,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 8,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 8,Schalke 04,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 8,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 8,B. Leverkusen,2,0,4,"-0,1357858","0,0257113","0,638323"
Bundesliga,Temporada2020,Jornada 8,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 8,Hoffenheim,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 8,Werder Bremen,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 8,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 8,Union Berlin,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 8,Köln,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 8,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 8,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 8,Paderborn,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 9,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 9,Bayern München,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 9,SC Freiburg,0,1,2,"-0,1508417","0,0407672","0,6533789"
Bundesliga,Temporada2020,Jornada 9,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 9,B. Dortmund,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2020,Jornada 9,RB Leipzig,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 9,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 9,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 9,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 9,Hoffenheim,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 9,Hertha BSC,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 9,Werder Bremen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 9,Mainz 05,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 9,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 9,Union Berlin,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 9,Köln,2,0,0,"-0,2760158","0,1659413","0,778553"
Bundesliga,Temporada2020,Jornada 9,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 9,Paderborn,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 10,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 10,B. Dortmund,0,1,4,"-0,0807267","-0,0293478","0,5832639"
Bundesliga,Temporada2020,Jornada 10,RB Leipzig,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2020,Jornada 10,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 10,SC Freiburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 10,Schalke 04,1,1,4,"-0,2187346","0,1086601","0,7212718"
Bundesliga,Temporada2020,Jornada 10,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 10,Wolfsburg,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2020,Jornada 10,Hoffenheim,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 10,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 10,Hertha BSC,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 10,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 10,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 10,Union Berlin,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 10,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 10,FC Augsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 10,Köln,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2020,Jornada 10,Paderborn,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 11,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 11,RB Leipzig,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 11,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 11,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 11,Hoffenheim,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 11,B. Dortmund,0,1,5,"-0,0456692","-0,0644053","0,5482064"
Bundesliga,Temporada2020,Jornada 11,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 11,B. Leverkusen,0,1,2,"-0,1508417","0,0407672","0,6533789"
Bundesliga,Temporada2020,Jornada 11,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 11,Wolfsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 11,Union Berlin,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2020,Jornada 11,Hertha BSC,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 11,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 11,Werder Bremen,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 11,FC Augsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 11,Mainz 05,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 11,Köln,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 11,Paderborn,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2020,Jornada 12,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 12,RB Leipzig,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 12,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 12,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 12,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 12,B. Dortmund,1,1,5,"-0,1836771","0,0736026","0,6862143"
Bundesliga,Temporada2020,Jornada 12,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 12,Hoffenheim,3,0,1,"-0,3789662","0,2688917","0,8815034"
Bundesliga,Temporada2020,Jornada 12,B. Leverkusen,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2020,Jornada 12,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 12,Union Berlin,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 12,FC Augsburg,0,1,2,"-0,1508417","0,0407672","0,6533789"
Bundesliga,Temporada2020,Jornada 12,Mainz 05,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 12,Werder Bremen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 12,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 12,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 12,Köln,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 12,Paderborn,0,1,1,"-0,1858992","0,0758247","0,6884364"
Bundesliga,Temporada2020,Jornada 13,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 13,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 13,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 13,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 13,B. Dortmund,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2020,Jornada 13,SC Freiburg,3,0,2,"-0,3439087","0,2338342","0,8464459"
Bundesliga,Temporada2020,Jornada 13,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 13,Hoffenheim,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 13,Wolfsburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 13,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 13,Union Berlin,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2020,Jornada 13,Mainz 05,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 13,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2020,Jornada 13,FC Augsburg,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2020,Jornada 13,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 13,Hertha BSC,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 13,Köln,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 13,Paderborn,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2020,Jornada 14,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 14,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 14,B. Dortmund,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 14,Schalke 04,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 14,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 14,B. Leverkusen,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2020,Jornada 14,Bayern München,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2020,Jornada 14,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 14,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 14,Union Berlin,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 14,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 14,FC Augsburg,1,1,3,"-0,2537921","0,1437176","0,7563293"
Bundesliga,Temporada2020,Jornada 14,Mainz 05,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 14,Werder Bremen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 14,Hertha BSC,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2020,Jornada 14,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 14,Paderborn,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2020,Jornada 14,Köln,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2020,Jornada 15,RB Leipzig,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2020,Jornada 15,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2020,Jornada 15,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2020,Jornada 15,Schalke 04,0,1,1,"-0,1858992","0,0758247","0,6884364"
