Liga,Temporada,Jornada,Equipo,Cambios realizados partido,Cambio lesion jornada anterior,,
Bundesliga,Temporada2018,Jornada 34,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2018,Jornada 34,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2018,Jornada 34,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2018,Jornada 34,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2018,Jornada 34,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2018,Jornada 34,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2018,Jornada 34,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 1,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,SC Freiburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 1,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 1,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 2,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 2,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Bayern München,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 3,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 3,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 3,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Eintracht,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 4,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Hoffenheim,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2017,Jornada 4,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Darmstadt 98,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 4,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 4,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 4,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 5,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 5,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 5,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Hoffenheim,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 6,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 6,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 7,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 7,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 7,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 8,Ingolstadt 04,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 8,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 9,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Eintracht,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 9,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Monchengladbach,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 9,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 9,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 10,Bayern München,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2017,Jornada 10,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Köln,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 10,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Wolfsburg,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2017,Jornada 10,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Werder Bremen,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 10,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 10,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 11,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Bayern München,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 11,B. Dortmund,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 11,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Hertha BSC,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 11,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 11,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 12,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Hertha BSC,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 12,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,B. Leverkusen,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 12,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 12,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 13,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Köln,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Werder Bremen,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 13,Wolfsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 13,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 13,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 13,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,RB Leipzig,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 14,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Köln,2,1,"0,2301974","1,2588484821"
Bundesliga,Temporada2017,Jornada 14,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 14,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 14,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Hoffenheim,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 15,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Köln,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 15,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Wolfsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 15,Ingolstadt 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 15,Hamburger SV,0,0,"-0,4672722","0,6267094769"
Bundesliga,Temporada2017,Jornada 15,Darmstadt 98,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Köln,1,0,"-0,1891114","0,8276942964"
Bundesliga,Temporada2017,Jornada 16,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,B. Leverkusen,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 16,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2017,Jornada 16,Monchengladbach,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2017,Jornada 16,Werder Bremen,3,0,"0,3672102","1,4437013532"
