Liga,Temporada,Jornada,Equipo,Cambios realizados partido,Cambio lesion jornada anterior,,
Bundesliga,Temporada2019,Jornada 1,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 1,SC Freiburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 1,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Bayern München,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2019,Jornada 2,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,B. Dortmund,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 2,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Hoffenheim,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 2,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Nürnberg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 2,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 2,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 3,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 3,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Fortuna,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 4,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Eintracht,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 4,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 4,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 5,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 5,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Fortuna,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 6,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 6,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 7,Fortuna,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 7,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 8,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 8,Fortuna,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 9,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Hannover 96,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 9,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 9,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 10,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 10,Hannover 96,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 10,Fortuna,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 10,Stuttgart,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 11,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,FC Augsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 11,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Wolfsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 11,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 11,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Hertha BSC,1,1,"-0,0479634","0,9531686724"
Bundesliga,Temporada2019,Jornada 12,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 12,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Eintracht,2,1,"0,2301974","1,2588484821"
Bundesliga,Temporada2019,Jornada 13,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Nürnberg,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2019,Jornada 13,Stuttgart,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 13,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 13,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Wolfsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 14,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 14,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Eintracht,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Hoffenheim,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 15,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Wolfsburg,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 15,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 15,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Bayern München,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Eintracht,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 16,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Hertha BSC,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 16,Werder Bremen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,B. Leverkusen,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Mainz 05,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,SC Freiburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,FC Augsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Schalke 04,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Fortuna,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Stuttgart,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Hannover 96,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 16,Nürnberg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,B. Dortmund,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,Bayern München,3,1,"0,5083582","1,662559363"
Bundesliga,Temporada2019,Jornada 17,Monchengladbach,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,RB Leipzig,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,Wolfsburg,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,Eintracht,2,0,"0,0890494","1,0931346558"
Bundesliga,Temporada2019,Jornada 17,Hoffenheim,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,Hertha BSC,3,0,"0,3672102","1,4437013532"
Bundesliga,Temporada2019,Jornada 17,B. Leverkusen,3,0,"0,3672102","1,4437013532"
