Liga,Temporada,Jornada,Equipo,Cambios realizados delantero partido,Media minuto cambio partido,Cambio amarilla jornada anterior,Y LAMBDA,EXP LAMBDA
Premier League,Temporada2020,Jornada 1,Man. City,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 1,Man. Utd,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 1,Liverpool,2,66,0,"0,2020772","1,2239424928"
Premier League,Temporada2020,Jornada 1,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 1,Burnley,1,84,0,"0,3506907","1,4200480371"
Premier League,Temporada2020,Jornada 1,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 1,Arsenal,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 1,AFC Bournemouth,1,90,0,"0,4246293","1,5290235056"
Premier League,Temporada2020,Jornada 1,Sheffield United,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 1,Crystal Palace,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 1,Everton,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2020,Jornada 1,Leicester,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 1,Wolves,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2020,Jornada 1,Newcastle,0,60,0,"-0,018266","0,9818998123"
Premier League,Temporada2020,Jornada 1,Aston Villa,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 1,Norwich City,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 1,Southampton,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 1,Watford,2,60,0,"0,1281386","1,1367105399"
Premier League,Temporada2020,Jornada 1,Chelsea,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 1,West Ham,2,56,0,"0,0788462","1,0820378918"
Premier League,Temporada2020,Jornada 2,Liverpool,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2020,Jornada 2,Arsenal,2,66,1,"0,2886231","1,3345886273"
Premier League,Temporada2020,Jornada 2,Man. City,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 2,Man. Utd,3,86,0,"0,5217415","1,684959453"
Premier League,Temporada2020,Jornada 2,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 2,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 2,AFC Bournemouth,0,61,0,"-0,0059429","0,9940747241"
Premier League,Temporada2020,Jornada 2,Sheffield United,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2020,Jornada 2,Everton,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2020,Jornada 2,Burnley,2,66,0,"0,2020772","1,2239424928"
Premier League,Temporada2020,Jornada 2,Norwich City,0,87,0,"0,3144577","1,3695164208"
Premier League,Temporada2020,Jornada 2,Wolves,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 2,Leicester,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 2,Crystal Palace,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 2,Chelsea,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2020,Jornada 2,West Ham,0,68,1,"0,1668647","1,1815943848"
Premier League,Temporada2020,Jornada 2,Aston Villa,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2020,Jornada 2,Newcastle,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 2,Southampton,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 2,Watford,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 3,Liverpool,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 3,Man. City,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 3,Arsenal,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2020,Jornada 3,Leicester,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 3,Man. Utd,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2020,Jornada 3,Burnley,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2020,Jornada 3,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 3,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 3,Sheffield United,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2020,Jornada 3,Crystal Palace,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2020,Jornada 3,AFC Bournemouth,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2020,Jornada 3,Everton,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2020,Jornada 3,West Ham,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2020,Jornada 3,Chelsea,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2020,Jornada 3,Wolves,0,67,0,"0,0679957","1,0703607059"
Premier League,Temporada2020,Jornada 3,Aston Villa,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2020,Jornada 3,Norwich City,0,81,0,"0,2405191","1,2719092271"
Premier League,Temporada2020,Jornada 3,Southampton,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2020,Jornada 3,Newcastle,2,62,0,"0,1527848","1,165074228"
Premier League,Temporada2020,Jornada 3,Watford,1,78,1,"0,363298","1,4380643386"
Premier League,Temporada2020,Jornada 4,Liverpool,2,80,0,"0,3746006","1,4544104071"
Premier League,Temporada2020,Jornada 4,Man. City,0,61,0,"-0,0059429","0,9940747241"
Premier League,Temporada2020,Jornada 4,Leicester,0,73,0,"0,1419343","1,1525009267"
Premier League,Temporada2020,Jornada 4,Crystal Palace,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2020,Jornada 4,Arsenal,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 4,Everton,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2020,Jornada 4,West Ham,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2020,Jornada 4,Man. Utd,0,72,0,"0,1296112","1,1383856929"
Premier League,Temporada2020,Jornada 4,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 4,Sheffield United,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 4,Chelsea,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 4,Burnley,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 4,Southampton,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 4,Newcastle,0,81,1,"0,327065","1,3868916222"
Premier League,Temporada2020,Jornada 4,AFC Bournemouth,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2020,Jornada 4,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 4,Wolves,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2020,Jornada 4,Aston Villa,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 4,Norwich City,0,63,0,"0,0187033","1,0188793023"
Premier League,Temporada2020,Jornada 4,Watford,1,74,1,"0,3140056","1,3688974024"
Premier League,Temporada2020,Jornada 5,Liverpool,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 5,Man. City,1,62,1,"0,1661284","1,180724697"
Premier League,Temporada2020,Jornada 5,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 5,Man. Utd,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 5,Leicester,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2020,Jornada 5,Chelsea,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2020,Jornada 5,Arsenal,0,66,1,"0,1422185","1,1528285141"
Premier League,Temporada2020,Jornada 5,West Ham,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2020,Jornada 5,AFC Bournemouth,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2020,Jornada 5,Southampton,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2020,Jornada 5,Everton,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 5,Crystal Palace,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 5,Norwich City,1,86,1,"0,4618828","1,587059289"
Premier League,Temporada2020,Jornada 5,Burnley,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 5,Sheffield United,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 5,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 5,Aston Villa,0,77,0,"0,1912267","1,2107338943"
Premier League,Temporada2020,Jornada 5,Newcastle,0,71,0,"0,1172881","1,1244433352"
Premier League,Temporada2020,Jornada 5,Wolves,2,57,1,"0,1777152","1,1944850834"
Premier League,Temporada2020,Jornada 5,Watford,1,65,1,"0,2030977","1,2251921637"
Premier League,Temporada2020,Jornada 6,Liverpool,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 6,Man. City,0,54,0,"-0,0922046","0,9119185519"
Premier League,Temporada2020,Jornada 6,Leicester,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2020,Jornada 6,Arsenal,0,63,0,"0,0187033","1,0188793023"
Premier League,Temporada2020,Jornada 6,West Ham,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 6,AFC Bournemouth,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 6,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 6,Man. Utd,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 6,Burnley,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2020,Jornada 6,Sheffield United,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 6,Chelsea,1,44,0,"-0,1422333","0,8674188641"
Premier League,Temporada2020,Jornada 6,Crystal Palace,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 6,Southampton,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 6,Everton,1,60,0,"0,0549363","1,0564733152"
Premier League,Temporada2020,Jornada 6,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 6,Norwich City,0,60,0,"-0,018266","0,9818998123"
Premier League,Temporada2020,Jornada 6,Newcastle,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2020,Jornada 6,Aston Villa,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 6,Wolves,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 6,Watford,1,56,0,"0,0056439","1,0056598568"
Premier League,Temporada2020,Jornada 7,Liverpool,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2020,Jornada 7,Man. City,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 7,Leicester,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 7,Arsenal,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2020,Jornada 7,West Ham,0,58,0,"-0,0429122","0,9579954984"
Premier League,Temporada2020,Jornada 7,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 7,Chelsea,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 7,AFC Bournemouth,0,85,0,"0,2898115","1,3361755952"
Premier League,Temporada2020,Jornada 7,Crystal Palace,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2020,Jornada 7,Man. Utd,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 7,Burnley,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2020,Jornada 7,Sheffield United,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 7,Wolves,3,74,0,"0,3738643","1,4533399188"
Premier League,Temporada2020,Jornada 7,Southampton,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2020,Jornada 7,Everton,1,44,1,"-0,0556874","0,9458347576"
Premier League,Temporada2020,Jornada 7,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 7,Norwich City,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2020,Jornada 7,Aston Villa,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2020,Jornada 7,Newcastle,2,60,0,"0,1281386","1,1367105399"
Premier League,Temporada2020,Jornada 7,Watford,2,58,0,"0,1034924","1,1090373646"
Premier League,Temporada2020,Jornada 8,Liverpool,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 8,Man. City,1,60,0,"0,0549363","1,0564733152"
Premier League,Temporada2020,Jornada 8,Arsenal,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 8,Leicester,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 8,Chelsea,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2020,Jornada 8,Crystal Palace,1,85,1,"0,4495597","1,5676218096"
Premier League,Temporada2020,Jornada 8,Burnley,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 8,West Ham,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 8,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 8,AFC Bournemouth,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 8,Wolves,0,51,0,"-0,1291739","0,8788211253"
Premier League,Temporada2020,Jornada 8,Man. Utd,0,70,1,"0,1915109","1,2110780338"
Premier League,Temporada2020,Jornada 8,Sheffield United,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 8,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 8,Aston Villa,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 8,Newcastle,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2020,Jornada 8,Southampton,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2020,Jornada 8,Everton,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 8,Norwich City,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2020,Jornada 8,Watford,2,64,0,"0,177431","1,194145659"
Premier League,Temporada2020,Jornada 9,Liverpool,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 9,Man. City,0,85,0,"0,2898115","1,3361755952"
Premier League,Temporada2020,Jornada 9,Leicester,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 9,Chelsea,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 9,Arsenal,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2020,Jornada 9,Crystal Palace,0,71,0,"0,1172881","1,1244433352"
Premier League,Temporada2020,Jornada 9,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 9,Burnley,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 9,Sheffield United,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2020,Jornada 9,AFC Bournemouth,1,65,1,"0,2030977","1,2251921637"
Premier League,Temporada2020,Jornada 9,West Ham,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2020,Jornada 9,Aston Villa,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 9,Wolves,0,42,0,"-0,2400818","0,7865635175"
Premier League,Temporada2020,Jornada 9,Man. Utd,1,87,0,"0,38766","1,4735286994"
Premier League,Temporada2020,Jornada 9,Everton,2,89,0,"0,4855085","1,6250011119"
Premier League,Temporada2020,Jornada 9,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 9,Southampton,0,79,0,"0,2158729","1,2409446449"
Premier League,Temporada2020,Jornada 9,Newcastle,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 9,Norwich City,0,73,0,"0,1419343","1,1525009267"
Premier League,Temporada2020,Jornada 9,Watford,1,53,0,"-0,0313254","0,969160157"
Premier League,Temporada2020,Jornada 10,Liverpool,2,85,0,"0,4362161","1,5468430314"
Premier League,Temporada2020,Jornada 10,Man. City,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 10,Leicester,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 10,Chelsea,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2020,Jornada 10,Arsenal,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 10,Crystal Palace,1,87,0,"0,38766","1,4735286994"
Premier League,Temporada2020,Jornada 10,Man. Utd,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 10,Sheffield United,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 10,AFC Bournemouth,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2020,Jornada 10,West Ham,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 10,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 10,Wolves,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 10,Burnley,1,73,1,"0,3016825","1,3521318567"
Premier League,Temporada2020,Jornada 10,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 10,Aston Villa,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 10,Everton,3,58,0,"0,1766947","1,1932667332"
Premier League,Temporada2020,Jornada 10,Newcastle,2,88,0,"0,4731854","1,6050989407"
Premier League,Temporada2020,Jornada 10,Southampton,1,54,0,"-0,0190023","0,9811771055"
Premier League,Temporada2020,Jornada 10,Norwich City,0,52,0,"-0,1168508","0,8897179292"
Premier League,Temporada2020,Jornada 10,Watford,0,46,1,"-0,1042435","0,9010058758"
Premier League,Temporada2020,Jornada 11,Liverpool,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 11,Man. City,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 11,Leicester,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2020,Jornada 11,Chelsea,3,88,0,"0,5463877","1,7270032827"
Premier League,Temporada2020,Jornada 11,Arsenal,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 11,Sheffield United,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2020,Jornada 11,AFC Bournemouth,0,86,0,"0,3021346","1,3527432937"
Premier League,Temporada2020,Jornada 11,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 11,Crystal Palace,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 11,Man. Utd,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 11,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 11,Wolves,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2020,Jornada 11,West Ham,1,54,0,"-0,0190023","0,9811771055"
Premier League,Temporada2020,Jornada 11,Burnley,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2020,Jornada 11,Newcastle,2,84,0,"0,423893","1,5278980999"
Premier League,Temporada2020,Jornada 11,Aston Villa,1,76,1,"0,3386518","1,4030547165"
Premier League,Temporada2020,Jornada 11,Everton,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2020,Jornada 11,Southampton,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2020,Jornada 11,Norwich City,0,81,0,"0,2405191","1,2719092271"
Premier League,Temporada2020,Jornada 11,Watford,0,54,0,"-0,0922046","0,9119185519"
Premier League,Temporada2020,Jornada 12,Liverpool,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2020,Jornada 12,Leicester,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 12,Chelsea,2,80,1,"0,4611465","1,5858911673"
Premier League,Temporada2020,Jornada 12,Man. City,1,71,1,"0,2770363","1,3192142576"
Premier League,Temporada2020,Jornada 12,Sheffield United,2,91,0,"0,5101547","1,6655488354"
Premier League,Temporada2020,Jornada 12,Arsenal,0,78,0,"0,2035498","1,2257461983"
Premier League,Temporada2020,Jornada 12,Man. Utd,1,84,1,"0,4372366","1,5484223905"
Premier League,Temporada2020,Jornada 12,Wolves,2,86,0,"0,4485392","1,5660228676"
Premier League,Temporada2020,Jornada 12,AFC Bournemouth,0,70,1,"0,1915109","1,2110780338"
Premier League,Temporada2020,Jornada 12,Burnley,2,87,0,"0,4608623","1,5854405211"
Premier League,Temporada2020,Jornada 12,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 12,Crystal Palace,0,65,0,"0,0433495","1,0443028149"
Premier League,Temporada2020,Jornada 12,Newcastle,2,64,0,"0,177431","1,194145659"
Premier League,Temporada2020,Jornada 12,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 12,Everton,3,79,0,"0,4354798","1,5457045101"
Premier League,Temporada2020,Jornada 12,West Ham,1,46,0,"-0,1175871","0,889063071"
Premier League,Temporada2020,Jornada 12,Aston Villa,0,40,0,"-0,264728","0,7674146584"
Premier League,Temporada2020,Jornada 12,Watford,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2020,Jornada 12,Southampton,0,73,1,"0,2284802","1,2566886425"
Premier League,Temporada2020,Jornada 12,Norwich City,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 13,Liverpool,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 13,Leicester,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 13,Man. City,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 13,Chelsea,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 13,Wolves,1,89,0,"0,4123062","1,5102968184"
Premier League,Temporada2020,Jornada 13,Sheffield United,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2020,Jornada 13,Burnley,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 13,Arsenal,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2020,Jornada 13,Man. Utd,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 13,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 13,AFC Bournemouth,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2020,Jornada 13,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 13,Crystal Palace,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 13,Newcastle,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 13,Aston Villa,0,90,0,"0,351427","1,4210940035"
Premier League,Temporada2020,Jornada 13,Everton,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2020,Jornada 13,West Ham,2,55,0,"0,0665231","1,0687856527"
Premier League,Temporada2020,Jornada 13,Norwich City,1,86,0,"0,3753369","1,4554816838"
Premier League,Temporada2020,Jornada 13,Southampton,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2020,Jornada 13,Watford,1,56,0,"0,0056439","1,0056598568"
Premier League,Temporada2020,Jornada 14,Liverpool,2,74,1,"0,3872079","1,4728626676"
Premier League,Temporada2020,Jornada 14,Leicester,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 14,Man. City,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 14,Chelsea,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2020,Jornada 14,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 14,Wolves,0,0,1,"-0,6711061","0,5111428898"
Premier League,Temporada2020,Jornada 14,Sheffield United,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2020,Jornada 14,Arsenal,0,79,0,"0,2158729","1,2409446449"
Premier League,Temporada2020,Jornada 14,Man. Utd,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2020,Jornada 14,Burnley,1,58,1,"0,116836","1,1239350892"
Premier League,Temporada2020,Jornada 14,Crystal Palace,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 14,AFC Bournemouth,1,68,1,"0,240067","1,2713343269"
Premier League,Temporada2020,Jornada 14,West Ham,2,76,1,"0,4118541","1,5096141676"
Premier League,Temporada2020,Jornada 14,Newcastle,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 14,Aston Villa,1,49,0,"-0,0806178","0,9225462212"
Premier League,Temporada2020,Jornada 14,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 14,Everton,2,78,1,"0,4365003","1,5472827067"
Premier League,Temporada2020,Jornada 14,Southampton,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2020,Jornada 14,Norwich City,0,83,1,"0,3517112","1,4214979358"
Premier League,Temporada2020,Jornada 14,Watford,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 15,Liverpool,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 15,Leicester,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 15,Man. City,1,79,1,"0,3756211","1,4558953905"
Premier League,Temporada2020,Jornada 15,Chelsea,3,86,0,"0,5217415","1,684959453"
Premier League,Temporada2020,Jornada 15,Wolves,3,81,0,"0,460126","1,5842735909"
Premier League,Temporada2020,Jornada 15,Man. Utd,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2020,Jornada 15,Crystal Palace,1,37,0,"-0,228495","0,7957302758"
Premier League,Temporada2020,Jornada 15,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 15,Sheffield United,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 15,Arsenal,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 15,Newcastle,2,80,0,"0,3746006","1,4544104071"
Premier League,Temporada2020,Jornada 15,Burnley,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2020,Jornada 15,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 15,AFC Bournemouth,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 15,West Ham,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 15,Aston Villa,1,67,1,"0,2277439","1,2557636832"
Premier League,Temporada2020,Jornada 15,Southampton,3,78,0,"0,4231567","1,5267735226"
Premier League,Temporada2020,Jornada 15,Everton,1,56,0,"0,0056439","1,0056598568"
Premier League,Temporada2020,Jornada 15,Norwich City,0,58,0,"-0,0429122","0,9579954984"
Premier League,Temporada2020,Jornada 15,Watford,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 16,Liverpool,0,67,0,"0,0679957","1,0703607059"
Premier League,Temporada2020,Jornada 16,Leicester,1,73,0,"0,2151366","1,2400312737"
