Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Cambio goleador jornada anterior,PUNTOS Y,CUT 1,CUT 2
Premier League,Temporada2020,Jornada 30,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 30,Watford,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 30,West Ham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 30,AFC Bournemouth,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2020,Jornada 30,Aston Villa,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 30,Norwich City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 31,Liverpool,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2020,Jornada 31,Man. City,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2020,Jornada 31,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Sheffield United,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 31,Arsenal,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 31,Crystal Palace,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2020,Jornada 31,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Newcastle,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2020,Jornada 31,Southampton,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 31,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 31,Watford,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 31,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 31,AFC Bournemouth,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 31,Aston Villa,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 31,Norwich City,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 32,Liverpool,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 32,Man. City,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2020,Jornada 32,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,Man. Utd,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 32,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,Sheffield United,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 32,Arsenal,2,1,0,"-0,485062","0,3747437","0,9625288"
Premier League,Temporada2020,Jornada 32,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,Burnley,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2020,Jornada 32,Everton,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2020,Jornada 32,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,Newcastle,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2020,Jornada 32,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 32,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 32,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 32,Watford,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 32,Aston Villa,2,1,0,"-0,485062","0,3747437","0,9625288"
Premier League,Temporada2020,Jornada 32,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 32,Norwich City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 33,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 33,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 33,Leicester,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 33,Chelsea,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2020,Jornada 33,Man. Utd,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 33,Wolves,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 33,Arsenal,3,0,0,"-0,4919364","0,3816181","0,9694032"
Premier League,Temporada2020,Jornada 33,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 33,Sheffield United,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 33,Burnley,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2020,Jornada 33,Everton,2,1,0,"-0,485062","0,3747437","0,9625288"
Premier League,Temporada2020,Jornada 33,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 33,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 33,Crystal Palace,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 33,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 33,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 33,Watford,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 33,Aston Villa,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 33,AFC Bournemouth,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 33,Norwich City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Liverpool,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2020,Jornada 34,Man. City,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 34,Chelsea,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 34,Leicester,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 34,Man. Utd,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 34,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Sheffield United,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 34,Arsenal,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 34,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Everton,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2020,Jornada 34,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Newcastle,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 34,Crystal Palace,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2020,Jornada 34,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,AFC Bournemouth,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2020,Jornada 34,Aston Villa,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 34,Norwich City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 35,Liverpool,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2020,Jornada 35,Man. City,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2020,Jornada 35,Chelsea,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2020,Jornada 35,Leicester,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2020,Jornada 35,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 35,Wolves,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2020,Jornada 35,Sheffield United,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2020,Jornada 35,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 35,Arsenal,3,0,0,"-0,4919364","0,3816181","0,9694032"
Premier League,Temporada2020,Jornada 35,Burnley,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 35,Everton,2,1,1,"-0,4025574","0,2922391","0,8800242"
Premier League,Temporada2020,Jornada 35,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 35,Newcastle,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2020,Jornada 35,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 35,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 35,West Ham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2020,Jornada 35,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 35,AFC Bournemouth,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2020,Jornada 35,Aston Villa,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2020,Jornada 35,Norwich City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 36,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Chelsea,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 36,Wolves,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Sheffield United,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 36,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 36,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 36,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Aston Villa,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 36,Norwich City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2020,Jornada 37,Liverpool,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Sheffield United,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Arsenal,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Aston Villa,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 37,Norwich City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Liverpool,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Sheffield United,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Arsenal,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Aston Villa,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2020,Jornada 38,Norwich City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Liverpool,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,AFC Bournemouth,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 1,Crystal Palace,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 1,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Wolves,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 1,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Arsenal,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Brighton Hove A.,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2019,Jornada 1,Cardiff City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 1,Fulham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 1,Huddersfield,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 1,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Liverpool,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Tottenham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 2,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Everton,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2019,Jornada 2,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 2,Brighton Hove A.,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2019,Jornada 2,Newcastle,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2019,Jornada 2,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Wolves,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 2,Burnley,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 2,Cardiff City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Fulham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 2,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 2,Huddersfield,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 3,Tottenham,2,1,0,"-0,485062","0,3747437","0,9625288"
Premier League,Temporada2019,Jornada 3,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 3,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 3,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 3,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 3,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,Everton,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 3,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,Fulham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 3,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,Man. Utd,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2019,Jornada 3,Wolves,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 3,Cardiff City,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2019,Jornada 3,Newcastle,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 3,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 3,Burnley,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2019,Jornada 3,Huddersfield,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 3,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 4,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Tottenham,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2019,Jornada 4,AFC Bournemouth,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 4,Everton,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 4,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Fulham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 4,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Cardiff City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,Huddersfield,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 4,Newcastle,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 4,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 4,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Chelsea,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 5,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Watford,3,0,0,"-0,4919364","0,3816181","0,9694032"
Premier League,Temporada2019,Jornada 5,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Arsenal,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Wolves,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Fulham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 5,Cardiff City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 5,Huddersfield,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 5,Newcastle,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2019,Jornada 5,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 6,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 6,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 6,Chelsea,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2019,Jornada 6,Watford,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2019,Jornada 6,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 6,Arsenal,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2019,Jornada 6,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 6,AFC Bournemouth,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2019,Jornada 6,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2019,Jornada 6,Wolves,0,0,0,0,"-0,1103183","0,4774668"
