Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Cambio goleador jornada anterior,PUNTOS Y,CUT 1,CUT 2
Premier League,Temporada2018,Jornada 9,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 9,West Bromwich A.,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 9,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 9,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 9,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 9,Stoke City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 9,Everton,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 9,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 9,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Arsenal,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 10,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,Leicester,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 10,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Huddersfield,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2018,Jornada 10,Stoke City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,West Bromwich A.,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 10,West Ham,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2018,Jornada 10,Swansea City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 10,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 10,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 10,Crystal Palace,2,1,1,"-0,4025574","0,2922391","0,8800242"
Premier League,Temporada2018,Jornada 11,Man. City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Man. Utd,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 11,Tottenham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 11,Chelsea,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 11,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Watford,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 11,Huddersfield,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 11,Newcastle,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 11,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Stoke City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,West Bromwich A.,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 11,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 11,Swansea City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 11,Crystal Palace,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 12,Man. City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 12,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Watford,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 12,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,Huddersfield,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,Stoke City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,West Bromwich A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 12,Swansea City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 12,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,Man. City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 13,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,Chelsea,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 13,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Tottenham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 13,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,Watford,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 13,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Huddersfield,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 13,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Stoke City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,Everton,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2018,Jornada 13,West Bromwich A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 13,West Ham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 13,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 13,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Chelsea,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 14,Arsenal,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Watford,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 14,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Southampton,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 14,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,Huddersfield,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 14,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Stoke City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,West Bromwich A.,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 14,West Ham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 14,Swansea City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 14,Crystal Palace,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Man. City,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 15,Man. Utd,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Chelsea,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 15,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,Arsenal,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2018,Jornada 15,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Watford,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 15,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,Brighton Hove A.,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 15,Stoke City,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 15,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 15,Huddersfield,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 15,West Bromwich A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 15,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Man. City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 16,Man. Utd,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 16,Chelsea,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2018,Jornada 16,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Arsenal,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 16,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Leicester,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 16,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 16,Huddersfield,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Brighton Hove A.,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 16,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Stoke City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 16,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,West Bromwich A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 16,Swansea City,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 16,Crystal Palace,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 17,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 17,Man. Utd,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 17,Chelsea,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 17,Tottenham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Liverpool,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 17,Burnley,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 17,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 17,Leicester,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 17,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 17,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Southampton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Huddersfield,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 17,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 17,AFC Bournemouth,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Stoke City,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 17,Newcastle,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,West Bromwich A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Crystal Palace,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 17,West Ham,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 17,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,Man. Utd,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 18,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 18,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,Arsenal,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 18,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,Tottenham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 18,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 18,Watford,2,0,1,"-0,245453","0,1351347","0,7229198"
Premier League,Temporada2018,Jornada 18,Huddersfield,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 18,Southampton,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 18,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 18,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,AFC Bournemouth,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 18,Stoke City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 18,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 18,West Bromwich A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 18,Swansea City,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 19,Man. City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 19,Liverpool,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2018,Jornada 19,Tottenham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Arsenal,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 19,Burnley,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 19,Leicester,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2018,Jornada 19,Everton,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 19,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Huddersfield,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 19,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Southampton,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 19,Stoke City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,Crystal Palace,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 19,AFC Bournemouth,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 19,West Bromwich A.,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 19,Swansea City,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 20,Man. City,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 20,Man. Utd,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 20,Chelsea,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,Liverpool,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 20,Tottenham,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2018,Jornada 20,Arsenal,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,Burnley,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,Leicester,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 20,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,Watford,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2018,Jornada 20,Huddersfield,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 20,Brighton Hove A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 20,Stoke City,1,1,0,"-0,3210832","0,2107649","0,79855"
Premier League,Temporada2018,Jornada 20,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,Newcastle,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 20,Crystal Palace,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 20,West Ham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 20,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 20,West Bromwich A.,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 20,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Man. City,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 21,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 21,Man. Utd,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 21,Liverpool,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 21,Tottenham,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 21,Arsenal,2,1,1,"-0,4025574","0,2922391","0,8800242"
Premier League,Temporada2018,Jornada 21,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 21,Leicester,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Everton,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 21,Watford,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 21,Huddersfield,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 21,Brighton Hove A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,AFC Bournemouth,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2018,Jornada 21,Stoke City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Crystal Palace,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 21,West Ham,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,West Bromwich A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 21,Swansea City,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Man. City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 22,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Chelsea,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 22,Liverpool,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Tottenham,1,0,0,"-0,1639788","0,0536605","0,6414456"
Premier League,Temporada2018,Jornada 22,Arsenal,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 22,Burnley,0,0,0,0,"-0,1103183","0,4774668"
Premier League,Temporada2018,Jornada 22,Leicester,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 22,Everton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Watford,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Huddersfield,2,0,0,"-0,3279576","0,2176393","0,8054244"
Premier League,Temporada2018,Jornada 22,Brighton Hove A.,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 22,Newcastle,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Crystal Palace,0,1,1,"-0,0745998","-0,0357185","0,5520666"
Premier League,Temporada2018,Jornada 22,West Ham,2,1,0,"-0,485062","0,3747437","0,9625288"
Premier League,Temporada2018,Jornada 22,AFC Bournemouth,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Southampton,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Stoke City,1,0,1,"-0,0814742","-0,0288441","0,558941"
Premier League,Temporada2018,Jornada 22,West Bromwich A.,0,0,1,"0,0825046","-0,1928229","0,3949622"
Premier League,Temporada2018,Jornada 22,Swansea City,1,1,1,"-0,2385786","0,1282603","0,7160454"
Premier League,Temporada2018,Jornada 23,Man. City,0,1,0,"-0,1571044","0,0467861","0,6345712"
Premier League,Temporada2018,Jornada 23,Man. Utd,0,0,1,"0,0825046","-0,1928229","0,3949622"
