Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT1 Y,CUT2 Y
La Liga Santander,Temporada2018,Jornada 37,Deportivo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 37,Las Palmas,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2018,Jornada 37,Málaga,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2018,Jornada 38,Barcelona,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2018,Jornada 38,Atlético Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2018,Jornada 38,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2018,Jornada 38,Valencia,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2018,Jornada 38,Villarreal,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2018,Jornada 38,Real Betis,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2018,Jornada 38,Sevilla,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2018,Jornada 38,Getafe,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2018,Jornada 38,Eibar,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 38,Girona,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 38,Espanyol,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2018,Jornada 38,Real Sociedad,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2018,Jornada 38,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2018,Jornada 38,Alavés,1,1,8,"-0,7428262","0,3178556","1,0221288"
La Liga Santander,Temporada2018,Jornada 38,Levante,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2018,Jornada 38,Athletic Bilbao,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 38,Leganés,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2018,Jornada 38,Deportivo,1,1,6,"-0,6988968","0,2739262","0,9781994"
La Liga Santander,Temporada2018,Jornada 38,Las Palmas,2,1,4,"-0,9847498","0,5597792","1,2640524"
La Liga Santander,Temporada2018,Jornada 38,Málaga,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 1,Barcelona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Sevilla,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Las Palmas,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Deportivo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Real Sporting,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Leganés,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Atlético Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Alavés,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2017,Jornada 1,Osasuna,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Málaga,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Granada,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Athletic Bilbao,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Eibar,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 1,Celta de Vigo,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Espanyol,2,1,0,"-0,896891","0,4719204","1,1761936"
La Liga Santander,Temporada2017,Jornada 1,Valencia,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Real Sociedad,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 1,Real Betis,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 2,Barcelona,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 2,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 2,Las Palmas,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2017,Jornada 2,Sevilla,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 2,Real Sporting,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2017,Jornada 2,Leganés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 2,Deportivo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 2,Eibar,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2017,Jornada 2,Real Sociedad,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 2,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 2,Villarreal,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 2,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 2,Málaga,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 2,Espanyol,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 2,Osasuna,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2017,Jornada 2,Granada,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 2,Real Betis,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 2,Athletic Bilbao,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 2,Valencia,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 2,Celta de Vigo,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2017,Jornada 3,Real Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 3,Sevilla,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 3,Real Sporting,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 3,Las Palmas,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 3,Barcelona,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2017,Jornada 3,Eibar,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 3,Alavés,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2017,Jornada 3,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 3,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 3,Real Sociedad,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 3,Leganés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 3,Deportivo,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2017,Jornada 3,Real Betis,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 3,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 3,Espanyol,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 3,Málaga,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 3,Osasuna,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 3,Granada,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 3,Valencia,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2017,Jornada 3,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 4,Real Madrid,0,1,7,"-0,3910791","-0,0338915","0,6703817"
La Liga Santander,Temporada2017,Jornada 4,Barcelona,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2017,Jornada 4,Las Palmas,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 4,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 4,Sevilla,2,1,7,"-1,0506439","0,6256733","1,3299465"
La Liga Santander,Temporada2017,Jornada 4,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 4,Eibar,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 4,Real Sporting,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 4,Alavés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 4,Athletic Bilbao,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 4,Deportivo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 4,Real Betis,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 4,Real Sociedad,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 4,Leganés,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 4,Málaga,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 4,Espanyol,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2017,Jornada 4,Granada,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2017,Jornada 4,Osasuna,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2017,Jornada 4,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 4,Valencia,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 5,Real Madrid,1,1,6,"-0,6988968","0,2739262","0,9781994"
La Liga Santander,Temporada2017,Jornada 5,Sevilla,0,0,9,"-0,1976823","-0,2272883","0,4769849"
La Liga Santander,Temporada2017,Jornada 5,Barcelona,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 5,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 5,Las Palmas,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2017,Jornada 5,Villarreal,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 5,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 5,Eibar,1,0,9,"-0,5274647","0,1024941","0,8067673"
La Liga Santander,Temporada2017,Jornada 5,Real Sociedad,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 5,Real Sporting,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 5,Leganés,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2017,Jornada 5,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 5,Espanyol,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 5,Real Betis,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 5,Deportivo,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 5,Málaga,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 5,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 5,Valencia,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 5,Osasuna,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2017,Jornada 5,Granada,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 6,Real Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 6,Barcelona,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 6,Atlético Madrid,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2017,Jornada 6,Villarreal,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 6,Athletic Bilbao,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 6,Sevilla,1,1,6,"-0,6988968","0,2739262","0,9781994"
La Liga Santander,Temporada2017,Jornada 6,Eibar,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2017,Jornada 6,Las Palmas,0,1,7,"-0,3910791","-0,0338915","0,6703817"
La Liga Santander,Temporada2017,Jornada 6,Alavés,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 6,Real Betis,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 6,Real Sociedad,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 6,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 6,Leganés,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 6,Real Sporting,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 6,Valencia,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 6,Espanyol,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2017,Jornada 6,Deportivo,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 6,Málaga,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 6,Osasuna,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2017,Jornada 6,Granada,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 7,Real Madrid,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2017,Jornada 7,Atlético Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 7,Sevilla,0,1,7,"-0,3910791","-0,0338915","0,6703817"
La Liga Santander,Temporada2017,Jornada 7,Barcelona,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 7,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 7,Athletic Bilbao,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 7,Eibar,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 7,Las Palmas,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2017,Jornada 7,Real Sociedad,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 7,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 7,Leganés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 7,Alavés,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2017,Jornada 7,Real Betis,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 7,Deportivo,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2017,Jornada 7,Málaga,2,1,3,"-0,9627851","0,5378145","1,2420877"
La Liga Santander,Temporada2017,Jornada 7,Real Sporting,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2017,Jornada 7,Valencia,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2017,Jornada 7,Espanyol,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 7,Osasuna,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 7,Granada,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 8,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 8,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 8,Sevilla,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 8,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 8,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 8,Athletic Bilbao,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2017,Jornada 8,Las Palmas,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 8,Eibar,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 8,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 8,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 8,Leganés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 8,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 8,Málaga,2,1,4,"-0,9847498","0,5597792","1,2640524"
La Liga Santander,Temporada2017,Jornada 8,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 8,Deportivo,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 8,Real Betis,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 8,Espanyol,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 8,Real Sporting,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 8,Osasuna,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 8,Granada,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 9,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 9,Sevilla,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 9,Barcelona,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2017,Jornada 9,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 9,Atlético Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 9,Athletic Bilbao,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 9,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 9,Celta de Vigo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 9,Eibar,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 9,Las Palmas,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 9,Málaga,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2017,Jornada 9,Real Betis,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 9,Alavés,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 9,Leganés,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 9,Valencia,2,1,2,"-0,9408204","0,5158498","1,220123"
La Liga Santander,Temporada2017,Jornada 9,Espanyol,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2017,Jornada 9,Deportivo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 9,Real Sporting,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 9,Osasuna,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 9,Granada,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 10,Real Madrid,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2017,Jornada 10,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 10,Atlético Madrid,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 10,Sevilla,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2017,Jornada 10,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 10,Athletic Bilbao,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2017,Jornada 10,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 10,Eibar,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 10,Celta de Vigo,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2017,Jornada 10,Las Palmas,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 10,Málaga,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 10,Espanyol,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 10,Real Betis,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 10,Valencia,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2017,Jornada 10,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2017,Jornada 10,Leganés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 10,Deportivo,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 10,Real Sporting,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 10,Osasuna,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2017,Jornada 10,Granada,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2017,Jornada 11,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2017,Jornada 11,Barcelona,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2017,Jornada 11,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 11,Atlético Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 11,Sevilla,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2017,Jornada 11,Real Sociedad,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 11,Athletic Bilbao,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2017,Jornada 11,Celta de Vigo,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2017,Jornada 11,Las Palmas,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2017,Jornada 11,Eibar,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 11,Málaga,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 11,Alavés,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2017,Jornada 11,Espanyol,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 11,Real Betis,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 11,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 11,Leganés,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2017,Jornada 11,Deportivo,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2017,Jornada 11,Real Sporting,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2017,Jornada 11,Osasuna,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 11,Granada,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2017,Jornada 12,Real Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 12,Barcelona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 12,Sevilla,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2017,Jornada 12,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2017,Jornada 12,Real Sociedad,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 12,Atlético Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2017,Jornada 12,Athletic Bilbao,0,0,3,"-0,0658941","-0,3590765","0,3451967"
