Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT1 Y,CUT2 Y
La Liga Santander,Temporada2020,Jornada 33,Espanyol,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 34,Real Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 34,Barcelona,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2020,Jornada 34,Atlético Madrid,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2020,Jornada 34,Sevilla,2,0,6,"-0,791353","0,3663824","1,0706556"
La Liga Santander,Temporada2020,Jornada 34,Villarreal,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2020,Jornada 34,Getafe,2,0,1,"-0,6815295","0,2565589","0,9608321"
La Liga Santander,Temporada2020,Jornada 34,Real Sociedad,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2020,Jornada 34,Athletic Bilbao,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2020,Jornada 34,Valencia,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2020,Jornada 34,Granada,3,0,7,"-1,1431001","0,7181295","1,4224027"
La Liga Santander,Temporada2020,Jornada 34,Osasuna,1,1,8,"-0,7428262","0,3178556","1,0221288"
La Liga Santander,Temporada2020,Jornada 34,Levante,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 34,Real Valladolid,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2020,Jornada 34,Real Betis,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2020,Jornada 34,Alavés,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2020,Jornada 34,Eibar,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2020,Jornada 34,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 34,Real Mallorca,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 34,Leganés,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2020,Jornada 34,Espanyol,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2020,Jornada 35,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 35,Barcelona,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 35,Atlético Madrid,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 35,Sevilla,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2020,Jornada 35,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 35,Getafe,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 35,Real Sociedad,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 35,Valencia,2,0,7,"-0,8133177","0,3883471","1,0926203"
La Liga Santander,Temporada2020,Jornada 35,Granada,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 35,Athletic Bilbao,2,1,3,"-0,9627851","0,5378145","1,2420877"
La Liga Santander,Temporada2020,Jornada 35,Osasuna,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2020,Jornada 35,Levante,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2020,Jornada 35,Real Betis,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2020,Jornada 35,Real Valladolid,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2020,Jornada 35,Eibar,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2020,Jornada 35,Celta de Vigo,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2020,Jornada 35,Alavés,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2020,Jornada 35,Real Mallorca,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 35,Leganés,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2020,Jornada 35,Espanyol,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 36,Real Madrid,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Barcelona,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 36,Atlético Madrid,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 36,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 36,Villarreal,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Getafe,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 36,Real Sociedad,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Valencia,3,0,3,"-1,0552413","0,6302707","1,3345439"
La Liga Santander,Temporada2020,Jornada 36,Granada,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Osasuna,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2020,Jornada 36,Levante,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2020,Jornada 36,Real Betis,2,0,6,"-0,791353","0,3663824","1,0706556"
La Liga Santander,Temporada2020,Jornada 36,Real Valladolid,2,1,6,"-1,0286792","0,6037086","1,3079818"
La Liga Santander,Temporada2020,Jornada 36,Eibar,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2020,Jornada 36,Celta de Vigo,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2020,Jornada 36,Alavés,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 36,Leganés,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2020,Jornada 36,Real Mallorca,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 36,Espanyol,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 37,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Barcelona,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Atlético Madrid,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Sevilla,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Athletic Bilbao,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Valencia,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Granada,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Osasuna,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Levante,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Real Betis,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Real Valladolid,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Eibar,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Celta de Vigo,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Alavés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 37,Leganés,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Real Mallorca,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 37,Espanyol,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2020,Jornada 38,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Barcelona,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Atlético Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Sevilla,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Athletic Bilbao,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Valencia,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Granada,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Osasuna,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Levante,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Real Betis,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Real Valladolid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Eibar,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Celta de Vigo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Alavés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Leganés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Real Mallorca,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 38,Espanyol,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Sevilla,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 1,Barcelona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 1,Levante,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Athletic Bilbao,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2019,Jornada 1,Huesca,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Atlético Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Celta de Vigo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Espanyol,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Valencia,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2019,Jornada 1,Girona,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Real Valladolid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Eibar,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 1,Leganés,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2019,Jornada 1,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Rayo Vallecano,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 1,Alavés,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2019,Jornada 1,Real Betis,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 2,Barcelona,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 2,Real Madrid,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 2,Sevilla,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2019,Jornada 2,Espanyol,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 2,Athletic Bilbao,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 2,Huesca,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 2,Real Sociedad,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 2,Celta de Vigo,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 2,Atlético Madrid,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 2,Levante,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 2,Getafe,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 2,Leganés,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 2,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 2,Real Valladolid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 2,Valencia,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 2,Girona,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 2,Alavés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 2,Real Betis,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 2,Eibar,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 2,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 3,Barcelona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 3,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 3,Celta de Vigo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 3,Athletic Bilbao,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 3,Levante,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 3,Sevilla,2,0,1,"-0,6815295","0,2565589","0,9608321"
La Liga Santander,Temporada2019,Jornada 3,Espanyol,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 3,Real Sociedad,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2019,Jornada 3,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 3,Atlético Madrid,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 3,Alavés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 3,Girona,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 3,Real Betis,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 3,Huesca,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 3,Eibar,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 3,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 3,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 3,Villarreal,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2019,Jornada 3,Leganés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 3,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 4,Barcelona,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 4,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 4,Celta de Vigo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 4,Espanyol,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 4,Getafe,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 4,Girona,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 4,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 4,Athletic Bilbao,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2019,Jornada 4,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 4,Real Betis,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 4,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 4,Villarreal,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 4,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 4,Huesca,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 4,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 4,Eibar,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2019,Jornada 4,Levante,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 4,Valencia,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 4,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 4,Leganés,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 5,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 5,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 5,Alavés,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 5,Atlético Madrid,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 5,Celta de Vigo,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 5,Girona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 5,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 5,Athletic Bilbao,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 5,Espanyol,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 5,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 5,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 5,Eibar,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 5,Real Betis,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2019,Jornada 5,Villarreal,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 5,Valencia,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 5,Rayo Vallecano,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2019,Jornada 5,Levante,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 5,Huesca,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2019,Jornada 5,Real Valladolid,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 5,Leganés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 6,Barcelona,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2019,Jornada 6,Real Madrid,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 6,Atlético Madrid,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 6,Alavés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 6,Sevilla,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 6,Espanyol,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 6,Real Betis,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 6,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 6,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 6,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 6,Getafe,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 6,Girona,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2019,Jornada 6,Athletic Bilbao,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 6,Eibar,0,1,8,"-0,4130438","-0,0119268","0,6923464"
La Liga Santander,Temporada2019,Jornada 6,Real Valladolid,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 6,Valencia,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2019,Jornada 6,Rayo Vallecano,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2019,Jornada 6,Levante,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 6,Leganés,0,1,6,"-0,3691144","-0,0558562","0,648417"
La Liga Santander,Temporada2019,Jornada 6,Huesca,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 7,Barcelona,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2019,Jornada 7,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 7,Sevilla,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 7,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 7,Real Betis,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2019,Jornada 7,Alavés,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 7,Espanyol,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 7,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 7,Getafe,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 7,Real Valladolid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 7,Girona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 7,Valencia,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2019,Jornada 7,Real Sociedad,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 7,Villarreal,2,0,1,"-0,6815295","0,2565589","0,9608321"
La Liga Santander,Temporada2019,Jornada 7,Athletic Bilbao,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 7,Levante,1,1,7,"-0,7208615","0,2958909","1,0001641"
La Liga Santander,Temporada2019,Jornada 7,Eibar,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2019,Jornada 7,Rayo Vallecano,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 7,Huesca,2,1,5,"-1,0067145","0,5817439","1,2860171"
La Liga Santander,Temporada2019,Jornada 7,Leganés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 8,Sevilla,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 8,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 8,Atlético Madrid,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 8,Real Madrid,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2019,Jornada 8,Alavés,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 8,Espanyol,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 8,Real Betis,1,1,6,"-0,6988968","0,2739262","0,9781994"
La Liga Santander,Temporada2019,Jornada 8,Real Valladolid,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2019,Jornada 8,Real Sociedad,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 8,Celta de Vigo,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 8,Levante,1,1,0,"-0,5671086","0,142138","0,8464112"
