Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,y lambda,explambda
La Liga Santander,Temporada2020,Jornada 1,Real Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Sevilla,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2020,Jornada 1,Real Mallorca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Real Valladolid,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2020,Jornada 1,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Athletic Bilbao,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 1,Atlético Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Osasuna,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Granada,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Villarreal,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Real Sociedad,2,0,0,"0,146889","1,1582253929"
La Liga Santander,Temporada2020,Jornada 1,Valencia,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 1,Eibar,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 1,Real Betis,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Barcelona,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2020,Jornada 1,Getafe,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 1,Leganés,2,0,0,"0,146889","1,1582253929"
La Liga Santander,Temporada2020,Jornada 1,Levante,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Celta de Vigo,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 1,Espanyol,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 2,Sevilla,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 2,Atlético Madrid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 2,Real Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 2,Real Valladolid,2,1,3,"0,2026298","1,2246190304"
La Liga Santander,Temporada2020,Jornada 2,Real Sociedad,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 2,Athletic Bilbao,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 2,Alavés,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 2,Osasuna,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 2,Barcelona,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 2,Real Mallorca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 2,Levante,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 2,Celta de Vigo,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 2,Villarreal,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 2,Granada,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 2,Getafe,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2020,Jornada 2,Valencia,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 2,Eibar,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 2,Espanyol,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 2,Real Betis,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 2,Leganés,2,1,3,"0,2026298","1,2246190304"
La Liga Santander,Temporada2020,Jornada 3,Atlético Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 3,Sevilla,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 3,Athletic Bilbao,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 3,Levante,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 3,Real Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 3,Osasuna,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 3,Alavés,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 3,Barcelona,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 3,Granada,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 3,Valencia,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 3,Celta de Vigo,2,1,0,"0,2539148","1,2890619715"
La Liga Santander,Temporada2020,Jornada 3,Real Valladolid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 3,Real Sociedad,0,1,1,"0,405029","1,4993459805"
La Liga Santander,Temporada2020,Jornada 3,Real Betis,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 3,Real Mallorca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 3,Villarreal,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 3,Getafe,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 3,Eibar,0,1,5,"0,336649","1,4002474906"
La Liga Santander,Temporada2020,Jornada 3,Espanyol,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 3,Leganés,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 4,Sevilla,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 4,Atlético Madrid,0,1,2,"0,387934","1,4739325015"
La Liga Santander,Temporada2020,Jornada 4,Real Madrid,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 4,Athletic Bilbao,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 4,Barcelona,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 4,Granada,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2020,Jornada 4,Real Sociedad,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 4,Osasuna,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 4,Levante,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 4,Villarreal,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 4,Alavés,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 4,Real Valladolid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 4,Valencia,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 4,Real Mallorca,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 4,Real Betis,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 4,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 4,Espanyol,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2020,Jornada 4,Getafe,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 4,Eibar,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 4,Leganés,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 5,Athletic Bilbao,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 5,Real Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 5,Granada,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 5,Real Sociedad,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 5,Sevilla,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 5,Atlético Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 5,Villarreal,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 5,Barcelona,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 5,Levante,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 5,Osasuna,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 5,Getafe,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 5,Valencia,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2020,Jornada 5,Alavés,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 5,Real Betis,0,1,5,"0,336649","1,4002474906"
La Liga Santander,Temporada2020,Jornada 5,Real Valladolid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 5,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 5,Real Mallorca,0,1,1,"0,405029","1,4993459805"
La Liga Santander,Temporada2020,Jornada 5,Espanyol,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 5,Eibar,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 5,Leganés,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 6,Real Madrid,0,0,8,"0,1783382","1,1952294795"
La Liga Santander,Temporada2020,Jornada 6,Real Sociedad,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 6,Atlético Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 6,Athletic Bilbao,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 6,Granada,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 6,Barcelona,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 6,Sevilla,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 6,Villarreal,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 6,Real Betis,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 6,Getafe,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 6,Levante,0,0,8,"0,1783382","1,1952294795"
La Liga Santander,Temporada2020,Jornada 6,Osasuna,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 6,Valencia,0,1,6,"0,319554","1,3765137023"
La Liga Santander,Temporada2020,Jornada 6,Real Valladolid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 6,Celta de Vigo,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 6,Eibar,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 6,Alavés,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 6,Espanyol,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 6,Real Mallorca,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 6,Leganés,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 7,Real Madrid,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 7,Atlético Madrid,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 7,Granada,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 7,Barcelona,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 7,Real Sociedad,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 7,Sevilla,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 7,Athletic Bilbao,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 7,Villarreal,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 7,Valencia,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 7,Real Valladolid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 7,Eibar,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 7,Levante,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 7,Osasuna,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 7,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 7,Real Betis,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 7,Getafe,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 7,Celta de Vigo,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 7,Espanyol,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 7,Real Mallorca,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 7,Leganés,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 8,Real Madrid,0,1,2,"0,387934","1,4739325015"
La Liga Santander,Temporada2020,Jornada 8,Barcelona,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 8,Atlético Madrid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Granada,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2020,Jornada 8,Real Sociedad,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 8,Sevilla,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Athletic Bilbao,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 8,Valencia,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Osasuna,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Villarreal,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Levante,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 8,Getafe,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 8,Real Valladolid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Eibar,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 8,Celta de Vigo,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 8,Real Betis,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 8,Alavés,2,1,3,"0,2026298","1,2246190304"
La Liga Santander,Temporada2020,Jornada 8,Real Mallorca,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 8,Espanyol,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 8,Leganés,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 9,Barcelona,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 9,Real Madrid,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 9,Granada,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2020,Jornada 9,Real Sociedad,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 9,Atlético Madrid,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 9,Sevilla,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 9,Villarreal,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 9,Athletic Bilbao,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 9,Getafe,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 9,Valencia,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 9,Levante,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 9,Real Valladolid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 9,Osasuna,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 9,Alavés,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 9,Real Mallorca,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2020,Jornada 9,Eibar,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 9,Celta de Vigo,2,1,2,"0,2197248","1,2457338575"
La Liga Santander,Temporada2020,Jornada 9,Real Betis,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 9,Espanyol,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 9,Leganés,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 10,Granada,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 10,Barcelona,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 10,Real Sociedad,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 10,Real Madrid,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 10,Atlético Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 10,Sevilla,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 10,Villarreal,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 10,Osasuna,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 10,Real Valladolid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 10,Athletic Bilbao,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 10,Getafe,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 10,Valencia,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 10,Alavés,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 10,Levante,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 10,Real Mallorca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 10,Eibar,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 10,Celta de Vigo,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 10,Real Betis,2,0,5,"0,061414","1,0633390454"
La Liga Santander,Temporada2020,Jornada 10,Espanyol,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 10,Leganés,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 11,Barcelona,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 11,Real Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 11,Sevilla,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2020,Jornada 11,Atlético Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 11,Granada,2,0,5,"0,061414","1,0633390454"
La Liga Santander,Temporada2020,Jornada 11,Real Sociedad,2,0,3,"0,095604","1,1003232497"
La Liga Santander,Temporada2020,Jornada 11,Villarreal,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 11,Getafe,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 11,Athletic Bilbao,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 11,Osasuna,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 11,Levante,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 11,Valencia,0,1,6,"0,319554","1,3765137023"
La Liga Santander,Temporada2020,Jornada 11,Real Valladolid,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 11,Eibar,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 11,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 11,Real Betis,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 11,Real Mallorca,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 11,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 11,Espanyol,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 11,Leganés,2,0,6,"0,044319","1,0453157574"
La Liga Santander,Temporada2020,Jornada 12,Real Madrid,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 12,Barcelona,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2020,Jornada 12,Real Sociedad,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 12,Atlético Madrid,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 12,Sevilla,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2020,Jornada 12,Granada,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 12,Getafe,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 12,Villarreal,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 12,Osasuna,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 12,Athletic Bilbao,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 12,Levante,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 12,Real Valladolid,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 12,Valencia,0,1,5,"0,336649","1,4002474906"
La Liga Santander,Temporada2020,Jornada 12,Eibar,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 12,Real Betis,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 12,Alavés,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 12,Real Mallorca,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 12,Celta de Vigo,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 12,Espanyol,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 12,Leganés,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 13,Real Madrid,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 13,Barcelona,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 13,Atlético Madrid,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 13,Sevilla,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 13,Real Sociedad,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 13,Athletic Bilbao,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 13,Getafe,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 13,Granada,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 13,Valencia,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2020,Jornada 13,Osasuna,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 13,Villarreal,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 13,Levante,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 13,Real Valladolid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 13,Alavés,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 13,Eibar,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 13,Real Mallorca,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 13,Real Betis,2,0,0,"0,146889","1,1582253929"
La Liga Santander,Temporada2020,Jornada 13,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 13,Espanyol,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 13,Leganés,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 14,Real Madrid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 14,Barcelona,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 14,Sevilla,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 14,Atlético Madrid,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 14,Athletic Bilbao,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 14,Real Sociedad,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 14,Getafe,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 14,Granada,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2020,Jornada 14,Valencia,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 14,Levante,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 14,Osasuna,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 14,Villarreal,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 14,Alavés,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 14,Real Valladolid,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 14,Real Betis,2,1,2,"0,2197248","1,2457338575"
La Liga Santander,Temporada2020,Jornada 14,Eibar,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 14,Real Mallorca,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 14,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 14,Espanyol,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2020,Jornada 14,Leganés,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 15,Real Madrid,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 15,Barcelona,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 15,Sevilla,0,0,2,"0,2809082","1,3243320247"
