Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,y lambda,explambda
La Liga Santander,Temporada2020,Jornada 31,Villarreal,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 31,Real Sociedad,2,0,5,"0,061414","1,0633390454"
La Liga Santander,Temporada2020,Jornada 31,Valencia,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 31,Granada,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 31,Athletic Bilbao,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 31,Osasuna,0,0,8,"0,1783382","1,1952294795"
La Liga Santander,Temporada2020,Jornada 31,Levante,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 31,Real Betis,2,1,1,"0,2368198","1,2672127455"
La Liga Santander,Temporada2020,Jornada 31,Alavés,1,0,7,"0,1113286","1,1177621432"
La Liga Santander,Temporada2020,Jornada 31,Real Valladolid,0,0,9,"0,1612432","1,1749706869"
La Liga Santander,Temporada2020,Jornada 31,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 31,Eibar,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 31,Real Mallorca,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 31,Leganés,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 31,Espanyol,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 32,Real Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 32,Barcelona,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 32,Atlético Madrid,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 32,Sevilla,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 32,Getafe,2,0,1,"0,129794","1,1385938088"
La Liga Santander,Temporada2020,Jornada 32,Villarreal,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 32,Real Sociedad,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 32,Valencia,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 32,Athletic Bilbao,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 32,Granada,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 32,Osasuna,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 32,Levante,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 32,Real Betis,2,0,5,"0,061414","1,0633390454"
La Liga Santander,Temporada2020,Jornada 32,Real Valladolid,0,0,9,"0,1612432","1,1749706869"
La Liga Santander,Temporada2020,Jornada 32,Eibar,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 32,Alavés,1,0,9,"0,0771386","1,0801917806"
La Liga Santander,Temporada2020,Jornada 32,Celta de Vigo,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 32,Real Mallorca,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 32,Leganés,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 32,Espanyol,2,0,6,"0,044319","1,0453157574"
La Liga Santander,Temporada2020,Jornada 33,Real Madrid,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2020,Jornada 33,Barcelona,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 33,Atlético Madrid,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 33,Sevilla,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 33,Villarreal,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 33,Getafe,2,0,2,"0,112699","1,1192949745"
La Liga Santander,Temporada2020,Jornada 33,Real Sociedad,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 33,Athletic Bilbao,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 33,Granada,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 33,Valencia,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 33,Osasuna,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 33,Levante,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 33,Real Betis,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 33,Real Valladolid,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 33,Alavés,2,0,10,"-0,024061","0,9762261581"
La Liga Santander,Temporada2020,Jornada 33,Eibar,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 33,Celta de Vigo,1,1,5,"0,2525444","1,2872966509"
La Liga Santander,Temporada2020,Jornada 33,Real Mallorca,0,1,2,"0,387934","1,4739325015"
La Liga Santander,Temporada2020,Jornada 33,Leganés,1,1,7,"0,2183544","1,244027873"
La Liga Santander,Temporada2020,Jornada 33,Espanyol,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 34,Real Madrid,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2020,Jornada 34,Barcelona,2,0,2,"0,112699","1,1192949745"
La Liga Santander,Temporada2020,Jornada 34,Atlético Madrid,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 34,Sevilla,2,0,6,"0,044319","1,0453157574"
La Liga Santander,Temporada2020,Jornada 34,Villarreal,0,1,5,"0,336649","1,4002474906"
La Liga Santander,Temporada2020,Jornada 34,Getafe,2,0,1,"0,129794","1,1385938088"
La Liga Santander,Temporada2020,Jornada 34,Real Sociedad,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 34,Athletic Bilbao,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2020,Jornada 34,Valencia,1,0,7,"0,1113286","1,1177621432"
La Liga Santander,Temporada2020,Jornada 34,Granada,3,0,7,"-0,0568806","0,9447068606"
La Liga Santander,Temporada2020,Jornada 34,Osasuna,1,1,8,"0,2012594","1,2229419618"
La Liga Santander,Temporada2020,Jornada 34,Levante,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 34,Real Valladolid,0,0,8,"0,1783382","1,1952294795"
La Liga Santander,Temporada2020,Jornada 34,Real Betis,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 34,Alavés,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 34,Eibar,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 34,Celta de Vigo,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 34,Real Mallorca,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 34,Leganés,1,1,5,"0,2525444","1,2872966509"
La Liga Santander,Temporada2020,Jornada 34,Espanyol,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 35,Real Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 35,Barcelona,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2020,Jornada 35,Atlético Madrid,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 35,Sevilla,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2020,Jornada 35,Villarreal,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2020,Jornada 35,Getafe,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 35,Real Sociedad,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2020,Jornada 35,Valencia,2,0,7,"0,027224","1,0275979589"
La Liga Santander,Temporada2020,Jornada 35,Granada,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 35,Athletic Bilbao,2,1,3,"0,2026298","1,2246190304"
La Liga Santander,Temporada2020,Jornada 35,Osasuna,1,0,7,"0,1113286","1,1177621432"
La Liga Santander,Temporada2020,Jornada 35,Levante,0,0,6,"0,2125282","1,2368009909"
La Liga Santander,Temporada2020,Jornada 35,Real Betis,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 35,Real Valladolid,0,0,8,"0,1783382","1,1952294795"
La Liga Santander,Temporada2020,Jornada 35,Eibar,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 35,Celta de Vigo,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2020,Jornada 35,Alavés,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2020,Jornada 35,Real Mallorca,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 35,Leganés,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2020,Jornada 35,Espanyol,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2020,Jornada 36,Real Madrid,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Barcelona,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2020,Jornada 36,Atlético Madrid,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2020,Jornada 36,Sevilla,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 36,Villarreal,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Getafe,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Athletic Bilbao,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2020,Jornada 36,Real Sociedad,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Valencia,3,0,3,"0,0114994","1,0115657723"
La Liga Santander,Temporada2020,Jornada 36,Granada,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Osasuna,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 36,Levante,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2020,Jornada 36,Real Betis,2,0,6,"0,044319","1,0453157574"
La Liga Santander,Temporada2020,Jornada 36,Real Valladolid,2,1,6,"0,1513448","1,1633977285"
La Liga Santander,Temporada2020,Jornada 36,Eibar,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2020,Jornada 36,Celta de Vigo,2,0,4,"0,078509","1,0816730902"
La Liga Santander,Temporada2020,Jornada 36,Alavés,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 36,Leganés,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2020,Jornada 36,Real Mallorca,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2020,Jornada 36,Espanyol,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2020,Jornada 37,Real Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Barcelona,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Atlético Madrid,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Sevilla,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Villarreal,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Getafe,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Athletic Bilbao,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Real Sociedad,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Valencia,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Granada,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Osasuna,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Levante,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Real Betis,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Real Valladolid,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Eibar,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Celta de Vigo,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 37,Leganés,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Real Mallorca,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 37,Espanyol,0,0,11,"0,1270532","1,1354774236"
La Liga Santander,Temporada2020,Jornada 38,Real Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Barcelona,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Atlético Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Sevilla,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Villarreal,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Getafe,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Athletic Bilbao,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Real Sociedad,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Valencia,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Granada,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Osasuna,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Levante,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Real Betis,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Real Valladolid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Eibar,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Celta de Vigo,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Leganés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Real Mallorca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2020,Jornada 38,Espanyol,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Sevilla,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 1,Barcelona,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 1,Levante,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Real Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Athletic Bilbao,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2019,Jornada 1,Huesca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Real Sociedad,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Atlético Madrid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Celta de Vigo,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Espanyol,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Valencia,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2019,Jornada 1,Girona,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Real Valladolid,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Eibar,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 1,Leganés,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2019,Jornada 1,Villarreal,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Getafe,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Rayo Vallecano,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 1,Alavés,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2019,Jornada 1,Real Betis,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 2,Barcelona,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 2,Real Madrid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 2,Sevilla,1,1,0,"0,3380194","1,4021677052"
La Liga Santander,Temporada2019,Jornada 2,Espanyol,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 2,Athletic Bilbao,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2019,Jornada 2,Huesca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 2,Real Sociedad,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2019,Jornada 2,Celta de Vigo,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 2,Atlético Madrid,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2019,Jornada 2,Levante,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 2,Getafe,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 2,Leganés,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 2,Villarreal,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 2,Real Valladolid,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 2,Valencia,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 2,Girona,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2019,Jornada 2,Alavés,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 2,Real Betis,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 2,Eibar,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 2,Rayo Vallecano,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 3,Barcelona,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 3,Real Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 3,Celta de Vigo,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 3,Athletic Bilbao,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2019,Jornada 3,Levante,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2019,Jornada 3,Sevilla,2,0,1,"0,129794","1,1385938088"
La Liga Santander,Temporada2019,Jornada 3,Espanyol,1,0,0,"0,2309936","1,2598511764"
La Liga Santander,Temporada2019,Jornada 3,Real Sociedad,0,1,2,"0,387934","1,4739325015"
La Liga Santander,Temporada2019,Jornada 3,Getafe,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 3,Atlético Madrid,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2019,Jornada 3,Alavés,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 3,Girona,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2019,Jornada 3,Real Betis,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2019,Jornada 3,Huesca,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 3,Eibar,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2019,Jornada 3,Real Valladolid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 3,Valencia,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 3,Villarreal,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2019,Jornada 3,Leganés,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 3,Rayo Vallecano,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 4,Barcelona,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2019,Jornada 4,Real Madrid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 4,Celta de Vigo,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 4,Espanyol,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 4,Getafe,1,1,3,"0,2867344","1,3320703686"
La Liga Santander,Temporada2019,Jornada 4,Girona,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2019,Jornada 4,Alavés,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 4,Athletic Bilbao,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2019,Jornada 4,Atlético Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 4,Real Betis,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 4,Sevilla,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 4,Villarreal,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 4,Real Sociedad,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 4,Huesca,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 4,Rayo Vallecano,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 4,Eibar,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2019,Jornada 4,Levante,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2019,Jornada 4,Valencia,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2019,Jornada 4,Real Valladolid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 4,Leganés,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2019,Jornada 5,Barcelona,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 5,Real Madrid,0,0,4,"0,2467182","1,2798184091"
La Liga Santander,Temporada2019,Jornada 5,Alavés,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 5,Atlético Madrid,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 5,Celta de Vigo,1,0,5,"0,1455186","1,1566392479"
La Liga Santander,Temporada2019,Jornada 5,Girona,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 5,Sevilla,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 5,Athletic Bilbao,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 5,Espanyol,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 5,Real Sociedad,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 5,Getafe,1,0,1,"0,2138986","1,2384970648"
La Liga Santander,Temporada2019,Jornada 5,Eibar,1,1,5,"0,2525444","1,2872966509"
La Liga Santander,Temporada2019,Jornada 5,Real Betis,2,0,2,"0,112699","1,1192949745"
La Liga Santander,Temporada2019,Jornada 5,Villarreal,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2019,Jornada 5,Valencia,0,1,3,"0,370839","1,4489497737"
La Liga Santander,Temporada2019,Jornada 5,Rayo Vallecano,0,1,0,"0,422124","1,5251976375"
La Liga Santander,Temporada2019,Jornada 5,Levante,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 5,Huesca,2,0,3,"0,095604","1,1003232497"
La Liga Santander,Temporada2019,Jornada 5,Real Valladolid,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2019,Jornada 5,Leganés,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2019,Jornada 6,Barcelona,1,0,6,"0,1284236","1,1370345485"
La Liga Santander,Temporada2019,Jornada 6,Real Madrid,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2019,Jornada 6,Atlético Madrid,1,1,4,"0,2696394","1,3094921627"
La Liga Santander,Temporada2019,Jornada 6,Alavés,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 6,Sevilla,1,1,1,"0,3209244","1,3784013698"
La Liga Santander,Temporada2019,Jornada 6,Espanyol,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2019,Jornada 6,Real Betis,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 6,Celta de Vigo,1,0,3,"0,1797086","1,1968685448"
La Liga Santander,Temporada2019,Jornada 6,Villarreal,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 6,Real Sociedad,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 6,Getafe,0,0,2,"0,2809082","1,3243320247"
La Liga Santander,Temporada2019,Jornada 6,Girona,2,0,3,"0,095604","1,1003232497"
La Liga Santander,Temporada2019,Jornada 6,Athletic Bilbao,1,0,4,"0,1626136","1,1765819706"
La Liga Santander,Temporada2019,Jornada 6,Eibar,0,1,8,"0,285364","1,3302461496"
La Liga Santander,Temporada2019,Jornada 6,Real Valladolid,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2019,Jornada 6,Valencia,0,0,7,"0,1954332","1,2158375733"
La Liga Santander,Temporada2019,Jornada 6,Rayo Vallecano,0,1,4,"0,353744","1,4243904958"
La Liga Santander,Temporada2019,Jornada 6,Levante,1,0,2,"0,1968036","1,2175048993"
La Liga Santander,Temporada2019,Jornada 6,Leganés,0,1,6,"0,319554","1,3765137023"
La Liga Santander,Temporada2019,Jornada 6,Huesca,1,1,2,"0,3038294","1,3550378669"
La Liga Santander,Temporada2019,Jornada 7,Barcelona,0,1,5,"0,336649","1,4002474906"
La Liga Santander,Temporada2019,Jornada 7,Real Madrid,0,0,1,"0,2980032","1,3471660988"
La Liga Santander,Temporada2019,Jornada 7,Sevilla,0,0,0,"0,3150982","1,370393877"
La Liga Santander,Temporada2019,Jornada 7,Atlético Madrid,0,0,3,"0,2638132","1,3018849815"
La Liga Santander,Temporada2019,Jornada 7,Real Betis,1,0,7,"0,1113286","1,1177621432"
La Liga Santander,Temporada2019,Jornada 7,Alavés,1,1,5,"0,2525444","1,2872966509"
La Liga Santander,Temporada2019,Jornada 7,Espanyol,0,0,5,"0,2296232","1,2581258588"
La Liga Santander,Temporada2019,Jornada 7,Celta de Vigo,0,0,3,"0,2638132","1,3018849815"
